year (AD),dD (permil)
1996.00195,-241.514367
1995.95935,-229.217515
1995.9159,-227.729949
1995.87225,-239.156217
1995.82865,-251.280709
1995.7851,-263.878368
1995.7415,-267.174068
1995.6979,-263.06048
1995.65425,-260.871397
1995.6106,-258.516541
1995.56705,-257.732686
1995.52345,-256.197912
1995.4798,-256.326359
1995.4362,-259.029229
1995.3926,-264.608428
1995.349,-269.775938
1995.30545,-274.379161
1995.26185,-274.139833
1995.2182,-272.833409
1995.1746,-264.68857
1995.131,-246.048427
1995.0874,-220.004482
1995.0438,-218.365414
1995.0025,-226.889
1994.96495,-229.780704
1994.9352,-227.195302
1994.9118,-222.040966
1994.8826,-220.301995
1994.8477,-224.802022
1994.8128,-231.99394
1994.77785,-238.161579
1994.74295,-244.25127
1994.70805,-253.582869
1994.67315,-261.449956
1994.63825,-265.244074
1994.60335,-267.011589
1994.5684,-268.165414
1994.53345,-268.148946
1994.49855,-267.969
1994.4636,-264.851049
1994.4287,-259.481538
1994.3938,-251.10286
1994.35885,-244.10416
1994.32395,-245.352399
1994.28905,-248.230923
1994.2541,-246.141742
1994.21915,-239.218794
1994.18425,-240.221117
1994.14935,-244.580621
1994.1144,-244.705907
1994.07945,-241.493021
1994.0445,-238.306364
1994.00885,-239.957612
1993.96985,-247.890379
1993.92815,-261.605247
1993.88645,-274.517987
1993.84475,-281.063967
1993.80305,-277.420512
1993.76135,-267.090101
1993.7265,-262.290444
1993.66325,-268.438639
1993.6207,-268.008068
1993.5781,-262.334157
1993.5355,-256.517086
1993.4929,-255.877787
1993.4503,-254.791525
1993.4077,-256.357534
1993.36515,-261.030424
1993.3226,-262.861988
1993.28,-261.43586
1993.2374,-255.899643
1993.19485,-244.983483
1993.1523,-231.75929
1993.1097,-219.600595
1993.0671,-212.581424
1993.0245,-210.931269
1992.9868,-210.242793
1992.95445,-211.543247
1992.92255,-211.247093
1992.89065,-213.473164
1992.85875,-220.716363
1992.8268,-227.379274
1992.79485,-235.356847
1992.7629,-243.526756
1992.7309,-254.700822
1992.69895,-264.848731
1992.66705,-274.21309
1992.63515,-277.928672
1992.60325,-282.124
1992.5713,-282.510859
1992.53935,-279.693574
1992.5074,-273.165078
1992.4753,-268.738072
1992.44305,-267.647439
1992.4108,-266.015862
1992.3786,-265.411532
1992.34635,-262.467481
1992.3141,-260.246874
1992.2819,-255.298594
1992.24965,-247.943927
1992.2174,-244.497179
1992.1852,-242.808774
1992.15295,-243.46228
1992.12065,-237.555597
1992.0884,-227.33959
1992.05615,-214.225171
1992.0234,-200.671533
1991.98565,-199.069423
1991.94105,-208.872814
1991.89415,-222.316375
1991.84725,-236.005156
1991.8004,-249.26126
1991.75355,-260.041175
1991.70665,-267.809777
1991.65975,-271.599259
1991.61285,-272.967047
1991.56595,-272.840622
1991.51905,-271.897883
1991.47215,-271.200366
1991.4252,-273.974088
1991.37825,-275.947845
1991.33135,-274.936444
1991.28445,-266.385315
1991.2376,-254.518798
1991.19075,-244.18791
1991.15965,-240.806039
1991.1444,-236.753898
1991.0909,-222.316375
1991.0449,-215.178808
1990.99895,-213.408857
1990.953,-219.226589
1990.907,-230.506756
1990.861,-245.954591
1990.815,-262.098851
1990.769,-272.033028
1990.723,-277.056244
1990.677,-277.481294
1990.631,-277.471485
1990.585,-278.220226
1990.53905,-280.962342
1990.4931,-284.428132
1990.44705,-282.245121
1990.401,-274.515754
1990.355,-263.845916
1990.30905,-254.033805
1990.2631,-249.818184
1990.2171,-247.796472
1990.1711,-249.580592
1990.1251,-249.576232
1990.0791,-246.034151
1990.03225,-237.562582
1989.9798,-232.094699
1989.92,-228.036018
1989.85755,-231.194465
1989.79505,-239.502552
1989.73255,-252.949383
1989.6701,-263.04486000000003
1989.60765,-273.235155
1989.5452,-278.043667
1989.48275,-278.046937
1989.4203,-277.552135
1989.35785,-279.511723
1989.2954,-278.648545
1989.23295,-276.536375
1989.1705,-269.258216
1989.10805,-255.910564
1989.0456,-242.412509
1988.9934,-228.293227
1988.95445,-219.805311
1988.9185,-218.76681
1988.8826,-223.77729
1988.84675,-232.719388
1988.8108,-240.675871
1988.7749,-245.667919
1988.73905,-250.743457
1988.7031,-256.774249
1988.66715,-263.116232
1988.6313,-268.858605
1988.59545,-270.127218
1988.5595,-269.068957
1988.5236,-266.982792
1988.48775,-264.162567
1988.4518,-261.64811
1988.41585,-258.094909
1988.38,-256.331862
1988.34415,-252.00448
1988.3082,-247.939496
1988.2723,-249.539901
1988.23645,-252.283141
1988.18275,-256.836053
1988.14705,-257.085439
1988.11135,-250.643702
1988.0756,-242.494217
1988.03985,-237.248446
1988.0006,-236.422221
1987.95215,-242.186281
1987.89805,-251.410292
1987.8439,-259.689892
1987.7897,-262.736732
1987.73555,-263.433928
1987.68145,-262.835402
1987.6273,-262.500358
1987.57315,-263.871979
1987.519,-262.218444
1987.46485,-262.676013
1987.41075,-261.229577
1987.3566,-255.094692
1987.3024,-249.402197
1987.24825,-246.756541
1987.1941,-247.47759
1987.13995,-246.206808
1987.08585,-242.627584
1987.0317,-237.042432
1986.9775,-235.605755
1986.92335,-236.500289
1986.86925,-243.839815
1986.8151,-253.772949
1986.76095,-266.938336
1986.7068,-276.342339
1986.6526,-280.936454
1986.59845,-283.820653
1986.54435,-279.2981
1986.49925,-274.501223
1986.4541,-267.954311
1986.39995,-261.186466
1986.3458,-256.384078
1986.29165,-249.750657
1986.23755,-242.260365
1986.1834,-231.949676
1986.1292,-221.730212
1986.07505,-215.007737
1986.02165,-211.667135
1985.97095,-215.13263
1985.9226,-221.352276
1985.87465,-225.873384
1985.8267,-231.77374
1985.77875,-233.108461
1985.7308,-236.97144
1985.68285,-249.092529
1985.6349,-263.472541
1985.58695,-276.72635
1985.539,-283.238136
1985.491,-286.289857
1985.443,-283.759426
1985.39505,-277.534349
1985.3471,-269.962606
1985.29915,-262.269229
1985.2512,-261.267917
1985.20325,-259.470552
1985.1553,-255.054787
1985.10735,-247.470012
1985.0594,-239.843968
1985.0127,-231.686859
1984.96975,-230.205524
1984.92955,-231.881256
1984.8896,-233.77745
1984.8494,-242.405892
1984.80905,-246.376388
1984.7687,-252.251765
1984.7283,-257.8741
1984.68795,-261.013788
1984.6476,-263.501863
1984.6072,-260.859573
1984.56685,-255.723776
1984.5265,-252.251765
1984.4861,-249.091442
1984.4457,-247.512366
1984.4053,-247.728484
1984.365,-250.688979
1984.3247,-252.320184
1984.2843,-253.694001
1984.2439,-247.906592
1984.2035,-242.704549
1984.16315,-235.507483
1984.1228,-226.52717
1984.0824,-223.149974
1984.04205,-221.534896
1984.00045,-222.913755
1983.95605,-231.794485
1983.9102,-241.985956
1983.86445,-252.847628
1983.81865,-258.957456
1983.7728,-261.897557
1983.727,-269.375256
1983.68115,-273.71619
1983.6353,-280.05125
1983.5895,-284.524027
1983.54365,-284.716297
1983.4978,-278.794346
1983.4521,-267.926081
1983.4065,-260.093504
1983.3609,-255.51745
1983.3153,-251.626981
1983.2697,-250.940299
1983.2241,-248.538556
1983.1785,-244.377808
1983.1329,-236.763871
1983.0873,-229.78278
1983.04155,-225.363839
1982.99285,-227.4129
1982.93895,-230.314546
1982.88265,-237.048432
1982.8264,-243.725185
1982.7702,-249.131851
1982.71395,-253.733174
1982.6577,-255.109836
1982.6015,-258.114759
1982.54525,-260.518697
1982.489,-261.962379
1982.43275,-263.586247
1982.3765,-259.331012
1982.32025,-257.41709
1982.264,-252.200498
1982.20775,-244.35144
1982.1515,-236.84847
1982.0953,-226.715231
1982.03905,-219.707771
1981.98885,-217.186272
1981.94625,-215.923874
1981.9051,-221.07015
1981.86395,-229.277382
1981.8229,-239.146935
1981.78195,-258.924495
1981.74105,-270.556351
1981.7001,-276.858451
1981.65915,-279.516187
1981.6182,-277.236401
1981.57725,-275.386203
1981.53635,-272.659248
1981.4954,-270.033373
1981.45445,-266.370333
1981.4135,-263.517029
1981.37255,-254.810991
1981.33165,-252.489454
1981.2907,-249.982238
1981.24975,-245.186446
1981.2088,-240.893856
1981.16785,-233.305534
1981.12695,-234.775807
1981.086,-233.395507
1981.04505,-239.150419
1981.00225,-239.998568
1980.9554,-239.940416
1980.9062,-237.54409
1980.85685,-242.527657
1980.80745,-248.119084
1980.75805,-254.616813
1980.70875,-256.226432
1980.6594,-259.28877
1980.61,-265.140238
1980.5606,-273.615154
1980.51125,-278.880707
1980.4619,-278.653583
1980.42895,-276.365881
1980.39565,-270.296068
1980.34555,-262.566163
1980.2954,-253.065346
1980.24525,-245.482468
1980.1951,-241.268051
1980.14495,-237.167744
1980.0948,-231.537915
1980.0447,-228.655522
1979.99655,-234.13613
1979.95155,-244.500457
1979.90785,-259.565269
1979.86415,-272.465269
1979.82045,-283.130235
1979.7767,-289.088132
1979.73295,-295.997318
1979.68925,-301.547051
1979.64555,-304.013598
1979.60185,-300.344499
1979.5581,-292.117553
1979.51435,-283.841233
1979.47065,-271.804744
1979.42695,-266.597344
1979.38325,-261.812373
1979.33955,-258.782953
1979.29585,-254.025413
1979.25215,-246.624672
1979.20845,-236.955981
1979.16475,-231.383208
1979.12105,-227.771164
1979.0773,-229.48063
1979.03355,-234.620003
1978.9809,-243.232072
1978.9277,-252.447612
1978.8383,-271.073996
1978.7715,-279.997676
1978.7047,-286.281447
1978.6379,-285.436589
1978.57105,-282.773638
1978.50425,-277.188795
1978.43745,-269.660778
1978.3706,-260.03049
1978.3038,-251.638961
1978.237,-240.992648
1978.1702,-231.238375
1978.1034,-224.75491
1978.0372,-222.835874
1977.9781,-225.415435
1977.9265,-230.940515
1977.8759,-242.917462
1977.79995,-267.51127
1977.724,-272.393744
1977.6734,-273.383495
1977.62275,-271.663655
1977.57215,-268.419537
1977.52155,-268.230496
1977.4709,-270.577212
1977.4203,-270.858601
1977.3697,-269.974237
1977.3191,-264.255201
1977.2685,-256.417601
1977.21785,-251.114674
1977.16725,-245.467344
1977.11665,-241.184585
1977.066,-235.07769
1977.0157,-230.046372
1976.9668,-229.659599
1976.91495,-229.585721
1976.86315,-234.692002
1976.8154,-240.257849
1976.76765,-245.421712
1976.71995,-257.001021
1976.67225,-271.533282
1976.62455,-277.717315
1976.57685,-281.174377
1976.5291,-277.878109
1976.48135,-271.261672
1976.43365,-261.027379
1976.38595,-255.282269
1976.33825,-246.915572
1976.29055,-240.804331
1976.2428,-235.550292
1976.19505,-233.019966
1976.14735,-233.512126
1976.09965,-232.184492
1976.05195,-236.756244
1975.9991,-246.713494
1975.9338,-258.714342
1975.8612,-269.109428
1975.7886,-273.763749
1975.716,-276.581982
1975.64335,-280.997286
1975.5707,-279.876077
1975.4981,-276.522228
1975.4255,-272.909805
1975.3529,-263.688078
1975.28025,-257.62138
1975.2076,-247.605463
1975.135,-239.068195
1975.0624,-230.1724
1974.9917,-225.393137
1974.9008,-227.673581
1974.8326,-234.102063
1974.76445,-239.327855
1974.6963,-247.431632
1974.62815,-253.391858
1974.56,-260.888314
1974.49185,-264.8488297
1974.4237,-267.1945609
1974.3555,-267.0269314
1974.28735,-262.752419
1974.2192,-261.175964
1974.151,-257.988285
1974.08285,-252.378883
1974.0172,-247.382246
1973.9586,-240.602726
1973.905,-235.270372
1973.85175,-230.01733
1973.7985,-226.812269
1973.74525,-228.608189
1973.69195,-232.202204
1973.6387,-239.197931
1973.5855,-249.927827
1973.5323,-258.08824
1973.47905,-267.379659
1973.42575,-273.005358
1973.3725,-277.966142
1973.31925,-282.309815
1973.26595,-285.408404
1973.21275,-283.488627
1973.15955,-278.851608
1973.10625,-273.125955
1973.053,-263.277181
1972.99835,-253.584856
1972.95105,-248.804425
1972.9027,-245.662378
1972.8445,-245.681935
1972.7863,-248.263366
1972.7281,-254.190015
1972.6699,-258.863974
1972.6117,-264.825389
1972.55355,-272.486029
1972.4954,-279.531733
1972.4372,-279.682751
1972.379,-278.829879
1972.3208,-271.080148
1972.26265,-264.158301
1972.2045,-257.924184
1972.1463,-249.170562
1972.0881,-243.627435
1972.03055,-237.329218
1971.9773,-234.724969
1971.9284,-232.110942
1971.8802,-232.469475
1971.832,-238.196213
1971.78375,-247.286638
1971.7355,-260.371982
1971.68735,-271.733112
1971.63915,-277.862928
1971.5909,-277.520693
1971.5427,-271.763533
1971.4945,-268.219494
1971.4463,-258.76076
1971.3981,-249.899578
1971.3499,-244.672611
1971.3017,-241.315445
1971.25345,-243.12223
1971.21335,-242.319336
