year (AD),depth (cm),d18O (permil)
0,1996,-2.579814815
0.1,1995,-2.728345607
0.2,1993.769231,-2.642000015
0.3,1993,-2.836911989
0.4,1991.9375,-2.854924427
0.5,1991.3125,-2.972230296
0.6,1990.444444,-2.713802473
0.7,1989.333333,-2.664496213
0.8,1988.461538,-2.667843493
0.9,1987.714286,-2.709189113
1,1987,-2.846642458
1.1,1986.411765,-3.076337596
1.2,1985.785714,-3.076872144
1.3,1985.071429,-2.908932273
1.4,1983.625,-3.04588145
1.5,1982.736842,-3.063278649
1.6,1982.210526,-3.185477244
1.7,1981.454545,-3.216944145
1.8,1980.782609,-3.222147222
1.9,1980.347826,-3.303372643
2,1979.6,-3.261318127
2.1,1978.461538,-3.395477877
2.2,1977.833333,-3.292607588
2.3,1977.416667,-3.359944749
2.4,1977,-3.354387626
2.5,1976.090909,-3.445225666
2.6,1975.25,-3.304192834
2.7,1974.363636,-3.01092544
2.8,1973.5,-2.946868271
2.9,1972.6,-2.962233357
3,1971.666667,-2.772370707
3.1,1970.833333,-2.548185254
3.2,1970,-2.267273046
3.3,1969.333333,-2.150263519
3.4,1968.5,-2.196280635
3.5,1967.642857,-2.255388458
3.6,1966.9,-2.387662075
3.7,1965.916667,-2.625271005
3.8,1965.083333,-2.683720492
3.9,1963.9,-2.98293607
4,1962.875,-3.086349472
4.1,1961.8,-3.256429731
4.2,1961.133333,-3.309634951
4.3,1960.272727,-3.454356431
4.4,1959.5625,-3.542523473
4.5,1958.916667,-3.535088225
4.6,1958.083333,-3.741397348
4.7,1956.916667,-3.618177314
4.8,1956.083333,-3.605847808
4.9,1955.357143,-3.767507929
5,1954.375,-3.876763904
5.1,1953.461538,-3.627723762
5.2,1952.428571,-4.151181723
5.3,1951.3,-4.0140977
5.4,1950.461538,-3.992221616
5.5,1949.666667,-3.842946489
5.6,1948.846154,-3.675985479
5.7,1948.076923,-3.790904405
5.8,1947.526316,-3.666533076
5.9,1947,-3.75901994
6,1945.666667,-3.62432054
6.1,1945,-3.724275275
6.2,1944.285714,-3.891556563
6.3,1943.25,-3.638094476
6.4,1942.428571,-3.647756295
6.5,1941.75,-3.694739655
6.6,1941.125,-3.674494552
6.7,1939.923077,-3.976059593
6.8,1939.153846,-3.693561398
6.9,1938.333333,-3.813959518
7,1937.6,-3.901811375
7.1,1936.933333,-4.128063432
7.2,1936.266667,-4.158975778
7.3,1935.647059,-3.859594727
7.4,1935.058824,-3.938211822
7.5,1934.4375,-3.988700204
7.6,1933.666667,-4.08084734
7.7,1932.692308,-4.445694787
7.8,1931.833333,-4.146114619
7.9,1930.615385,-4.104959737
8,1929.833333,-4.24464253
8.1,1929,-4.395502778
8.2,1928.090909,-4.166019993
8.3,1926.625,-4.348533179
8.4,1925.545455,-4.188842715
8.5,1924.6,-4.151273566
8.6,1923.555556,-4.219268846
8.7,1922.435236,-4.368207275
8.8,1921.305708,-4.118903135
8.9,1920.17618,-4.402165054
9,1919.046652,-4.277846821
9.1,1917.917123,-4.298255202
9.2,1916.787595,-4.425055313
9.3,1915.658067,-4.551588151
9.4,1914.528539,-4.944292275
9.5,1913.399011,-4.402187289
9.6,1912.269483,-4.641516043
9.7,1911.139955,NA
9.8,1910.010427,-4.386851023
9.9,1908.880899,-4.572519978
10,1907.75137,-4.337765723
10.1,1906.621842,-4.21603741
10.2,1905.492314,-4.14309638
10.3,1904.362786,-4.180612779
10.4,1903.233258,-3.917779634
10.5,1902.10373,-4.010288661
10.6,1900.974202,-4.006858244
10.7,1899.844674,-4.02693244
10.8,1899.02578,-4.032201901
10.9,1898.586552,-3.999851182
11,1898.147324,-3.840148435
11.1,1897.708096,-3.657600474
11.2,1897.268867,-3.576371232
11.3,1896.829639,-3.526401658
11.4,1896.390411,-3.84319749
11.5,1895.951182,-3.990380668
11.6,1895.511954,-4.179706873
11.7,1895.072726,-4.276588055
11.8,1894.633497,-4.476957848
11.9,1894.194269,-4.439513431
12,1893.755041,-4.328491818
12.1,1893.315812,-4.237043918
12.2,1892.876584,-4.096495468
12.3,1892.437356,-3.93983432
12.4,1891.998127,-3.868131401
12.5,1891.558899,-4.128113611
12.6,1891.119671,-4.086215802
12.7,1890.680442,-4.295579271
12.8,1890.241214,-4.250901381
12.9,1889.801986,-4.334011067
13,1889.362757,-4.289578648
13.1,1888.923529,-4.204597514
13.2,1888.484301,-4.291683812
13.3,1888.045073,-4.341955649
13.4,1887.605844,-4.260332522
13.5,1887.166616,-4.324228123
13.6,1886.727388,-4.178535519
13.7,1886.288159,-4.210845997
13.8,1885.848931,-4.19379678
13.9,1885.409703,-4.303971071
14,1884.970474,-4.243911191
14.1,1884.531246,-4.320166445
14.2,1884.092018,-4.512759053
14.3,1883.652789,-4.482546047
14.4,1883.213561,-4.452062444
14.5,1882.774333,-4.533752931
14.6,1882.335104,-4.552819637
14.7,1881.895876,-4.386650717
14.8,1881.456648,-4.498675045
14.9,1881.017419,-4.499800908
15,1880.578191,-4.663823443
15.1,1880.138963,-4.639486772
15.2,1879.699735,-4.504034393
15.3,1879.260506,-4.512954716
15.4,1878.821278,-4.250423802
15.5,1878.38205,-3.960861588
15.6,1877.942821,-3.987619949
15.7,1877.503593,-4.005036233
15.8,1877.064365,-3.850466036
15.9,1876.625136,-3.951828042
16,1876.185908,-3.891496277
16.1,1875.74668,-3.941333569
16.2,1875.307451,-3.891193947
16.3,1874.868223,-3.795798441
16.4,1874.428995,-3.964304595
16.5,1873.989766,-4.066718463
16.6,1873.550538,-4.098732981
16.7,1873.11131,-4.02007657
16.8,1872.672081,-3.893700619
16.9,1872.232853,-3.644476109
17,1871.793625,-3.498339913
17.1,1871.354397,-3.52397385
17.2,1870.915168,-3.455335629
17.3,1870.47594,-3.521417606
17.4,1870.036712,-3.594086034
17.5,1869.597483,-3.723541484
17.6,1869.158255,-3.808004277
17.7,1868.719027,-3.681571349
17.8,1868.279798,-3.415997599
17.9,1867.84057,-3.261086051
18,1867.4013420000001,-3.050330085
18.1,1866.962113,-2.674910022
18.2,1866.522885,-2.685667571
18.3,1866.083657,-2.569795139
18.4,1865.644428,-2.643821774
18.5,1865.2052,-2.731075731
18.6,1864.765972,-2.869342363
18.7,1864.326743,-2.961557769
18.8,1863.887515,-2.892253231
18.9,1863.448287,-2.995949421
19,1863.009058,-2.905615561
19.1,1862.56983,-2.971954436
19.2,1862.130602,-2.951918309
19.3,1861.691374,-3.050558718
19.4,1861.261313,-2.987886702
19.5,1860.867922,-2.913161176
19.6,1860.474531,-2.743490038
19.7,1860.08114,-2.738161505
19.8,1859.687749,NA
19.9,1859.294358,-2.935421572
20,1858.900967,-2.906170211
20.1,1858.507576,-2.991987989
20.2,1858.114185,-3.019894782
20.3,1857.720794,-3.063457041
20.4,1857.327403,-3.028808685
20.5,1856.934012,-3.040174712
20.6,1856.540621,-3.09982161
20.7,1856.14723,-3.283240364
20.8,1855.753839,-3.065601709
20.9,1855.360448,-3.226949405
21,1854.967057,-3.337490342
21.1,1854.573666,-3.337225651
21.2,1854.180276,-3.444592194
21.3,1853.786885,-3.442930131
21.4,1853.393494,-3.444899619
21.5,1853.000103,-3.413700544
21.6,1852.606712,-3.485934088
21.7,1852.213321,-3.491760537
21.8,1851.81993,-3.471010636
21.9,1851.426539,-3.538444725
22,1851.033148,-3.439251049
22.1,1850.639757,-3.329501569
22.2,1850.246366,-3.42421897
22.3,1849.852975,-3.150939491
22.4,1849.459584,-3.417474405
22.5,1849.066193,-3.270021463
22.6,1848.672802,-3.016289268
22.7,1848.279411,-3.156980027
22.8,1847.88602,-3.365477819
22.9,1847.492629,-3.487589487
23,1847.099238,-3.44628736
23.1,1846.705847,-3.510579762
23.2,1846.312456,-3.614019586
23.3,1845.919065,-3.688426213
23.4,1845.525675,-4.044822621
23.5,1845.132284,-3.949670775
23.6,1844.738893,-3.911844077
23.7,1844.345502,-3.84090647
23.8,1843.952111,-4.093105041
23.9,1843.55872,-4.261151646
24,1843.165329,-4.523151048
24.1,1842.771938,-4.520385658
24.2,1842.378547,-4.615016868
24.3,1841.985156,-4.589400223
24.4,1841.591765,-4.502772488
24.5,1841.198374,-4.353289627
24.6,1840.804983,-4.117434686
24.7,1840.411592,-4.011203296
24.8,1840.018201,NA
24.9,1839.62481,-4.253625893
25,1839.231419,-3.958830424
25.1,1838.838028,-4.152753721
25.2,1838.444637,-4.215881035
25.3,1838.051246,-4.283421981
25.4,1837.657855,-4.254963714
25.5,1837.264464,-4.367703709
25.6,1836.871074,-4.421480406
25.7,1836.477683,-4.34617641
25.8,1836.084292,-4.18479354
25.9,1835.690901,-4.319768008
26,1835.29751,-4.23541336
26.1,1834.904119,-4.143735396
26.2,1834.510728,-3.953522059
26.3,1834.117337,-3.670511355
26.4,1833.723946,-3.736341509
26.5,1833.330555,-3.783673672
26.6,1832.937164,-3.674552122
26.7,1832.543773,-3.618982111
26.8,1832.150382,-3.636238192
26.9,1831.756991,-3.948089041
27,1831.3636,-3.826126768
27.1,1830.970209,-3.310141802
27.2,1830.576818,-3.211603994
27.3,1830.183427,-2.976409509
27.4,1829.790036,-2.775058984
27.5,1829.396645,-2.986820327
27.6,1829.003254,-2.89265121
27.7,1828.609863,-3.013930799
27.8,1828.216473,-3.13106133
27.9,1827.823082,-3.090716248
28,1827.429691,-3.113554202
28.1,1827.0363,-2.942061358
28.2,1826.642909,-2.976192745
28.3,1826.249518,-2.975738173
28.4,1825.856127,-3.061275247
28.5,1825.462736,-2.925228548
28.6,1825.069345,-3.179371665
28.7,1824.675954,-3.085946116
28.8,1824.282563,-3.137477613
28.9,1823.889172,-3.14339088
29,1823.495781,-3.239832679
29.1,1823.10239,-3.14090016
29.2,1822.708999,-3.194390228
29.3,1822.315608,-3.15126914
29.4,1821.922217,-3.243456459
29.5,1821.528826,-3.025540191
29.6,1821.135435,-3.028646374
29.7,1820.742044,-2.941221463
29.8,1820.348653,-3.033748375
29.9,1819.955262,-3.212795852
30,1819.561872,-3.331595986
30.1,1819.168481,-3.322669939
30.2,1818.77509,-3.112339634
30.3,1818.381699,-2.923095165
