year (AD),depth (cm),d18O (permil)
1952.0811,4,0.44
1900.932,9,0.24
1885.588,10.5,0.74
1875.358,11.5,0.54
1865.128,12.5,0.63
1854.899,13.5,0.94
1844.67,14.5,0.15
1834.44,15.5,0.23
1824.21,16.5,0.46
1813.98,17.5,0.06
1803.75,18.5,0.82
1793.52,19.5,0.55
1783.29,20.5,0.58
1773.06,21.5,0.59
1747.49,24,0.78
1650.3,33.5,0.05
1578.7,40.5,0.25
1537.78,44.5,0.55
1507.09,47.5,0.28
1466.17,51.5,0.29
1415.02,56.5,0.26
1379.22,60,0.44
1358.76,62,0.59
1343.41,63.5,0.85
1338.3,64,0.62
1322.95,65.5,0.36
1312.72,66.5,0.51
1302.49,67.5,0.58
1287.15,69,0.87
1271.8,70.5,0.6
1261.57,71.5,0.69
1251.34,72.5,0.52
1241.11,73.5,0.79
1215.09,75.5,0.13
1159.33,79.5,0.33
1124.48,82,1.07
1096.61,84,0.31
1054.79,87,0.55
1019.94,89.5,0.52
985.09,92,0.47
929.3,96,0.3
908.4,97.5,0.31
894.5,98.5,0.55
880.5,99.5,0.43
866.6,100.5,0.22
852.7,101.5,0.27
838.7,102.5,0.16
824.8,103.5,-0.13
810.8,104.5,0.16
796.9,105.5,0.37
783,106.5,0.35
745.7,107.5,0.66
685,108.5,0.19
624.3,109.5,0.63
563.7,110.5,0.3
503,111.5,0.41
442.3,112.5,-0.13
397.7,113.5,0.02
369.1,114.5,0.32
340.5,115.5,0.12
311.9,116.5,0.33
283.3,117.5,-0.23
254.7,118.5,0.05
226.2,119.5,0.14
183.3,121,0.76
140.4,122.5,-0.03
111.8,123.5,0.17
83.2,124.5,0.62
54.6,125.5,0.27
26,126.5,1.03
-2.6,127.5,0.72
-31.2,128.5,0.62
-88.4,130.5,0.1
-145.5,132.5,0.08
-174.1,133.5,0.44
-202.7,134.5,0.41
-259.9,136.5,0.04
-331.4,139,0.3
-374.3,140.5,0.33
-402.9,141.5,0.13
-431.5,142.5,0.1
-460,143.5,0.57
-502.9,145,0.36
-545.8,146.5,0.31
-574.4,147.5,-0.28
-603,148.5,-0.18
-631.6,149.5,0.45
-660.2,150.5,0.48
-703.1,152,0.58
-774.5,154.5,0.5
-831.7,156.5,0.45
-860.3,157.5,0.04
-888.9,158.5,-0.26
-917.5,159.5,0.43
-946.1,160.5,0.57
-974.7,161.5,0.43
-1003.3,162.5,0.41
-1031.9,163.5,0.24
-1074.8,165,0.22
-1117.6,166.5,0.3
-1146.2,167.5,-0.09
-1189.1,169,0.27
-1232,170.5,0.21
-1260.6,171.5,-0.04
-1289.2,172.5,0.22
-1317.8,173.5,0.16
-1360.7,175,0.63
-1403.6,176.5,0.63
-1432.2,177.5,-0.27
-1460.7,178.5,0.54
-1503.6,180,0.22
-1560.8,182,-0.15
-1603.7,183.5,0.64
-1632.3,184.5,0.79
-1660.9,185.5,0.21
-1703.8,187,0.2
-1761,189,0.45
-1803.8,190.5,0.43
-1832.4,191.5,0.62
-1861,192.5,0.55
-1889.6,193.5,0.15
-1946.8,195.5,0.17
-2004,197.5,0.25
-2032.6,198.5,0.21
-2061.2,199.5,0.18
-2289.9,207.5,0.76
-2318.5,208.5,0.45
-2347.1,209.5,1.1
-2375.7,210.5,0.57
-2404.3,211.5,0.01
-2447.2,213,0.43
-2504.3,215,-0.03
-2547.2,216.5,0.73
-2590.1,218,0.16
-2675.9,221,0.34
-2790.3,225,0.18
-2847.4,227,0.54
-2890.3,228.5,0.86
-2976.1,231.5,0.47
-3104.8,236,0.55
-3190.5,239,0.78
-3304.9,243,0.96
-3419.3,247,0.71
-3562.2,252,0.64
-3661.4,256.5,0.62
-3670.4,257.5,0.38
-3679.4,258.5,0.31
-3697.3,260.5,0.42
-3724.2,263.5,0.45
-3742.1,265.5,0.62
-3751.1,266.5,0.26
-3760.1,267.5,0.14
-3769,268.5,0.2
-3778,269.5,0.54
-3795.9,271.5,0.85
-3813.8,273.5,0.43
-3836.3,276,-0.1
-3858.7,278.5,0.2
-3876.6,280.5,1.01
-3894.5,282.5,0.64
-3903.5,283.5,0.48
-3912.5,284.5,0.21
-3925.9,286,0.8
-3939.4,287.5,0.79
-3948.3,288.5,0.35
-3957.3,289.5,0.18
-3966.2,290.5,0.43
-3993.1,293.5,0.3
-4145.5,310.5,1.17
-4154.5,311.5,0.5
-4163.5,312.5,1.14
-4176.9,314,0.7
-4194.8,316,0.1
-4212.8,318,0.14
-4226.2,319.5,0.39
-4235.2,320.5,0.7
-4244.2,321.5,0.75
-4253.1,322.5,0.73
-4266.6,324,0.69
-4306.9,328.5,-0.1
-4315.9,329.5,1.02
-4329.3,331,0.66
-4342.8,332.5,1.11
-4351.7,333.5,0.57
-4360.7,334.5,0.72
-4369.7,335.5,0.91
-4378.6,336.5,0.66
-4387.6,337.5,0.74
-4396.6,338.5,0.82
-4405.5,339.5,0.94
-4419.4,340.5,1.14
-4438.1,341.5,1.26
-4456.8,342.5,0.87
-4484.9,344,0.47
-4513,345.5,0.86
-4531.7,346.5,0.67
-4550.5,347.5,0.57
-4569.2,348.5,1.01
-4587.9,349.5,0.62
-4606.6,350.5,0.67
-4625.4,351.5,0.68
-4644.1,352.5,0.6
-4662.8,353.5,0.48
-4681.5,354.5,0.6
-4719,356.5,0.68
-4737.7,357.5,0.92
-4765.8,359,0.63
-4803.3,361,0.75
-4831.4,362.5,1.21
-4850.1,363.5,0.67
-4878.2,365,0.71
-4906.3,366.5,1.5
-4925,367.5,0.63
-4943.7,368.5,0.93
-4962.5,369.5,1.14
-4981.2,370.5,0.73
