year (AD),depth (cm),d18O (permil)
1960,NA,-35.82
1940,NA,-35.11
1920,NA,-34.65
1900,NA,-34.53
1880,NA,-35.29
1860,NA,-35.02
1840,NA,-35.02
1820,NA,-35.78
1800,NA,-35.16
1780,NA,-35.61
1760,NA,-35.12
1740,NA,-35.79
1720,NA,-35.82
1700,NA,-35.36
1680,NA,-36.05
1660,NA,-35.39
1640,NA,-36.14
1620,NA,-35.33
1600,NA,-35.35
1580,NA,-35.72
1560,NA,-35.03
1540,NA,-35.61
1520,NA,-35.82
1500,NA,-34.93
1480,NA,-35.07
1460,NA,-35.87
1440,NA,-35.13
1420,NA,-34.98
1400,NA,-35.05
1380,NA,-35.53
1360,NA,-34.86
1340,NA,-35.25
1320,NA,-36.43
1300,NA,-35.07
1280,NA,-35.2
1260,NA,-35.49
1240,NA,-35.67
1220,NA,-35.4
1200,NA,-35.15
1180,NA,-35.8
1160,NA,-35.34
1140,NA,-35.62
1120,NA,-35.37
1100,NA,-35.59
1080,NA,-35.14
1060,NA,-35.45
1040,NA,-35.61
1020,NA,-35.92
1000,NA,-34.96
980,NA,-35.24
960,NA,-35.02
940,NA,-35
920,NA,-34.98
900,NA,-35.41
880,NA,-35.73
860,NA,-35.35
840,NA,-35.75
820,NA,-35.45
800,NA,-35.34
780,NA,-35.38
760,NA,-35.27
740,NA,-35.15
720,NA,-35.33
700,NA,-35.33
680,NA,-35.27
660,NA,-35.14
640,NA,-34.69
620,NA,-35.44
600,NA,-35.26
580,NA,-35.14
560,NA,-35.28
540,NA,-34.43
520,NA,-35.78
500,NA,-35.33
480,NA,-35.83
460,NA,-35.39
440,NA,-35.35
420,NA,-35.74
400,NA,-34.46
380,NA,-34.64
360,NA,-35.27
340,NA,-35.86
320,NA,-35.49
300,NA,-35.27
280,NA,-35.8
260,NA,-34.93
240,NA,-35.55
220,NA,-35.9
200,NA,-35.44
180,NA,-35.47
160,NA,-35.37
140,NA,-35.04
120,NA,-35.39
100,NA,-34.49
80,NA,-35.07
60,NA,-34.43
40,NA,-34.71
20,NA,-35.1
0,NA,-35.32
-20,NA,-35.11
-40,NA,-34.79
-60,NA,-35.35
-80,NA,-34.95
-100,NA,-34.89
-120,NA,-35.07
