year (AD),depth (mm),d18O (permil),d13C (permil)
1217.2,151.3,-4.57,-9.63
1216.2,151.4,-4.77,-9.46
1215.1,151.5,-4.63,-9.13
1214.1,151.6,-4.57,-9.42
1213.1,151.7,-4.58,-9.48
1212.2,151.8,-4.66,-9.43
1211.1,151.9,-4.79,-9.12
1210,152,-4.78,-8.99
1208.9,152.1,-4.69,-9.09
1207.7,152.2,-4.52,-9.32
1206.6,152.3,-4.35,-9.44
1205.6,152.4,-4.25,-9.76
1204.8,152.5,-4.28,-9.7
1203.9,152.6,-4.28,-9.52
1203.1,152.7,-4.41,-9.39
1202.2,152.8,-4.36,-9.04
1201.2,152.9,-4.22,-9.02
1200.3,153,-4.17,-9.01
1199.3,153.1,-4.23,-9.05
1198.4,153.2,-4.36,-9.18
1197.4,153.3,-4.12,-9.01
1196.5,153.4,-3.95,-8.76
1195.6,153.5,-3.98,-8.35
1194.7,153.6,-4.02,-8.08
1193.8,153.7,-4.09,-7.98
1192.9,153.8,-4.07,-8.1
1192.1,153.9,-3.97,-8.27
1191.2,154,-3.9,-8.15
1190.4,154.1,-3.97,-8.19
1189.6,154.2,-3.88,-8.01
1188.9,154.3,-3.8,-7.97
1188,154.4,NA,NA
1187.3,154.5,-3.77,-8.27
1186.5,154.6,-3.66,-8.37
1185.8,154.7,-3.6,-8.32
1185,154.8,-3.52,-8.22
1184.3,154.9,-3.44,-8.18
1183.5,155,-3.64,-8.41
1182.8,155.1,-3.63,-8.04
1182.1,155.2,-3.72,-8.3
1181.4,155.3,-3.62,-8.14
1180.8,155.4,-3.54,-7.99
1180.1,155.5,-3.52,-7.98
1179.6,155.6,-3.71,-7.86
1179,155.7,-3.88,-8.04
1178.5,155.8,-3.92,-8.39
1178,155.9,-3.96,-8.11
1177.6,156,-3.96,-8.2
1177.2,156.1,-3.72,-7.9
1176.9,156.2,-3.92,-8.15
1176.5,156.3,-3.75,-7.6
1176.2,156.4,-3.82,-7.61
1175.8,156.5,-4.04,-7.81
1175.4,156.6,-4.13,-7.92
1175,156.7,-4.18,-8.13
1174.6,156.8,-4.04,-7.92
1174.2,156.9,-3.95,-7.87
1173.8,157,-3.9,-7.99
1173.4,157.1,-3.88,-7.94
1173,157.2,-4.06,-8.17
1172.6,157.3,-4.11,-8.29
1172.3,157.4,-4.26,-8.6
1171.9,157.5,-4.24,-8.44
1171.6,157.6,-4.49,-8.5
1171.3,157.7,-4.7,-8.42
1171,157.8,-4.48,-8.73
1170.7,157.9,-4.22,-8.66
1170.4,158,-4.34,-8.79
1170,158.1,-4.12,-8.49
1169.7,158.2,-3.97,-8.34
1169.3,158.3,-3.79,-8.16
1169,158.4,-3.86,-7.94
1168.7,158.5,-4.07,-8.32
1168.4,158.6,-4.04,-8.15
1168.1,158.7,-4.06,-8.33
1167.8,158.8,-3.99,-8.15
1167.6,158.9,-3.85,-8.05
1167.3,159,-3.69,-7.83
1167.1,159.1,-3.6,-7.93
1166.8,159.2,-3.74,-7.95
1166.6,159.3,-3.65,-8.01
1166.3,159.4,-3.6,-8.31
1166.1,159.5,-3.54,-8.29
1165.9,159.6,-3.69,-8.23
1165.7,159.7,-3.81,-8.07
1165.5,159.8,-3.81,-8.07
1165.3,159.9,-3.7,-8.07
1165.1,160,-4.11,-8.47
1164.9,160.1,-4.04,-8.28
1164.7,160.2,-4.01,-8.48
1164.5,160.3,-4.38,-9.19
1164.4,160.4,-3.95,-9.14
1164.2,160.5,-4.1,-9.64
1164,160.6,-3.91,-9.66
1163.9,160.7,-4.18,-9.27
1163.6,160.8,-4.7,-9.46
1163.4,160.9,-4.28,-9.32
1163.2,161,-3.95,-8.79
1163,161.1,-4.01,-8.9
1162.8,161.2,-4.13,-9.02
1162.5,161.3,-4.01,-8.57
1162.2,161.4,-4.08,-8.47
1162,161.5,-3.93,-8.46
1161.8,161.6,-3.92,-8.34
1161.5,161.7,-4.03,-8.39
1161.3,161.8,-3.97,-8.47
1161,161.9,-3.81,-8.54
1160.8,162,-4.16,-8.48
1160.7,162.1,-3.87,-8.27
1160.5,162.2,-3.9,-8.24
1160.3,162.3,-4.09,-7.97
1160,162.4,-4.05,-8.01
1159.8,162.5,-3.96,-7.81
1159.6,162.6,-3.99,-7.61
1159.4,162.7,-3.73,-7.5
1159.2,162.8,-3.96,-7.5
1159,162.9,-3.79,-7.6
1158.8,163,-3.76,-7.54
1158.6,163.1,-3.6,-7.72
1158.4,163.2,-3.87,-7.7
1158.2,163.3,-3.59,-7.86
1158.1,163.4,-3.6,-7.9
1157.9,163.5,-3.69,-7.91
1157.7,163.6,-3.75,-8.05
1157.5,163.7,-3.84,-8.08
1157.3,163.8,-3.46,-8.35
1157.1,163.9,-3.53,-8.17
1156.9,164,-3.64,-8.17
1156.8,164.1,-3.79,-8.39
1156.5,164.2,-3.81,-8.4
1156.3,164.3,-3.82,-8.31
1156,164.4,-3.68,-8.45
1155.7,164.5,-3.56,-8.62
1155.5,164.6,-3.91,-8.48
1155.2,164.7,-3.69,-8.5
1155,164.8,-3.54,-8.33
1154.7,164.9,-3.75,-8.34
1154.5,165,-3.89,-8.32
1154.2,165.1,-3.76,-8.19
1153.9,165.2,-3.7,-8.29
1153.6,165.3,-3.64,-8.09
1153.3,165.4,-3.8,-8.21
1153,165.5,-3.62,-8.14
1152.7,165.6,-3.83,-7.97
1152.5,165.7,-3.73,-8.27
1152.2,165.8,-3.7,-7.9
1151.9,165.9,-3.68,-8.05
1151.6,166,-3.41,-8.15
1151.2,166.1,-3.4,-8.07
1150.9,166.2,-3.5,-8.09
1150.6,166.3,-3.4,-8
1150.4,166.4,-3.52,-8.37
1150.1,166.5,NA,NA
1149.8,166.6,-3.97,-8.5
1149.5,166.7,-4,-8.24
1149.1,166.8,-3.54,-8.14
1148.7,166.9,-3.6,-8.09
1148.3,167,-3.84,-8.08
1148,167.1,NA,NA
1147.6,167.2,-4.32,-8.19
1147.2,167.3,-4.26,-8.16
1146.8,167.4,-4.42,-8.17
1146.5,167.5,-4.52,-8.1
1146.2,167.6,-4.59,-8.02
1145.9,167.7,NA,NA
1145.4,167.8,-4.5,-7.94
1145,167.9,-4.32,-7.96
1144.6,168,-4.38,-7.89
1144.1,168.1,-4.09,-7.81
1143.6,168.2,-4.25,-8.06
1143.1,168.3,-3.99,-7.77
1142.6,168.4,-4.33,-8.11
1142.1,168.5,-4.59,-8.48
1141.6,168.6,-4.21,-8.24
1141.1,168.7,-4.17,-8.04
1140.6,168.8,-4.12,-8.33
1140,168.9,-4.46,-8.35
1139.3,169,-3.93,-8.17
1138.7,169.1,-4.81,-8.73
1138,169.2,-3.97,-8.09
1137.4,169.3,-3.96,-8.04
1136.7,169.4,-4.4,-8.15
1136,169.5,-4.08,-7.93
1135.3,169.6,-4.78,-8.57
1134.6,169.7,-4.3,-8.14
1133.9,169.8,-4.43,-8.18
1133,169.9,-4.38,-7.73
1132.3,170,-4.39,-8.22
1131.6,170.1,-4.49,-8.13
1130.7,170.2,-4.33,-7.9
1130.1,170.3,-3.9,-7.73
1129.4,170.4,-4.09,-7.76
1128.6,170.5,-4.07,-7.86
1127.9,170.6,-3.94,-7.79
1127.1,170.7,-4.36,-8.13
1126.3,170.8,-4.19,-7.89
1125.4,170.9,-4.25,-7.96
1124.5,171,-4.42,-8.04
1123.5,171.1,-4.44,-8.14
1122.6,171.2,-4.61,-8.26
1121.6,171.3,-4.61,-8.26
1120.8,171.4,-3.91,-7.72
1120,171.5,-4.01,-7.56
1119.1,171.6,-4.33,-7.88
1118.2,171.7,-4.31,-7.75
1117.2,171.8,-3.91,-7.68
1116.2,171.9,-4.14,-7.8
1115.3,172,-4.43,-7.94
1114.3,172.1,-4.23,-7.79
1113.4,172.2,-3.95,-7.66
1112.5,172.3,-4.4,-8.05
1111.6,172.4,-3.97,-7.73
1110.6,172.5,-3.86,-8
1109.6,172.6,-3.9,-8.11
1108.8,172.7,-3.82,-8.26
1108.1,172.8,-4.04,-8.44
1107.2,172.9,-3.85,-8.37
1106.2,173,-3.77,-8.32
1105.1,173.1,-3.73,-8.53
1104.1,173.2,-3.6,-8.29
1103,173.3,-3.55,-8.11
1102.1,173.4,-3.44,-8.13
1101.1,173.5,-3.6,-8.01
1100.2,173.6,-3.45,-7.97
1099.4,173.7,-3.54,-7.92
1098.6,173.8,-3.71,-7.88
1097.7,173.9,-3.55,-7.99
1096.6,174,-3.54,-8.14
1095.6,174.1,-3.55,-8.17
1094.6,174.2,-3.47,-7.84
1093.5,174.3,-3.38,-7.94
1092.5,174.4,-3.37,-7.94
1091.6,174.5,-3.43,-7.94
1090.6,174.6,-3.11,-6.84
1089.6,174.7,-3.28,-6.88
1088.6,174.8,-3.33,-6.69
1087.7,174.9,-3.21,-6.14
1086.7,175,-3.31,-5.25
1085.8,175.1,-3.07,-4.97
1084.9,175.2,-3.19,-5
1083.9,175.3,-3.03,-5.04
1083,175.4,-2.93,-4.64
1082.2,175.5,-3.04,-4.73
1081.3,175.6,-3.14,-4.83
1080.4,175.7,-3.17,-4.71
1079.6,175.8,-3.29,-4.87
1078.7,175.9,-3.14,-4.66
1077.9,176,-3.2,-4.56
1077.1,176.1,-2.99,-4.39
1076.2,176.2,-2.95,-4.34
1075.4,176.3,-3.08,-4.22
1074.6,176.4,-2.94,-4.28
1073.8,176.5,-2.89,-4.2
1073,176.6,-2.86,-4.25
1072.2,176.7,-2.96,-4.51
1071.4,176.8,-3.07,-4.75
1070.6,176.9,-3.1,-4.83
1069.7,177,-3.15,-4.96
1068.9,177.1,-3.13,-4.96
1068.2,177.2,-3.14,-5.1
1067.4,177.3,-3.02,-4.83
1066.6,177.4,-2.89,-4.61
1065.8,177.5,-2.85,-4.66
1065,177.6,-3.04,-4.39
1064.2,177.7,-3.01,-4.18
1063.4,177.8,-2.99,-4.34
1062.5,177.9,-2.98,-4.35
1061.7,178,-2.81,-4.47
1060.9,178.1,-2.86,-4.42
1060.1,178.2,-2.94,-4.55
1059.3,178.3,-2.88,-4.63
1058.5,178.4,-2.99,-5.04
1057.7,178.5,-3,-5.14
1057,178.6,-2.83,-5.75
1056.2,178.7,-2.86,-6.1
1055.4,178.8,-3.06,-6.68
1054.6,178.9,-3.05,-7.03
1053.7,179,-3.15,-7.55
1052.9,179.1,-3.1,-7.37
1052.1,179.2,-3.07,-7.51
1051.4,179.3,-3.18,-7.57
1050.6,179.4,-3.13,-7.55
1049.7,179.5,-3.12,-7.55
1048.9,179.6,-3.1,-7.58
1048,179.7,-3.28,-7.51
1047.2,179.8,-3.11,-7.36
1046.4,179.9,-3.24,-7.25
1045.6,180,-3.23,-7.2
1044.8,180.1,-3.3,-7.06
1044,180.2,-3.14,-6.94
1043.3,180.3,-3.34,-6.63
1042.7,180.4,-3.23,-6.32
1042,180.5,-3.09,-5.91
1041.1,180.6,-3.12,-5.86
1040.2,180.7,-2.99,-5.73
1039.4,180.8,-3,-5.58
1038.5,180.9,-3.06,-5.59
1037.7,181,-3.27,-6.29
1036.9,181.1,-3.09,-5.74
1036.1,181.2,-3.01,-5.53
1035.3,181.3,-3.08,-5.81
1034.5,181.4,-3.08,-6.14
1033.7,181.5,-3.01,-6.23
1033,181.6,-3.24,-6.25
1032.2,181.7,-3.31,-6.34
1031.4,181.8,-3.18,-6.61
1030.7,181.9,-3.45,-6.82
1030.3,182,-3.22,-6.51
1029.5,182.1,-3.23,-6.88
1028.7,182.2,-3.35,-6.72
1028,182.3,-3.32,-6.75
1027.2,182.4,-3.29,-6.84
1026.4,182.5,-3.48,-6.9
1025.7,182.6,-3.42,-6.87
1024.9,182.7,-3.5,-6.86
1024.2,182.8,-3.35,-6.73
1023.6,182.9,-3.34,-6.7
1022.9,183,-3.36,-6.59
1022.2,183.1,-3.31,-6.4
1021.5,183.2,-3.5,-6.26
1020.8,183.3,NA,-6
1020.1,183.4,NA,-6.48
1019.5,183.5,-3.5,-6.82
1018.8,183.6,-3.58,-7.2
1018.1,183.7,-3.54,-7.4
1017.5,183.8,-3.53,-7.65
1016.9,183.9,-3.43,-7.7
1016.2,184,-3.45,-7.89
1015.6,184.1,-3.4,-7.75
1015,184.2,-3.31,-7.72
1014.3,184.3,-3.49,-7.68
1013.6,184.4,-3.16,-7.62
1012.9,184.5,-3.44,-7.44
1012.3,184.6,-3.48,-7.54
1011.7,184.7,-3.92,-7.77
1011.2,184.8,-3.83,-7.89
1010.7,184.9,-3.81,-7.84
1010.1,185,-3.89,-7.99
1009.4,185.1,-4.01,-7.95
1008.9,185.2,-3.96,-8
1008.3,185.3,-3.84,-8.04
1007.8,185.4,-4.01,-8.28
1007.1,185.5,-4.05,-8.33
1006.6,185.6,-3.85,-8.38
1006,185.7,-3.91,-8.43
1005.4,185.8,-3.94,-8.78
1004.8,185.9,-4.04,-8.83
1004.2,186,-4.03,-8.82
1003.7,186.1,-4.09,-8.95
1003.1,186.2,-3.84,-8.97
1002.5,186.3,-3.94,-8.99
1001.9,186.4,-3.71,-8.92
1001.3,186.5,-3.93,-8.97
1000.7,186.6,-3.86,-9.01
1000.1,186.7,-3.63,-8.88
999.6,186.8,-3.65,-8.92
999.2,186.9,-3.73,-8.97
998.8,187,-3.72,-8.9
998.3,187.1,-3.72,-8.82
997.7,187.2,-4.41,-8.87
997.1,187.3,-4.09,-8.78
996.6,187.4,-4.15,-8.61
996,187.5,-4.15,-8.56
995.4,187.6,-4.52,-8.63
995,187.7,-4.54,-8.67
994.6,187.8,-4.37,-8.61
994.2,187.9,-4.24,-8.51
993.6,188,-4.08,-8.73
993.1,188.1,-4.14,-8.6
992.7,188.2,-3.95,-8.69
992.3,188.3,-3.73,-8.9
991.9,188.4,-4.04,-8.95
991.5,188.5,-3.97,-8.77
991.1,188.6,-3.93,-8.76
990.6,188.7,-3.91,-8.69
990.1,188.8,-4.02,-8.66
989.6,188.9,-3.9,-8.65
989.1,189,-3.88,-8.43
988.5,189.1,-4.04,-8.51
988,189.2,-3.98,-8.5
987.3,189.3,-4,-8.45
986.8,189.4,-3.91,-8.41
986.4,189.5,-3.8,-8.38
985.9,189.6,-3.73,-8.39
985.4,189.7,-3.88,-8.35
984.8,189.8,-3.82,-8.3
984.3,189.9,-3.74,-8.22
983.9,190,-3.74,-7.99
983.4,190.1,-4.19,-8.23
982.9,190.2,-4.21,-8.24
982.4,190.3,-3.98,-8.21
982,190.4,-3.95,-8.3
981.5,190.5,-3.97,-8.17
981,190.6,-4.15,-8.38
980.5,190.7,-3.8,-8.33
980,190.8,-3.84,-8.29
979.5,190.9,-4.01,-8.35
979,191,-3.91,-8.21
978.5,191.1,-3.86,-8.07
978,191.2,-4.12,-8.16
977.5,191.3,-4.05,-8.06
977.1,191.4,-4.35,-8.14
976.6,191.5,-4.09,-8.15
976.2,191.6,-4,-8.21
975.9,191.7,-4.08,-8.32
975.7,191.8,-3.87,-8.29
975.4,191.9,-3.78,-8.19
974.9,192,-3.88,-8.22
974.6,192.1,-3.73,-8.29
974.3,192.2,-3.71,-8.35
973.9,192.3,-3.74,-8.37
973.4,192.4,-3.51,-8.34
973,192.5,-3.71,-8.33
972.6,192.6,-3.62,-8.43
972.1,192.7,-3.67,-8.42
971.7,192.8,-3.76,-8.47
971.1,192.9,-3.76,-8.55
970.6,193,-3.79,-8.49
970.1,193.1,-3.8,-8.55
969.6,193.2,-3.78,-8.5
969,193.3,-3.9,-8.5
968.5,193.4,-3.89,-8.58
968,193.5,-3.97,-8.59
967.4,193.6,-4,-8.59
966.9,193.7,-3.93,-8.6
966.6,193.8,-4.01,-8.54
966.2,193.9,-3.88,-8.56
965.8,194,-3.71,-8.68
965.3,194.1,-3.6,-8.51
964.8,194.2,-3.91,-8.59
964.3,194.3,-3.82,-8.72
963.8,194.4,-3.52,-8.51
963.3,194.5,-3.9,-8.56
962.8,194.6,-3.98,-8.59
962.3,194.7,-3.91,-8.46
961.9,194.8,-3.95,-8.58
961.4,194.9,-4.01,-8.59
960.9,195,-4.08,-8.68
960.4,195.1,-3.89,-8.66
959.9,195.2,-3.82,-8.51
959.4,195.3,-3.93,-8.73
958.9,195.4,-3.79,-8.65
958.5,195.5,-3.8,-8.49
958,195.6,-3.65,-8.66
957.6,195.7,-3.43,-8.62
957.1,195.8,-3.57,-8.46
956.7,195.9,-3.57,-8.61
956.2,196,-3.97,-8.62
955.8,196.1,-3.3,-8.46
955.4,196.2,-3.24,-8.25
955,196.3,-3.4,-8.22
954.5,196.4,-3.34,-8.31
954.1,196.5,-3.43,-8.19
953.6,196.6,-3.5,-8.26
953.2,196.7,-3.43,-8.14
952.8,196.8,-3.7,-8.28
952.4,196.9,-3.91,-8.23
952.1,197,-3.97,-8.33
951.7,197.1,-3.85,-8.3
951.3,197.2,-4.05,-8.44
950.9,197.3,-4.08,-8.46
950.4,197.4,-4.27,-8.44
950,197.5,-3.87,-8.47
949.5,197.6,-3.77,-8.31
949.1,197.7,-3.9,-8.47
948.6,197.8,-3.94,-8.36
948.1,197.9,-3.75,-8.35
947.7,198,-3.71,-8.22
947.3,198.1,-3.86,-8.28
947,198.2,-3.94,-8.18
946.6,198.3,-4.1,-8.36
946.3,198.4,-3.84,-8.15
946,198.5,-4.06,-8.29
945.6,198.6,-4.08,-8.15
945.1,198.7,-3.9,-8.23
944.6,198.8,-3.96,-8.31
944.1,198.9,-3.96,-8.26
943.6,199,-3.83,-8.54
943.1,199.1,-3.72,-8.29
942.7,199.2,-3.77,-8.46
942.4,199.3,-3.91,-8.24
942,199.4,-4.19,-8.45
941.8,199.5,-4.05,-8.1
941.5,199.6,-4.4,-8.2
941.2,199.7,-4.13,-8.04
940.9,199.8,-4.49,-8.02
940.5,199.9,-4.47,-7.97
940.2,200,-4.53,-7.99
939.9,200.1,-4,-7.68
939.3,200.2,-4.01,-8.03
938.1,200.3,-3.6,-7.82
937.7,200.4,-3.68,-7.99
937,200.5,-3.35,-7.66
936.5,200.6,-3.45,-7.93
936,200.7,-3.19,-7.78
935.6,200.8,-3.08,-7.53
935.1,200.9,-3.33,-7.69
934.2,201,-3.29,-7.35
933.7,201.1,-3.12,-7.58
932.9,201.2,-3.14,-7.54
932.5,201.3,-3.38,-7.59
932.2,201.4,-3.12,-7.59
932.1,201.5,-2.99,-7.57
931.5,201.6,-3.03,-7.6
931.2,201.7,-3.58,-7.61
930.5,201.8,-3.11,-7.43
930.1,201.9,-3.17,-6.91
929.9,202,-3.01,-6.58
929.5,202.1,-3.62,-7.37
929.1,202.2,-3.46,-7.31
928.8,202.3,-3.82,-7.61
928.5,202.4,-3.78,-7.55
928.1,202.5,-3.83,-7.7
927.6,202.6,-3.92,-7.64
927.2,202.7,-3.79,-7.9
926.9,202.8,-3.78,-7.79
926.6,202.9,-3.81,-8.03
926.2,203,-3.72,-7.79
925.9,203.1,-3.95,-7.98
925.6,203.2,-3.95,-7.7
925.3,203.3,-4.04,-7.86
924.9,203.4,-3.98,-7.77
924.4,203.5,NA,NA
924.2,203.6,NA,NA
923.8,203.7,NA,NA
923.4,203.8,NA,NA
923,203.9,NA,NA
922.8,204,NA,NA
922.6,204.1,NA,NA
922.5,204.2,-3.91,-7.78
922.2,204.3,-3.83,-7.54
921.6,204.4,-3.8,-7.65
920.9,204.5,-3.94,-7.64
920.5,204.6,-3.77,-7.54
920,204.7,-4.14,-7.75
919.5,204.8,-3.8,-7.55
919.2,204.9,-3.9,-7.64
919,205,-3.98,-7.59
918.9,205.1,-3.66,-7.6
918.2,205.2,-3.88,-7.74
917.5,205.3,-3.82,-7.53
916.7,205.4,-4.33,-7.93
916.2,205.5,-4.05,-7.85
915.4,205.6,-3.94,-7.85
914.9,205.7,-3.87,-7.95
914.2,205.8,-3.8,-7.86
913.5,205.9,-3.92,-7.9
913,206,-4.13,-7.67
912.4,206.1,-4.09,-7.64
911.7,206.2,-4.24,-7.74
911.3,206.3,-4.21,-7.8
910.6,206.4,-4.09,-7.81
910.2,206.5,-4.05,-7.91
909.9,206.6,-3.98,-7.9
909.3,206.7,-4.13,-8.18
908.1,206.8,-3.95,-8.05
906.9,206.9,-4.13,-8.21
905.3,207,-3.96,-8.21
903.2,207.1,-4.32,-8.38
901.9,207.2,-4.15,-8.38
899.9,207.3,-3.91,-8.38
897.8,207.4,-3.68,-8.37
895.9,207.5,-3.94,-8.33
893.3,207.6,-4.01,-8.37
890.7,207.7,-4.13,-8.25
887.7,207.8,-4.19,-8.16
885.3,207.9,-4.35,-8.08
881.8,208,-4.43,-8.1
878.9,208.1,-4.22,-7.95
876.3,208.2,-3.98,-7.86
873.6,208.3,-4.02,-7.84
870.9,208.4,-3.64,-8.2
868.9,208.5,-3.59,-8.29
865.7,208.6,-3.58,-8.03
862.4,208.7,-3.9,-7.9
859.5,208.8,-3.94,-7.98
857.1,208.9,-3.86,-8.24
854.7,209,-3.69,-8.2
852.8,209.1,-3.55,-8.24
851.1,209.2,-3.35,-8.11
849,209.3,-3.46,-8.04
847,209.4,-3.62,-8
845.1,209.5,-3.45,-7.89
843.5,209.6,-3.6,-7.85
842.2,209.7,-3.65,-7.61
841,209.8,-3.77,-7.59
839.9,209.9,-3.5,-7.56
839,210,-3.63,-7.57
838,210.1,-3.5,-7.29
837,210.2,-3.48,-7.27
836.2,210.3,-3.44,-7.33
835.5,210.4,-3.73,-7.62
835,210.5,-3.43,-7.37
834.5,210.6,-3.53,-7.27
833.9,210.7,-3.56,-7.36
833.5,210.8,-3.49,-7.26
833,210.9,-3.4,-7.17
832.5,211,-3.42,-6.92
831.9,211.1,-3.55,-7.02
831.3,211.2,-3.51,-7.04
830.9,211.3,-3.62,-7.08
830.5,211.4,-3.65,-7.46
829.7,211.5,-3.7,-7.46
829,211.6,-3.92,-7.57
828.3,211.7,-3.97,-7.74
827.8,211.8,-4.06,-8.03
827.4,211.9,-4.09,-8.24
827.1,212,-4.17,-8.37
826.8,212.1,-4.08,-8.52
826,212.2,-4.08,-8.61
825.4,212.3,-4.09,-8.76
824.9,212.4,-4.08,-8.79
824.4,212.5,-4.11,-8.95
823.9,212.6,-4.3,-9.01
823.8,212.7,-4.15,-9.05
823.3,212.8,-4.22,-9.09
822.8,212.9,-4.43,-9.22
822.5,213,-4.5,-9.13
821.9,213.1,-4.34,-9.12
821.4,213.2,-4.43,-9.26
820.9,213.3,-4.43,-9.13
820.3,213.4,-4.49,-9.35
819.7,213.5,-4.67,-9.55
819.3,213.6,-4.74,-9.48
818.9,213.7,-4.43,-9.05
818.4,213.8,-4.69,-9.32
818.2,213.9,-4.49,-9.19
817.8,214,-4.46,-9.43
817.3,214.1,-4.55,-9.5
817,214.2,-4.28,-9.26
816.5,214.3,-4.3,-9.25
816.2,214.4,-4.37,-9.26
815.8,214.5,-4.23,-9.37
815.5,214.6,-3.87,-9.03
815.1,214.7,-4.06,-9.18
814.9,214.8,-3.94,-9
814.8,214.9,-4.01,-9.13
814.6,215,-4.1,-9
814.3,215.1,-3.99,-9.11
813.9,215.2,-3.91,-9.03
813.6,215.3,-3.8,-9.3
813.3,215.4,-3.57,-9.11
812.9,215.5,-3.78,-9.54
812.6,215.6,-3.75,-9.22
812.3,215.7,-3.63,-9.21
812,215.8,-3.74,-9.24
811.8,215.9,-3.47,-8.99
811.7,216,-3.81,-9.17
811.4,216.1,-3.46,-8.6
811.3,216.2,-3.48,-8.61
811,216.3,-3.74,-8.73
810.5,216.4,-3.97,-8.78
810.4,216.5,-3.87,-8.74
810,216.6,-3.83,-8.65
809.7,216.7,-4.06,-8.53
809.4,216.8,-3.98,-8.42
809.2,216.9,-4.17,-8.34
809.1,217,-4.15,-8.34
808.9,217.1,-4.22,-8.4
808.8,217.2,-3.7,-8.1
808.6,217.3,-3.76,-8.27
808.1,217.4,-3.87,-8.32
807.8,217.5,-3.81,-8.33
807.7,217.6,-3.81,-8.48
807.6,217.7,-3.86,-8.46
807.5,217.8,-3.82,-8.8
807.3,217.9,-3.65,-8.56
807,218,-3.85,-8.52
806.8,218.1,-3.66,-8.08
806.5,218.2,-3.51,-8.13
806.4,218.3,-3.54,-8.07
806.1,218.4,-3.64,-8.02
805.9,218.5,-3.65,-8.17
805.6,218.6,-3.76,-8.34
805.4,218.7,-3.95,-8.46
805.3,218.8,-3.93,-8.43
805.1,218.9,-4.07,-8.89
804.9,219,-4,-8.84
804.7,219.1,-4.12,-8.98
804.6,219.2,-3.63,-8.64
804.5,219.3,-3.68,-8.67
804.4,219.4,-3.91,-8.55
804.1,219.5,-3.85,-8.82
803.9,219.6,-3.65,-8.45
803.7,219.7,-4.11,-9.02
803.5,219.8,-3.77,-8.53
803.3,219.9,-3.98,-8.77
803,220,-3.98,-8.85
802.8,220.1,-3.87,-8.56
802.7,220.2,-3.74,-8.47
802.5,220.3,-3.78,-8.39
802.3,220.4,-3.63,-8.36
802.2,220.5,-3.53,-8.08
801.8,220.6,-3.65,-8.08
801.5,220.7,-3.85,-8.19
801.3,220.8,-3.93,-8.07
801.1,220.9,-3.86,-8.13
801,221,-3.65,-8.23
800.9,221.1,-3.78,-8.33
800.7,221.2,-3.79,-8.26
800.5,221.3,-3.89,-8.5
800.3,221.4,-3.82,-8.21
800.1,221.5,-4,-8.39
799.8,221.6,-4.04,-8.2
799.7,221.7,-3.85,-8.36
799.5,221.8,-3.61,-8.11
799.2,221.9,-3.86,-8.34
798.9,222,-3.73,-8.13
798.7,222.1,-4.02,-8.33
798.6,222.2,-3.81,-8.37
798.5,222.3,-3.79,-8.22
798.3,222.4,-3.71,-8.27
798.1,222.5,-3.48,-8.12
797.9,222.6,-3.7,-8.24
797.3,222.7,-3.76,-7.96
797.2,222.8,-3.72,-8.09
797.2,222.9,-3.74,-8.07
796.9,223,-3.64,-8.06
796.5,223.1,-3.55,-8.09
796.3,223.2,-3.52,-8.03
796,223.3,-3.47,-8.11
795.7,223.4,-3.48,-8.05
795.5,223.5,-3.8,-8.28
795.2,223.6,-3.48,-8.19
794.9,223.7,-3.57,-8.2
794.7,223.8,-3.49,-8.19
794.4,223.9,-3.63,-8.06
794.1,224,-3.52,-8.08
793.9,224.1,-3.84,-8.23
793.8,224.2,-3.7,-8.02
793.5,224.3,-3.87,-8.08
793.4,224.4,-3.73,-7.94
793.2,224.5,-3.79,-8.13
792.9,224.6,-3.78,-8.16
792.7,224.7,-3.74,-8.19
792.4,224.8,-3.76,-8.18
792.1,224.9,-3.65,-8.03
791.7,225,-3.7,-8.06
791.4,225.1,-3.74,-8
791.1,225.2,-3.76,-8.04
791,225.3,-3.78,-8.03
790.6,225.4,-4,-8.14
790.2,225.5,-3.83,-8.04
789.8,225.6,-3.75,-7.98
789.5,225.7,-3.75,-8.19
789.2,225.8,-3.63,-8.26
789,225.9,-3.53,-8.34
788.7,226,-3.52,-8.54
788.3,226.1,-3.47,-8.58
788.1,226.2,-3.55,-8.55
787.9,226.3,-3.39,-8.39
787.7,226.4,-3.49,-8.32
787.5,226.5,-3.53,-8.18
787.3,226.6,-3.48,-8.34
787.1,226.7,-3.78,-8.24
786.9,226.8,-3.74,-8.14
786.7,226.9,-3.74,-8.38
786.3,227,-3.72,-8.23
786.1,227.1,-3.49,-8.07
785.9,227.2,-3.48,-8.06
785.6,227.3,-3.45,-8
785.3,227.4,-3.59,-8.3
785,227.5,-3.39,-8.06
784.7,227.6,-3.52,-8.29
784.4,227.7,-3.37,-8.13
784.1,227.8,-3.58,-7.96
783.8,227.9,-3.57,-8.25
783.5,228,-3.61,-8.2
783.1,228.1,-3.54,-8.06
782.8,228.2,-3.7,-8.33
782.4,228.3,-3.72,-8.38
782,228.4,-3.92,-8.39
781.7,228.5,-3.88,-8.38
781.3,228.6,-4,-8
780.9,228.7,-4.05,-8.6
780.6,228.8,-3.84,-8.62
780.3,228.9,-3.88,-8.74
780,229,-3.88,-8.82
779.6,229.1,-4.12,-8.97
