year (AD),depth (cm),d18O (permil)
1255,NA,-14.62
1265,NA,-14.29
1275,NA,-14.06
1285,NA,-13.89
1295,NA,-15.12
1305,NA,-14.02
1315,NA,-15.48
1325,NA,-15.72
1335,NA,-14.4
1345,NA,-13.35
1355,NA,-14.88
1365,NA,-15.14
1375,NA,-14.19
1385,NA,-15.52
1395,NA,-13.05
1405,NA,-13.84
1415,NA,-15.21
1425,NA,-14.46
1435,NA,-13.78
1445,NA,-15.11
1455,NA,-16.98
1465,NA,-14.18
1475,NA,-16.58
1485,NA,-14.58
1495,NA,-13.74
1505,NA,-13.71
1515,NA,-15.31
1525,NA,-16.22
1535,NA,-15.1
1545,NA,-14.51
1555,NA,-15.36
1565,NA,-14.2
1575,NA,-14.26
1585,NA,-13.76
1595,NA,-14.65
1605,NA,-13.73
1615,NA,-14.44
1625,NA,-14.15
1635,NA,-13.95
1645,NA,-13.99
1655,NA,-14.49
1665,NA,-15.14
1675,NA,-15.06
1685,NA,-14.57
1695,NA,-15.54
1705,NA,-15.38
1715,NA,-15.64
1725,NA,-14.74
1735,NA,-15.19
1745,NA,-16.3
1755,NA,-15.15
1765,NA,-14.99
1775,NA,-13.95
1785,NA,-13.8
1795,NA,-13.23
1805,NA,-13.59
1815,NA,-13.97
1825,NA,-14.89
1835,NA,-14.15
1845,NA,-14.02
1855,NA,-14.67
1865,NA,-13.39
1875,NA,-13.67
1885,NA,-13.21
1895,NA,-12.38
1905,NA,-12.98
1915,NA,-13.42
1925,NA,-13.56
1935,NA,-13.58
1945,NA,-12.43
1955,NA,-12.69
1965,NA,-12.6
1975,NA,-11.95
