year (AD),d18O (permil)
2012,27.48
2011,28.97
2010,27.96
2009,28.39
2008,28.99
2007,28.49
2006,29.03
2005,28.91
2004,29.2
2003,29.06
2002,29
2001,29.36
2000,29.33
1999,29.88
1998,30.09
1997,28.91
1996,29.3
1995,29.62
1994,29.31
1993,30.19
1992,29.97
1991,29.02
1990,30.7
1989,28.09
1988,29.45
1987,28.93
1986,28.14
1985,28.73
1984,30.2
1983,29.02
1982,28.47
1981,29.46
1980,28.11
1979,28.8
1978,28.41
1977,28.93
1976,30.05
1975,29.74
1974,28.5
1973,28.72
1972,28.62
1971,28.74
1970,28.06
1969,28.26
1968,28.61
1967,28.54
1966,28.4
1965,28.79
1964,28.66
1963,28.47
1962,28.48
1961,29.49
1960,28.54
1959,28.96
1958,28.02
1957,28.89
1956,28.3
1955,29
1954,28.91
1953,27.65
1952,28.72
1951,28.05
1950,28.82
1949,29.75
1948,29
1947,28.38
1946,29.23
1945,28.55
1944,28.71
1943,29.97
1942,28.01
1941,28.7
1940,29.94
1939,29.73
1938,28.81
1937,28.63
1936,28.49
1935,29.52
1934,29.13
1933,29.46
1932,27.94
1931,28.34
1930,27.75
1929,28.68
1928,28.97
1927,26.71
1926,28
1925,29.54
1924,30.17
1923,30.17
1922,28.49
1921,29.55
1920,28.82
1919,28.84
1918,29.53
1917,29.33
1916,29.62
1915,28.92
1914,28.43
1913,29.02
1912,28.29
1911,29.37
1910,29.71
1909,28.62
1908,28.64
1907,29.63
1906,29.54
1905,28.68
1904,29.46
1903,28.96
1902,29.63
1901,29.67
1900,29.4
1899,30.18
1898,30.26
1897,29.19
1896,29.22
1895,28.96
1894,28.82
1893,29.85
1892,29.78
1891,29.17
1890,28.94
1889,29.08
1888,28.25
1887,29.09
1886,29.25
1885,29.02
1884,29.58
1883,28.82
1882,29.19
1881,27.48
1880,28.88
1879,28.56
1878,28.29
1877,27.09
1876,28.98
1875,28.1
1874,28.35
1873,28.01
1872,29.43
1871,28.4
1870,28.4
1869,28.12
1868,29.53
1867,29.37
1866,29.18
1865,28.72
1864,29.81
1863,28.95
1862,27.72
1861,27.19
1860,27.9
1859,29.66
1858,29.71
1857,27.99
1856,28.18
1855,28.96
1854,28.14
1853,28.14
1852,28.7
1851,29.28
1850,29.3
