year (AD),depth (cm),d18O (permil)
2007,0.16,-12.3
2006,0.46,-12.7
2005,0.75,-11.9
2004,1,-13.1
2003,1.2,-13.1
2002,1.4,-12.4
2001,1.61,-12.4
2000,1.88,-12.6
1999,2.16,-11.7
1998,2.29,-12.6
1997,2.42,-12.6
1996,2.69,-12.2
1995,2.8,-12.4
1994,2.91,-12.2
1993,3.02,-12.2
1992,3.12,-12.8
1991,3.27,-12.8
1990,3.49,-12
1989,3.63,-12.7
1988,3.77,-12.7
1987,3.89,-12.7
1986,4.03,-12.8
1985,4.11,-12.9
1984,4.31,-12.9
1983,4.47,-13
1982,4.68,-13
1981,4.9,-13
1980,5.01,-13.3
1979,5.09,-13.6
1978,5.15,-13.5
1977,5.35,-13.5
1976,5.52,-13.4
1975,5.64,-13.2
1974,5.83,-12.6
1973,5.96,-13.1
1972,6.07,-13.6
1971,6.19,-12.7
1970,6.41,-12.7
1969,6.69,-12.7
1968,6.84,-13.3
1967,7.13,-12.4
1966,7.38,-12.3
1965,7.51,-13.3
1964,7.81,-12.5
1963,7.99,-12.4
1962,8.18,-13.1
1961,8.5,-13.3
1960,8.88,-12.9
1959,9.36,-13
1958,9.6,-13.5
1957,9.76,-13.4
1956,9.86,-13.6
1955,10,-13.6
1954,10.12,-13.3
1953,10.27,-13.3
1952,10.4,-14.5
1951,10.5,-12.5
1950,10.59,-12.8
1949,10.68,-12.2
1948,10.8,-12.2
1947,10.93,-13.1
1946,11.09,-13.1
1945,11.19,-13.1
1944,11.31,-13.4
1943,11.37,-13.4
1942,11.47,-13.9
1941,11.53,-13.9
1940,11.61,-13.9
1939,11.73,-14
1938,11.88,-14
1937,11.97,-13.6
1936,12.04,-13.8
1935,12.2,-13.8
1934,12.37,-13.8
1933,12.47,-14.3
1932,12.52,-13.6
1931,12.6,-14.4
1930,12.72,-13.8
1929,12.94,-14.2
1928,13.07,-13
1927,13.16,-12.8
1926,13.35,-13.3
1925,13.53,-13.5
1924,13.6,-13.1
1923,13.67,-13.2
1922,13.77,-13.5
1921,13.87,-13.9
1920,13.93,-13.6
1919,13.97,-13.6
1918,14.02,-13.7
1917,14.12,-14.2
1916,14.21,-14.1
1915,14.5,-13.7
1914,14.62,-14.7
1913,14.72,-14
1912,14.79,-14
1911,14.86,-14.1
1910,14.93,-14.1
1909,15.06,-14.5
1908,15.21,-15
1907,15.37,-14.4
1906,15.49,-14.5
1905,15.66,-13.8
1904,15.73,-12.8
1903,16,-12.7
1902,16.09,-12.7
1901,16.17,-12.5
1900,16.27,-12.9
1899,16.41,-13.2
1898,16.57,-13
1897,16.7,-12.5
1896,16.8,-14.8
1895,16.94,-12.8
1894,17.13,-13.1
1893,17.21,-13.5
1892,17.3,-13.9
1891,17.39,-13.8
1890,17.45,-13.6
1889,17.58,-13.6
1888,17.77,-12.8
1887,17.93,-13.3
1886,18.1,-13.5
1885,18.31,-13.9
1884,18.48,-13.7
1883,18.64,-13.7
1882,18.77,-13.6
1881,18.88,-13.6
1880,19.16,-13.8
1879,19.36,-13.6
1878,19.56,-13.5
1877,19.66,-13.1
1876,19.87,-12.8
1875,20.05,-12.6
1874,20.16,-13.6
1873,20.24,-13.7
1872,20.41,-13
1871,20.52,-13.6
1870,20.61,-13.7
1869,20.69,-13.7
1868,20.8,-12.9
1867,20.87,-13.3
1866,20.95,-13.1
1865,21.04,-13.6
1864,21.13,-13.6
1863,21.3,-12.9
1862,21.38,-13.1
1861,21.44,-13.4
1860,21.59,-12.8
1859,21.66,-12.5
1858,21.73,-12.5
1857,21.84,-12.8
1856,21.93,-13
1855,21.99,-13
1854,22.08,-13
1853,22.3,-12.6
1852,22.64,-13.1
1851,22.78,-12.8
1850,22.95,-12.6
1849,23.06,-13.6
1848,23.21,-13.7
1847,23.43,-13
1846,23.67,-13.6
1845,23.79,-13.7
1844,24.02,-13.7
1843,24.21,-12.9
1842,24.46,-13.3
1841,24.75,-13.1
1840,24.9,-13.6
1839,25.07,-13.6
1838,25.18,-12.9
1837,25.36,-13.1
1836,25.51,-13.4
1835,25.69,-12.8
1834,25.83,-12.5
1833,26.08,-12.5
1832,26.38,-12.8
1831,26.61,-13
1830,26.86,-13
1829,27.13,-13
1828,27.53,-12.6
1827,27.75,-13.1
1826,27.87,-13.1
1825,27.98,-13.8
1824,28.09,-13.7
1823,28.21,-14.4
1822,28.28,-13.2
1821,28.43,-14.1
1820,28.62,-13
1819,28.72,-13.7
1818,28.87,-13.7
1817,29.02,-14.2
1816,29.15,-14.1
1815,29.32,-14.1
1814,29.44,-13.7
1813,29.62,-13.7
1812,29.81,-13.7
1811,30.02,-14
1810,30.28,-14
1809,30.43,-14.9
1808,30.56,-14.5
1807,30.61,-14.5
1806,30.76,-13.7
1805,30.89,-14
1804,31.19,-14.1
1803,31.44,-13.8
1802,31.61,-13.9
1801,32.01,-13.7
1800,32.23,-13.7
1799,32.42,-14
1798,32.61,-13.9
1797,32.83,-13.9
1796.87,32.85,-14
1795.17,33.05,-13.3
1793.52,33.25,-13.5
1792.12,33.45,-13.2
1790.19,33.65,-13.1
1788.82,33.85,-13.4
1786.62,34.05,-13.5
1784.05,34.25,-13.6
1782.04,34.45,-13.5
1779.96,34.65,-13.9
1778.43,34.85,-14.5
1774.45,35.05,-14.6
1772.21,35.25,-15.2
1769.7,35.45,-14.7
1767.37,35.65,-14.2
1764.69,35.85,-14.4
1762.91,36.05,-14.4
1761,36.25,-13.9
1757.08,36.45,-13.5
1755.8,36.65,-14.6
1754.42,36.85,-13.9
1753,37.05,-14.1
1751.39,37.25,-14.2
1748.69,37.45,-13.9
1746.9,37.65,-13.6
1745.62,37.75,-14.4
1743.48,37.95,-13.8
1742.76,38.05,-13.9
1742.12,38.15,-14.5
1739.94,38.25,-14.1
1739.31,38.35,-13.4
1736.65,38.55,-12.9
1735.18,38.65,-14.3
1733.62,38.75,-13.7
1731.11,38.95,-13.3
1730,39.05,-13.5
1728.81,39.15,-13.8
1728.1,39.25,-13.8
1727.46,39.35,-13.5
1725.58,39.55,-13.5
1724.4,39.65,-13.9
1723.14,39.75,-14.1
1721.4,39.95,-13.8
1720.85,40.05,-13.7
1720.27,40.15,-14
1719.13,40.25,-13.6
1718.05,40.35,-13.1
1715.35,40.55,-12.8
1713.75,40.65,-13.8
1712.35,40.75,-14.1
1710.85,40.95,-13.7
1709.65,41.05,-13.7
1708.73,41.15,-13.8
1707,41.25,-13.8
1706.58,41.35,-13.6
1705.28,41.55,-13.3
1704.64,41.65,-13.9
1704.16,41.75,-13.8
