year (AD),depth (cm),d18O (permil)
1990,NA,-12.35
1980,NA,-13.75
1970,NA,-12.63
1960,NA,-13.74
1950,NA,-12.78
1940,NA,-13.46
1930,NA,-13.29
1920,NA,-14.22
1910,NA,-14.18
1900,NA,-14.1
1890,NA,-12.28
1880,NA,-15.86
1870,NA,-14.77
1860,NA,-15.29
1850,NA,-14.75
1840,NA,-17.14
1830,NA,-14.38
1820,NA,-13.59
1810,NA,-17.83
1800,NA,-15.17
1790,NA,-14.39
1780,NA,-13.96
1770,NA,-14.86
1760,NA,-15.6
1750,NA,-15.16
1740,NA,-13.24
1730,NA,-14.92
1720,NA,-15.11
1710,NA,-15.6
1700,NA,-14.11
1690,NA,-15.5
1680,NA,-15.14
1670,NA,-13.44
1660,NA,-12.54
1650,NA,-13.44
1640,NA,-14.15
1630,NA,-12.91
1620,NA,-13.44
1610,NA,-13.7
1600,NA,-13.8
1590,NA,-14.2
1580,NA,-14.41
1570,NA,-14.36
1560,NA,-11.71
1550,NA,-14.56
1540,NA,-14.68
1530,NA,-12.87
1520,NA,-15.19
1510,NA,-14.84
1500,NA,-16.23
1490,NA,-14.67
1480,NA,-13.07
1470,NA,-13.17
1460,NA,-14.57
1450,NA,-12.17
1440,NA,-15.5
1430,NA,-13.14
1420,NA,-13.42
1410,NA,-12.96
1400,NA,-12.26
1390,NA,-12.52
1380,NA,-14.24
1370,NA,-13.92
1360,NA,-14.58
1350,NA,-14.17
1340,NA,-14.83
1330,NA,-13.34
1320,NA,-15.78
1310,NA,-13.93
1300,NA,-14.69
1290,NA,-16.21
1280,NA,-17.57
1270,NA,-16.91
1260,NA,-17.58
1250,NA,-14.23
1240,NA,-13.81
1230,NA,-13.53
1220,NA,-13.18
1210,NA,-15.38
1200,NA,-15.49
1190,NA,-12.89
1180,NA,-13.46
1170,NA,-12.77
1160,NA,-13.84
1150,NA,-13.95
1140,NA,-13.67
1130,NA,-12.12
1120,NA,-14.95
1110,NA,-14.46
1100,NA,-12.52
1090,NA,-14.14
1080,NA,-14.49
1070,NA,-14.35
1060,NA,-14.04
1050,NA,-14.58
1040,NA,-14.43
1030,NA,-13.83
1020,NA,-14.65
1010,NA,-14.75
