year (AD),depth (cm),d18O (permil)
1981.5,3,2.37
1973.2,4,2.13
1964.6,5,2.54
1956.1,6,1.83
1931.3,8,2.4
1919.6,9,2.94
1898.9,11,2.82
1887.2,12,2.97
1875.1,13,3.24
1863.7,14,1.99
1853.1,15,2.24
1842.8,16,2.57
1830.7,17,2.34
1817.8,18,2.47
1805.1,19,3.07
1793,20,2.97
1781,21,2.18
1769.4,22,2.73
1757.6,23,2.8
1745.4,24,2.64
1733.3,25,1.84
1721.9,26,2.44
1710.9,27,3.13
1699.2,28,2.62
1687.3,29,2.68
1676.3,30,2.34
1665.4,31,2.49
1654.2,32,2.69
1642.4,33,2.58
1630.6,34,2.2
1619.1,35,2.8
1607.5,36,2.79
1596.1,37,3.05
1583.7,38,1.84
1570.7,39,2.9
1557.8,40,2.43
1545.9,41,2.87
1533.4,42,2.53
1521.1,43,3.14
1510.2,44,2.71
1498.8,45,2.66
1487.5,46,2.59
1475.7,47,2.3
1463.5,48,1.52
1451.9,49,2.45
1440.3,50,2.61
1430.1,51,2.49
1418.3,52,2.95
1407.1,53,2.47
1395.6,54,2.35
1383.8,55,2.2
1372.9,56,2.76
1361.6,57,2.41
1350,58,2.04
1338.4,59,2.88
1327.2,60,2.05
1316.6,61,1.6
1305.7,62,2.42
1294.5,63,2.69
1282.8,64,2.49
1271.7,65,2.06
1260,66,2.26
1249.1,67,2.71
1237.5,68,1.83
1225.9,69,2.24
1214.5,70,2.21
1203.3,71,2.38
1194.1,72,2.5
1184.4,73,2.45
1174.3,74,2.56
1163.9,75,2.48
1153.6,76,2.54
1142.4,77,2.27
1130.1,78,1.87
1116.7,79,2.6
1103.9,80,2.56
1092.6,81,3.08
1079.1,82,2.61
1067.2,83,2.86
1055.9,84,2.32
1045.2,85,2.82
1035.1,86,2.52
1021.4,87,2.91
1007,88,2.84
992.6,89,2.75
978.6,90,2.64
965.2,91,3.07
946.2,92,2.42
926.5,93,2.73
907.5,94,2.92
889.2,95,2.75
871.6,96,2.92
852.2,97,2.87
831.6,98,3.2
810.9,99,3.01
791.3,100,2.22
771.9,101,2.33
755.7,102,2.95
737.7,103,3.28
717.8,104,2.75
696.6,105,3.26
676,106,3.11
661.7,107,2.48
648,108,2.45
636.4,109,2.09
625.6,110,2.57
615.9,111,2.4
602.2,112,2.48
588.9,113,2.58
576.2,114,2.52
564.2,115,2.74
553.4,116,2.71
539.8,117,2.99
526.2,118,2.58
512.5,119,2.12
486.2,121,2.4
473,122,2.54
459.3,123,2.62
445.7,124,2.94
432.3,125,2.4
418.8,126,2.37
405.6,127,1.96
392,128,2.03
378.3,129,2.69
364.6,130,2.71
351.2,131,2.61
327.2,133,2.08
314.5,134,2.09
301.4,135,2.05
287.8,136,2.09
276.5,137,2.75
264.4,138,2.33
251.1,139,2.74
224.3,141,2.82
213.4,142,2.23
192.6,144,2.73
182.4,145,2.22
172.5,146,1.64
161.3,147,1.68
150.2,148,2.4
128.1,150,2.18
117.4,151,2.79
89.751,153,2.54
19.353,159,2.82
7.62,160,2.5
-15.846,162,2.4
-109.71,170,3.31
-121.443,171,3.29
-191.841,177,3.11
-215.307,179,3.12
-250.506,182,2.61
-262.239,183,2.17
