depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-11,10.686,-16.729,-3.758,766
5,74,10.686,-16.729,-3.758,766
10,180,9.2,-15.514,-4.093,764.714
20,392,9.443,-19.071,-5.899,676.571
30,604,9.443,-19.071,-5.899,676.571
40,816,9.443,-19.071,-5.899,676.571
45,922,11.057,-19.443,-5.017,705.714
50,1028,9.443,-19.071,-5.899,676.571
60,1241,9.443,-19.071,-5.899,676.571
70,1453,9.443,-19.071,-5.899,676.571
80,1665,10.686,-16.729,-3.758,766
90,1877,11.757,-13.914,-1.633,955.286
100,2065,10.686,-16.729,-3.758,766
110,2184,10.714,-17.214,-3.999,774.571
120,2303,11.743,-14.457,-1.879,916
125,2363,10.686,-16.729,-3.758,766
130,2422,10.714,-17.214,-3.999,774.571
135,2482,10.686,-16.729,-3.758,766
140,2541,10.686,-16.729,-3.758,766
150,2660,10.686,-16.729,-3.758,766
155,2720,10.686,-16.729,-3.758,766
160,2779,11.743,-14.457,-1.879,916
170,2898,10.714,-17.214,-3.999,774.571
180,3017,11.743,-14.457,-1.879,916
190,3136,10.686,-16.729,-3.758,766
200,3279,10.686,-16.729,-3.758,766
210,3493,10.714,-17.214,-3.999,774.571
220,3708,10.686,-16.729,-3.758,766
225,3815,10.686,-16.729,-3.758,766
230,3923,11.743,-14.457,-1.879,916
235,4030,10.714,-17.214,-3.999,774.571
240,4137,10.686,-16.729,-3.758,766
250,4352,10.714,-17.214,-3.999,774.571
260,4567,10.714,-17.214,-3.999,774.571
270,4781,12.329,-17.586,-3.117,803.714
280,4996,11.057,-19.443,-5.017,705.714
290,5211,11.057,-19.443,-5.017,705.714
295,5318,10.714,-17.214,-3.999,774.571
300,5417,10.686,-16.729,-3.758,766
310,5597,10.686,-16.729,-3.758,766
320,5778,12.114,-17.171,-3.137,855.714
330,5958,10.686,-16.729,-3.758,766
340,6138,11.057,-19.443,-5.017,705.714
350,6319,10.714,-17.214,-3.999,774.571
360,6499,11.057,-19.443,-5.017,705.714
370,6679,10.686,-16.729,-3.758,766
380,6860,10.714,-17.214,-3.999,774.571
390,7040,11.743,-14.457,-1.879,916
400,7306,10.686,-16.729,-3.758,766
410,7830,10.714,-17.214,-3.999,774.571
420,8354,10.686,-16.729,-3.758,766
425,8616,10.686,-16.729,-3.758,766
430,8878,10.686,-16.729,-3.758,766
435,9140,9.2,-18.771,-5.882,673.143
440,9364,11.743,-14.457,-1.879,916
450,9739,10.686,-16.729,-3.758,766
460,10114,9.2,-15.514,-4.093,764.714
465,10302,9.2,-15.514,-4.093,764.714
470,10489,9.2,-18.771,-5.882,673.143
475,10677,10.686,-16.729,-3.758,766
480,10864,9.2,-15.514,-4.093,764.714
490,11239,NA,NA,NA,NA
495,11427,NA,NA,NA,NA
