depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
4,175,7.614,-26.829,-10.592,162
10,501,7.771,-26.7,-10.446,170.857
15,668,7.943,-26.829,-10.433,164.571
20,882,7.371,-26.814,-10.682,163.143
25,1155,7.129,-26.986,-10.856,157.429
30,1378,6.929,-27.229,-11.157,149.429
35,1650,6.743,-26.871,-10.985,159.857
40,1942,7.686,-26.586,-10.425,171.857
45,2265,7.857,-24.4,-9.152,208.429
50,2619,7.971,-24.429,-9.214,246.429
55,2883,8.414,-27.029,-10.332,169.714
60,3283,7.814,-26.743,-10.481,166
65,3576,8.114,-27,-10.533,160.571
70,3938,9.214,-21.8,-7.271,302
75,4352,7.929,-27.629,-10.974,164
80,4760,8.6,-26.529,-10.082,162.429
85,5080,8.029,-26.5,-10.252,159.714
90,5497,8.686,-24.171,-8.694,212.286
95,5770,7.529,-26.643,-10.507,163.286
100,6095,7.443,-27.614,-11.062,141
105,6381,8.329,-27.5,-10.652,157.286
110,6695,6.786,-27.443,-11.302,146.143
115,7052,8.614,-20.657,-7.067,408.143
120,7364,8.286,-24.7,-9.196,242.714
125,7583,8.6,-24.6,-9.005,242.714
130,7833,7.143,-27.514,-11.207,157.143
135,8096,7.8,-24.7,-9.331,207.429
140,8383,7.943,-26.829,-10.433,164.571
145,8632,8.686,-24.771,-9.069,238
150,9081,6.814,-21.871,-8.362,309.714
155,9448,7.243,-21.214,-7.788,327.286
160,9668,7.571,-26.857,-10.623,161
165,10183,7.143,-26.814,-10.796,162.143
