depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
85,Carbon-14,108457,80,1390,NA,NA
170,Carbon-14,108458,120,3080,NA,NA
260,Carbon-14,108459,130,5720,NA,NA
342,Carbon-14,108460,150,7750,NA,NA
390,Carbon-14,108461,200,11200,NA,NA
