depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
59,Carbon-14,111319,115,280,NA,NA
316,Carbon-14,111320,145,2385,NA,NA
403.5,Carbon-14,111321,180,4615,NA,NA
560,Carbon-14,111322,185,6165,NA,NA
608,Carbon-14,111323,185,7670,NA,NA
704,Carbon-14,111324,260,9985,NA,NA
830.5,Carbon-14,111325,580,11460,NA,NA
