depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
97.5,Carbon-14,109382,200,1860,Gyttja,NA
377.5,Carbon-14,109383,175,3340,Gyttja,NA
487.5,Carbon-14,109384,125,3360,Gyttja,NA
647.5,Carbon-14,109385,380,7605,Gyttja,NA
702.5,Carbon-14,109386,220,7965,Gyttja,NA
729,Carbon-14,109387,175,9105,Gyttja,NA
