depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
385,Carbon-14,109338,65,3070,fibrous peat,NA
820,Carbon-14,109339,85,7400,fibrous peat with wood frags,NA
950,Carbon-14,109340,90,9090,"fine-grained peat, org clay",NA
987,Carbon-14,109341,90,9225,organic silt,NA
