depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
220,Carbon-14,111158,80,2770,gyttja,NA
435,Carbon-14,111159,70,5450,gyttja,NA
605,Carbon-14,111160,100,8330,gyttja,NA
765,Carbon-14,111161,80,10440,gyttja,NA
780,Carbon-14,111162,110,10720,gyttja,NA
857.5,Carbon-14,111163,100,11750,gyttja,NA
872.5,Carbon-14,111164,180,12990,organics in clay,NA
