depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
271.5,Carbon-14,108878,60,3820,NA,NA
415,Carbon-14,108879,90,5860,NA,NA
443,Carbon-14,108880,100,7110,NA,NA
460,Carbon-14,108881,130,7310,NA,NA
513,Carbon-14,108882,110,8800,NA,NA
533.5,Carbon-14,108883,90,5890,NA,NA
