depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,360,16.857,-18.229,0.827,477.857
15,1058,17.171,-18.943,0.667,471.143
25,1755,17.057,-18.829,0.54,476.714
35,2453,17.171,-18.943,0.667,471.143
45,3151,16.943,-18.629,0.699,465.143
55,3849,16.914,-18.743,0.711,468.429
65,4547,17.386,-17.229,1.419,564.429
75,4902,16.8,-19.3,-0.101,496.857
85,5258,17.643,-18.243,1.339,460.714
95,5613,17.729,-18.257,1.254,455.857
105,5969,18.086,-17.614,1.643,522.714
115,6325,17.571,-18.714,1.098,453.143
125,6680,17.886,-18.4,1.321,459.857
135,7036,17.929,-18.457,1.31,461
145,7182,18.5,-17.986,1.769,472.143
155,7327,18.757,-17.986,1.893,471.143
165,7473,19.329,-17.229,2.563,465.286
175,7618,18.886,-17.714,2.102,472.857
185,7764,18.629,-18.843,1.531,477.857
195,7910,18.371,-19.543,1.092,478.571
200,7982,17.714,-17.943,1.438,455.714
205,8055,18.757,-17.986,1.893,471.143
