depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
686.5,Carbon-14,108796,70,3350,bulk sediment,NA
724,Carbon-14,108797,70,4100,bulk sediment,NA
758.5,Carbon-14,108798,90,5400,bulk sediment,NA
