depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
655,Carbon-14,111402,70,2180,gyttja,NA
900,Carbon-14,111403,80,3810,gyttja,NA
1165,Carbon-14,111404,80,5940,gyttja,NA
1494,Carbon-14,111405,90,8860,gyttja,NA
1622,Carbon-14,111406,110,10790,gyttja,NA
1962,Carbon-14,111407,120,11630,"trash (wood, needles, moss)",NA
