depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
62.5,Carbon-14,110831,115,1770,Gyttja,Inversion for date of 1780Â±160 at 195cm.
95,Carbon-14,110832,145,2395,Gyttja,NA
125,Carbon-14,110833,140,2650,Gyttja,NA
195,Carbon-14,110834,160,1780,Gyttja,NA
250,Carbon-14,110835,135,3920,Gyttja,NA
295,Carbon-14,110836,160,3685,Gyttja,NA
310,Carbon-14,110837,150,3950,Gyttja,NA
