depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
166,Carbon-14,108462,70,3120,gyttja,NA
240,Carbon-14,108463,65,3245,peat,NA
513,Carbon-14,108464,70,4570,gyttja,NA
1010,Carbon-14,108465,100,10360,peat,NA
