depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
13,Carbon-14,110211,100,2390,bulk sediment,NA
40,Carbon-14,110212,110,4130,bulk sediment,NA
70,Carbon-14,110213,100,6020,bulk sediment,NA
