age (BP),temperature (degC)
59.322,8.529
1156.78,8.822
1305.08,9.262
1690.68,8.895
2254.24,9.005
2817.8,8.419
3292.37,8.052
3707.63,8.272
4093.22,8.822
4508.47,8.565
4894.07,8.199
5605.93,8.932
6584.75,8.236
7593.22,8.859
8601.69,8.932
9194.92,9.555
9402.54,10.655
9580.51,10.471
9788.14,9.885
9995.76,10.031
10203.4,11.607
