depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
115,Carbon-14,111073,140,3050,gyttja,NA
175,Carbon-14,111074,195,4855,gyttja,NA
