depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
6,67,15.071,-15.614,0.37,534.429
18,270,18.114,-13.057,3.427,400.857
30,473,21.243,-8.014,6.601,410.714
42,676,15.757,-12.829,2.207,492.429
54,880,17.071,-14.443,2.377,452.571
66,1083,19.757,-11,4.814,392.429
78,1286,18.414,-12.429,3.92,354.143
90,1489,17.743,-12.014,3.711,396.857
100,1659,19.557,-12.2,4.463,354.429
111.5,1853,19.343,-9.843,5.123,440
123.5,2056,18.057,-12.857,3.583,363
135.5,2260,19.3,-13.129,4.098,336.571
147.5,2463,18.286,-13.643,3.446,353.714
159.5,2666,19.614,-9.286,5.265,422.857
171.5,2869,18.471,-11.657,4.212,374.571
183.5,3072,17.929,-11.814,3.995,375.286
195.5,3276,17.471,-12.586,3.16,416.714
207.5,3479,20.757,-8.5,6.268,385
219.5,3682,19.729,-11.186,4.888,364.286
231.5,3885,19.614,-10.171,5.357,364.571
243.5,4088,20.529,-9.071,6.198,356.286
255.5,4292,22.9,-7.929,7.61,394.429
267.5,4495,22.314,-6.214,7.879,384
279.5,4698,21.457,-7.529,6.931,367.857
291.5,4901,21.443,-7.7,6.898,378
303.5,5104,18.757,-7.971,5.235,482.857
315.5,5307,20.386,-8.586,6.15,370.857
327.5,5511,21.543,-9,6.536,369.714
