year (AD),age (BP),grey_scale (missing)
-1109.557,3059.557,200.38
-1112.041,3062.041,200.9
-1114.525,3064.525,201.9
-1117.009,3067.009,202.24
-1119.493,3069.493,202.1
-1121.977,3071.977,201.62
-1124.462,3074.462,201.48
-1127.301,3077.301,201.9
-1129.785,3079.785,202.38
-1132.269,3082.269,202.52
-1134.753,3084.753,202
-1137.237,3087.237,201.57
-1139.721,3089.721,200.95
-1142.205,3092.205,200.48
-1144.69,3094.69,200.24
-1147.529,3097.529,200
-1150.013,3100.013,200.05
-1152.497,3102.497,199.24
-1154.981,3104.981,198.81
-1157.465,3107.465,198.29
-1159.95,3109.95,197.76
-1162.434,3112.434,197.19
-1164.918,3114.918,196.95
-1167.402,3117.402,196.86
-1170.241,3120.241,196.81
-1172.726,3122.726,196.52
-1175.21,3125.21,196.14
-1177.694,3127.694,196.33
-1180.179,3130.179,196.29
-1182.663,3132.663,196.1
-1185.147,3135.147,196.14
-1187.631,3137.631,196.1
-1190.471,3140.471,196.05
-1192.955,3142.955,196.05
-1195.439,3145.439,195.95
-1197.924,3147.924,196.05
-1200.408,3150.408,196.43
-1202.892,3152.892,196.48
-1205.377,3155.377,196.43
-1207.861,3157.861,196.57
-1210.346,3160.346,196.48
-1213.185,3163.185,196.48
-1215.669,3165.669,196.57
-1218.154,3168.154,196.38
-1220.638,3170.638,196.1
-1223.123,3173.123,195.81
-1225.607,3175.607,195.43
-1228.092,3178.092,195
-1230.576,3180.576,195
-1233.415,3183.415,194.9
-1235.9,3185.9,194.81
-1238.384,3188.384,195.14
-1240.869,3190.869,195.38
-1243.353,3193.353,195.71
-1245.838,3195.838,196.14
-1248.322,3198.322,196.67
-1250.807,3200.807,197.43
-1253.291,3203.291,198.05
-1256.131,3206.131,198.38
-1258.615,3208.615,198.95
-1261.1,3211.1,199.48
-1263.585,3213.585,199.62
-1266.069,3216.069,199.24
-1268.554,3218.554,198.9
-1271.038,3221.038,198.48
-1273.523,3223.523,198.52
-1276.363,3226.363,198.33
-1278.847,3228.847,197.76
-1281.332,3231.332,197.43
-1283.816,3233.816,197.33
-1286.301,3236.301,197.48
-1288.786,3238.786,197.48
-1291.27,3241.27,197.62
-1293.755,3243.755,197.95
-1296.24,3246.24,198.29
-1299.08,3249.08,198.71
-1301.564,3251.564,198.33
-1304.049,3254.049,198.52
-1306.534,3256.534,198.43
-1309.018,3259.018,198.33
-1311.503,3261.503,197.9
-1313.988,3263.988,197.48
-1316.473,3266.473,197.52
-1319.312,3269.312,197.81
-1321.797,3271.797,198
-1324.282,3274.282,198.1
-1326.767,3276.767,198.29
-1329.252,3279.252,198.71
-1331.736,3281.736,199.05
-1334.221,3284.221,199.33
-1336.706,3286.706,199.67
-1339.191,3289.191,199.86
-1342.031,3292.031,199.76
-1344.516,3294.516,199.57
-1347,3297,199.43
-1349.485,3299.485,198.81
-1351.97,3301.97,198.05
-1354.455,3304.455,197.57
-1356.94,3306.94,197
-1359.425,3309.425,197.14
-1362.265,3312.265,197.14
-1364.75,3314.75,196.86
-1367.235,3317.235,196.76
-1369.72,3319.72,196.9
-1372.205,3322.205,197.19
-1374.69,3324.69,197.71
-1377.175,3327.175,198.67
-1379.66,3329.66,199.62
-1382.145,3332.145,200.05
-1384.985,3334.985,200.1
-1387.47,3337.47,200.62
-1389.955,3339.955,201.38
-1392.44,3342.44,201.67
-1394.925,3344.925,201.95
-1397.41,3347.41,202.1
-1399.895,3349.895,202.19
-1402.38,3352.38,201.62
-1405.22,3355.22,201.14
-1407.705,3357.705,200.9
-1410.19,3360.19,201.05
-1412.675,3362.675,201.1
-1415.161,3365.161,200.29
-1417.646,3367.646,199.43
-1420.131,3370.131,198.9
-1422.616,3372.616,198.24
-1425.101,3375.101,198
-1427.941,3377.941,197.9
-1430.426,3380.426,198.24
-1432.912,3382.912,198.52
-1435.397,3385.397,198.43
-1437.882,3387.882,198.81
-1440.367,3390.367,198.67
-1442.852,3392.852,199.24
-1445.338,3395.338,199.38
-1447.823,3397.823,199.62
-1450.663,3400.663,199.62
-1453.149,3403.149,199.33
-1455.634,3405.634,199.43
-1458.119,3408.119,199.24
-1460.604,3410.604,199.52
-1463.09,3413.09,199.33
-1465.575,3415.575,198.95
-1468.06,3418.06,198.9
-1470.901,3420.901,199
-1473.386,3423.386,199.1
-1475.871,3425.871,199.1
-1478.357,3428.357,198.86
-1480.842,3430.842,199.29
-1483.327,3433.327,198.95
-1485.813,3435.813,198.43
-1488.298,3438.298,197.9
-1490.784,3440.784,197.29
-1493.624,3443.624,197.29
-1496.11,3446.11,197.05
-1498.595,3448.595,197.19
-1501.08,3451.08,197.43
-1503.566,3453.566,197.52
-1506.051,3456.051,197.52
-1508.537,3458.537,197.67
-1511.022,3461.022,198
-1513.863,3463.863,198.19
-1516.348,3466.348,198.19
-1518.834,3468.834,198.24
-1521.319,3471.319,198.33
-1523.805,3473.805,197.9
-1526.29,3476.29,197.76
-1528.776,3478.776,197.38
-1531.262,3481.262,197
-1533.747,3483.747,196.33
-1536.588,3486.588,195.86
-1539.073,3489.073,195.76
-1541.559,3491.559,195.62
-1544.045,3494.045,195
-1546.53,3496.53,194.62
-1549.016,3499.016,194.43
-1551.501,3501.501,194.14
-1553.987,3503.987,194.05
-1556.828,3506.828,194.1
-1559.313,3509.313,194.67
-1561.799,3511.799,194.95
-1564.285,3514.285,195.14
-1566.771,3516.771,195.43
-1569.256,3519.256,195.76
-1571.742,3521.742,195.95
-1574.228,3524.228,195.76
-1576.713,3526.713,195.86
-1579.554,3529.554,196
-1582.04,3532.04,195.9
-1584.526,3534.526,195.81
-1587.012,3537.012,195.9
-1589.497,3539.497,196.24
-1591.983,3541.983,196.14
-1594.469,3544.469,196
-1596.955,3546.955,196.19
-1599.796,3549.796,196.71
-1602.282,3552.282,197.05
-1604.767,3554.767,197.14
-1607.253,3557.253,197.38
-1609.739,3559.739,197.71
-1612.225,3562.225,197.57
-1614.711,3564.711,197.33
-1617.197,3567.197,197.43
-1619.683,3569.683,197.57
-1622.524,3572.524,197.48
-1625.01,3575.01,197.57
-1627.496,3577.496,197.38
-1629.982,3579.982,197.62
-1632.467,3582.467,197.76
-1634.953,3584.953,197.67
-1637.439,3587.439,197.57
-1639.925,3589.925,197.48
-1642.767,3592.767,197.38
-1645.253,3595.253,196.95
-1647.739,3597.739,196.95
-1650.225,3600.225,196.86
-1652.711,3602.711,196.76
-1655.197,3605.197,196.38
-1657.683,3607.683,195.86
-1660.169,3610.169,195.71
-1662.655,3612.655,195.86
-1665.496,3615.496,195.76
-1667.982,3617.982,195.71
-1670.468,3620.468,195.9
-1672.954,3622.954,195.81
-1675.441,3625.441,195.71
-1677.927,3627.927,195.76
-1680.413,3630.413,196
-1682.899,3632.899,196.05
-1685.74,3635.74,196
-1688.226,3638.226,195.48
-1690.713,3640.713,195.81
-1693.199,3643.199,196.14
-1695.685,3645.685,195.9
-1698.171,3648.171,195.76
-1700.657,3650.657,195.62
-1703.144,3653.144,195.71
-1705.63,3655.63,195.9
-1708.471,3658.471,196.24
-1710.958,3660.958,196.52
-1713.444,3663.444,196.76
-1715.93,3665.93,196.9
-1718.417,3668.417,196.24
-1720.903,3670.903,196.29
-1723.389,3673.389,196.71
-1725.875,3675.875,197.1
-1728.717,3678.717,197.24
-1731.203,3681.203,196.95
-1733.69,3683.69,196.52
-1736.176,3686.176,196.05
-1738.662,3688.662,196
-1741.149,3691.149,195.95
-1743.635,3693.635,196.05
-1746.122,3696.122,196.1
-1748.608,3698.608,195.38
-1751.45,3701.45,194.81
-1753.936,3703.936,194.38
-1756.423,3706.423,194.43
-1758.909,3708.909,194.52
-1761.396,3711.396,194.95
-1763.882,3713.882,195.48
-1766.369,3716.369,195.05
-1768.855,3718.855,194.38
-1771.697,3721.697,194.24
-1774.183,3724.183,194.67
-1776.67,3726.67,194.86
-1779.156,3729.156,194.86
-1781.643,3731.643,194.76
-1784.13,3734.13,194.67
-1786.616,3736.616,194.19
-1789.103,3739.103,193.1
-1791.589,3741.589,192.9
-1794.431,3744.431,193
-1796.918,3746.918,193
-1799.404,3749.404,192.67
-1801.891,3751.891,192.62
-1804.378,3754.378,192.86
-1806.864,3756.864,193.24
-1809.351,3759.351,193.62
-1811.838,3761.838,193.67
-1814.68,3764.68,194.19
-1817.166,3767.166,194.76
-1819.653,3769.653,195.33
-1822.14,3772.14,195.86
-1824.627,3774.627,196.38
-1827.113,3777.113,196.81
-1829.6,3779.6,196.81
-1832.087,3782.087,196.67
-1834.574,3784.574,196.52
-1837.416,3787.416,196.67
-1839.902,3789.902,196.67
-1842.389,3792.389,196.19
-1844.876,3794.876,195.95
-1847.363,3797.363,195.76
-1849.85,3799.85,195.62
-1852.337,3802.337,195.38
-1854.823,3804.823,195.57
-1857.666,3807.666,195.57
-1860.153,3810.153,195.57
-1862.639,3812.639,195.57
-1865.126,3815.126,195.38
-1867.613,3817.613,195.67
-1870.1,3820.1,196.05
-1872.587,3822.587,196.14
-1875.074,3825.074,196.38
-1877.561,3827.561,196.57
-1880.403,3830.403,196.86
-1882.89,3832.89,197.05
-1885.377,3835.377,197.62
-1887.864,3837.864,197.86
-1890.351,3840.351,198.24
-1892.838,3842.838,198.19
-1895.325,3845.325,198.19
-1897.812,3847.812,197.9
-1900.655,3850.655,198.1
-1903.142,3853.142,197.76
-1905.629,3855.629,197.81
-1908.116,3858.116,197.62
-1910.603,3860.603,197.14
-1913.09,3863.09,196.71
-1915.577,3865.577,196.38
-1918.064,3868.064,196.14
-1920.552,3870.552,196.14
-1923.394,3873.394,196.29
-1925.881,3875.881,196.48
-1928.368,3878.368,196.62
-1930.856,3880.856,197.05
-1933.343,3883.343,197.19
-1935.83,3885.83,197.62
-1938.317,3888.317,198.19
-1940.805,3890.805,198.9
-1943.647,3893.647,199.57
-1946.134,3896.134,200.29
-1948.622,3898.622,200.81
-1951.109,3901.109,200.71
-1953.596,3903.596,200.86
-1956.083,3906.083,200.81
-1958.571,3908.571,200.81
-1961.058,3911.058,200.67
-1963.545,3913.545,200.38
-1966.388,3916.388,200.24
-1968.876,3918.876,199.9
-1971.363,3921.363,199.67
-1973.85,3923.85,199.14
-1976.338,3926.338,199.19
-1978.825,3928.825,200.05
-1981.312,3931.312,200.29
-1983.8,3933.8,200.52
-1986.643,3936.643,200.76
-1989.13,3939.13,200.76
-1991.618,3941.618,200.81
-1994.105,3944.105,201
-1996.593,3946.593,200.9
-1999.08,3949.08,201.19
-2001.568,3951.568,201.43
-2004.055,3954.055,200.9
-2006.543,3956.543,200.71
-2009.03,3959.03,200.43
-2011.518,3961.518,199.95
-2014.005,3964.005,199.52
-2016.493,3966.493,199.33
-2018.98,3968.98,198.86
-2021.468,3971.468,198.71
-2023.956,3973.956,198.29
-2026.443,3976.443,197.86
-2028.931,3978.931,197.33
-2031.418,3981.418,196.95
-2033.906,3983.906,196.81
-2036.394,3986.394,196.86
-2039.237,3989.237,196.81
-2041.724,3991.724,196.62
-2044.212,3994.212,196.48
-2046.7,3996.7,196.67
-2049.188,3999.188,196.57
-2051.675,4001.675,196.62
-2054.163,4004.163,196.71
-2056.651,4006.651,197.38
-2059.138,4009.138,197.67
-2061.626,4011.626,197.76
-2064.114,4014.114,197.95
-2066.602,4016.602,198.14
-2069.09,4019.09,198.48
-2071.577,4021.577,198.52
-2074.065,4024.065,198.43
-2076.553,4026.553,198.43
-2079.041,4029.041,198.38
-2081.529,4031.529,198.48
-2084.017,4034.017,198.29
-2086.505,4036.505,197.95
-2088.992,4038.992,197.76
-2091.48,4041.48,197.81
-2093.968,4043.968,198.29
-2096.456,4046.456,198.14
-2098.944,4048.944,197.95
-2101.432,4051.432,197.76
-2103.92,4053.92,197.81
-2106.408,4056.408,197.48
-2108.896,4058.896,196.95
-2111.384,4061.384,197
-2113.872,4063.872,197.1
-2116.36,4066.36,197.24
-2118.848,4068.848,197.14
-2121.336,4071.336,197.19
-2123.824,4073.824,197.29
-2126.312,4076.312,197.62
-2128.8,4078.8,197.76
-2131.288,4081.288,198.05
-2133.776,4083.776,198.48
-2136.265,4086.265,198.38
-2138.753,4088.753,197.95
-2141.241,4091.241,197.95
-2143.729,4093.729,197.43
-2146.217,4096.217,196.76
-2148.705,4098.705,196.52
-2151.193,4101.193,196.24
-2153.682,4103.682,196.14
-2156.17,4106.17,196.24
-2158.658,4108.658,196.29
-2161.146,4111.146,196.33
-2163.635,4113.635,196.33
-2166.123,4116.123,196.1
-2168.611,4118.611,195.86
-2171.099,4121.099,196.29
-2173.588,4123.588,196.24
-2176.076,4126.076,196.19
-2178.564,4128.564,196
-2181.052,4131.052,195.57
-2183.541,4133.541,194.9
-2186.029,4136.029,194.33
-2188.518,4138.518,194.52
-2191.006,4141.006,195.1
-2193.494,4143.494,195.29
-2195.983,4145.983,195.29
-2198.471,4148.471,195.57
-2200.959,4150.959,195.9
-2203.448,4153.448,195.95
-2205.936,4155.936,196.1
-2208.425,4158.425,196.48
-2210.913,4160.913,197
-2213.402,4163.402,196.86
-2215.89,4165.89,196.86
-2218.379,4168.379,196.76
-2220.867,4170.867,196.48
-2223.356,4173.356,196.33
-2225.844,4175.844,196.19
-2228.333,4178.333,196.52
-2230.821,4180.821,197.33
-2233.31,4183.31,197.33
-2235.798,4185.798,197.29
-2238.287,4188.287,197.43
-2240.776,4190.776,197.48
-2243.264,4193.264,197.38
-2245.753,4195.753,197.1
-2248.241,4198.241,197
-2250.73,4200.73,196.76
-2253.219,4203.219,196.62
-2255.707,4205.707,195.38
-2258.196,4208.196,195
-2260.685,4210.685,194.95
-2263.173,4213.173,194.86
-2265.662,4215.662,194.62
-2268.151,4218.151,194.33
-2270.64,4220.64,194.43
-2273.128,4223.128,194.29
-2275.617,4225.617,194.52
-2278.106,4228.106,194.24
-2280.595,4230.595,194.19
-2283.083,4233.083,194.24
-2285.572,4235.572,194.29
-2288.061,4238.061,194.05
-2290.55,4240.55,194.05
-2293.039,4243.039,193.71
-2295.528,4245.528,193.67
-2298.017,4248.017,193.43
-2300.505,4250.505,193.33
-2302.994,4252.994,193.52
-2305.483,4255.483,193.67
-2307.972,4257.972,193.67
-2310.461,4260.461,193.76
-2312.95,4262.95,193.76
-2315.439,4265.439,193.62
-2317.928,4267.928,193.76
-2320.417,4270.417,193.76
-2322.906,4272.906,193.52
-2325.395,4275.395,193.33
-2327.884,4277.884,193.05
-2330.373,4280.373,192.81
-2332.862,4282.862,193.14
-2335.351,4285.351,193.33
-2337.84,4287.84,193.48
-2340.329,4290.329,193.24
-2342.818,4292.818,193.1
-2345.307,4295.307,193
-2347.796,4297.796,192.95
-2350.286,4300.286,193.05
-2352.775,4302.775,193.14
-2355.264,4305.264,192.86
-2357.753,4307.753,192.38
-2360.242,4310.242,191.48
-2362.731,4312.731,190.95
-2365.22,4315.22,190.67
-2367.71,4317.71,190.48
-2370.199,4320.199,190.19
-2372.688,4322.688,189.95
-2375.177,4325.177,189.86
-2377.667,4327.667,189.9
-2380.156,4330.156,190.14
-2382.645,4332.645,190.29
-2385.134,4335.134,190.57
-2387.624,4337.624,191
-2390.113,4340.113,191.1
-2392.602,4342.602,191.05
-2395.092,4345.092,190.9
-2397.581,4347.581,191.24
-2400.07,4350.07,191.52
-2402.56,4352.56,191.62
-2405.049,4355.049,191.71
-2407.539,4357.539,191.57
-2410.028,4360.028,191.76
-2412.517,4362.517,192.1
-2415.007,4365.007,192.1
-2417.496,4367.496,192.43
-2419.986,4369.986,193.05
-2422.475,4372.475,193.33
-2424.965,4374.965,193.38
-2427.454,4377.454,193.29
-2429.944,4379.944,193.19
-2432.433,4382.433,193.29
-2434.923,4384.923,193.24
-2437.412,4387.412,192.86
-2439.902,4389.902,192.48
-2442.392,4392.392,192.24
-2444.881,4394.881,192
-2447.371,4397.371,191.86
-2449.86,4399.86,191.76
-2452.35,4402.35,191.62
-2454.84,4404.84,191.95
-2457.329,4407.329,192.14
-2459.819,4409.819,192.33
-2462.309,4412.309,192.81
-2464.798,4414.798,193.24
-2467.288,4417.288,193.48
-2469.778,4419.778,193.67
-2472.267,4422.267,193.9
-2474.757,4424.757,194.24
-2477.247,4427.247,194.67
-2479.737,4429.737,195
-2482.226,4432.226,194.95
-2484.716,4434.716,194.76
-2487.206,4437.206,194.43
-2489.696,4439.696,194.24
-2492.186,4442.186,194.48
-2494.675,4444.675,194.48
-2497.165,4447.165,194.38
-2499.655,4449.655,194.19
-2502.145,4452.145,194.19
-2504.635,4454.635,194.29
-2507.125,4457.125,194.48
-2509.615,4459.615,194.57
-2512.105,4462.105,194.9
-2514.595,4464.595,195.43
-2517.084,4467.084,195.38
-2519.574,4469.574,195.38
-2522.064,4472.064,195.67
-2524.554,4474.554,195.86
-2527.044,4477.044,195.86
-2529.534,4479.534,195.38
-2532.024,4482.024,194.67
-2534.514,4484.514,194.38
-2537.005,4487.005,194
-2539.495,4489.495,193.62
-2541.985,4491.985,193.1
-2544.475,4494.475,192.67
-2546.965,4496.965,192.43
-2549.455,4499.455,192.38
-2551.945,4501.945,192.19
-2554.435,4504.435,192.19
-2556.925,4506.925,191.9
-2559.416,4509.416,192.1
-2561.906,4511.906,192.14
-2564.396,4514.396,192.1
-2566.886,4516.886,191.9
-2569.376,4519.376,191.81
-2571.867,4521.867,191.48
-2574.357,4524.357,191.1
-2576.847,4526.847,190.9
-2579.337,4529.337,190.86
-2581.828,4531.828,191.43
-2584.318,4534.318,191.86
-2586.808,4536.808,191.81
-2589.298,4539.298,191.81
-2591.789,4541.789,192
-2594.279,4544.279,192.43
-2596.77,4546.77,192.57
-2599.26,4549.26,192.62
-2601.75,4551.75,192.48
-2604.241,4554.241,192.52
-2606.731,4556.731,192.33
-2609.221,4559.221,192
-2611.712,4561.712,191.81
-2614.202,4564.202,191.86
-2616.693,4566.693,192.05
-2619.183,4569.183,191.81
-2621.674,4571.674,191.95
-2624.164,4574.164,191.57
-2626.655,4576.655,191.62
-2629.145,4579.145,191.9
-2631.636,4581.636,191.95
-2634.126,4584.126,192.24
-2636.617,4586.617,192.38
-2639.108,4589.108,192.19
-2641.598,4591.598,192.19
-2644.089,4594.089,192.24
-2646.579,4596.579,192.38
-2649.07,4599.07,192.67
-2651.561,4601.561,193.05
-2654.051,4604.051,193.29
-2656.542,4606.542,193.57
-2659.033,4609.033,193.48
-2661.523,4611.523,193.14
-2664.014,4614.014,193.05
-2666.505,4616.505,193
-2668.995,4618.995,192.62
-2671.486,4621.486,192.48
-2673.977,4623.977,192.67
-2676.468,4626.468,192.81
-2678.958,4628.958,193.05
-2681.449,4631.449,193.24
-2683.94,4633.94,193.33
-2686.431,4636.431,193.38
-2688.922,4638.922,193.67
-2691.413,4641.413,193.71
-2693.903,4643.903,193.81
-2696.394,4646.394,193.57
-2698.885,4648.885,193.29
-2701.376,4651.376,193.33
-2703.867,4653.867,193.29
-2706.358,4656.358,193.1
-2708.849,4658.849,193.33
-2711.34,4661.34,193.43
-2713.831,4663.831,193.43
-2716.322,4666.322,193.62
-2718.813,4668.813,194.19
-2721.304,4671.304,194.81
-2723.795,4673.795,195.43
-2726.286,4676.286,195.71
-2728.777,4678.777,195.86
-2731.268,4681.268,196
-2733.759,4683.759,195.81
-2736.25,4686.25,195.71
-2738.741,4688.741,196
-2741.232,4691.232,196.29
-2743.723,4693.723,196.19
-2746.215,4696.215,195.86
-2748.706,4698.706,195.67
-2751.197,4701.197,195.52
-2753.688,4703.688,195.38
-2756.179,4706.179,195.29
-2758.671,4708.671,195.67
-2761.162,4711.162,195.86
-2763.653,4713.653,195.81
-2766.144,4716.144,195.9
-2768.636,4718.636,196.14
-2771.127,4721.127,196.52
-2773.618,4723.618,196.95
-2776.109,4726.109,197.19
-2778.601,4728.601,197.76
-2781.092,4731.092,198.24
-2783.583,4733.583,198.38
-2786.075,4736.075,198.81
-2788.566,4738.566,199.24
-2791.057,4741.057,199.43
-2793.549,4743.549,199.29
-2796.04,4746.04,198.76
-2798.532,4748.532,198.52
-2801.023,4751.023,198.29
-2803.515,4753.515,198.19
-2806.006,4756.006,197.86
-2808.498,4758.498,197.9
-2810.989,4760.989,197.76
-2813.48,4763.48,197.48
-2815.972,4765.972,197.33
-2818.464,4768.464,197.43
-2820.955,4770.955,197.67
-2823.447,4773.447,197.76
-2825.938,4775.938,197.9
-2828.43,4778.43,197.9
-2830.921,4780.921,197.95
-2833.413,4783.413,197.52
-2835.905,4785.905,197.1
-2838.396,4788.396,196.71
-2840.888,4790.888,196.14
-2843.38,4793.38,195.81
-2845.871,4795.871,195.38
-2848.363,4798.363,195.24
-2850.855,4800.855,195.33
-2853.346,4803.346,195.1
-2855.838,4805.838,195.1
-2858.33,4808.33,195.33
-2860.822,4810.822,195.67
-2863.313,4813.313,195.9
-2865.805,4815.805,196.19
-2868.297,4818.297,196.33
-2870.789,4820.789,196.57
-2873.281,4823.281,196.67
-2875.772,4825.772,196.33
-2878.264,4828.264,196.33
-2880.756,4830.756,196.24
-2883.248,4833.248,196.05
-2885.74,4835.74,196
-2888.232,4838.232,195.9
-2890.724,4840.724,195.9
-2893.216,4843.216,195.76
-2895.708,4845.708,195.86
-2898.2,4848.2,195.86
-2900.692,4850.692,196
-2903.184,4853.184,196.29
-2905.676,4855.676,196.43
-2908.168,4858.168,196.38
-2910.66,4860.66,196.38
-2913.152,4863.152,196.24
-2915.644,4865.644,195.76
-2918.136,4868.136,195.33
-2920.628,4870.628,195
-2923.12,4873.12,194.57
-2925.612,4875.612,194.29
-2928.104,4878.104,194.05
-2930.597,4880.597,193.67
-2933.089,4883.089,193.43
-2935.581,4885.581,193.05
-2938.073,4888.073,192.67
-2940.565,4890.565,192.33
-2943.058,4893.058,192.43
-2945.55,4895.55,192.95
-2948.042,4898.042,193.14
-2950.534,4900.534,193.57
-2953.027,4903.027,193.52
-2955.519,4905.519,193.76
-2958.011,4908.011,193.76
-2960.503,4910.503,193.57
-2962.996,4912.996,193.52
-2965.488,4915.488,193.33
-2967.98,4917.98,193.24
-2970.473,4920.473,193.05
-2972.965,4922.965,192.52
-2975.458,4925.458,192.67
-2977.95,4927.95,192.76
-2980.442,4930.442,192.71
-2982.935,4932.935,192.9
-2985.427,4935.427,193.19
-2987.92,4937.92,193.48
-2990.412,4940.412,194.1
-2992.905,4942.905,194.43
-2995.397,4945.397,194.86
-2997.89,4947.89,195.1
-3000.382,4950.382,195
-3002.875,4952.875,194.86
-3005.367,4955.367,195
-3007.86,4957.86,194.86
-3010.353,4960.353,194.71
-3012.845,4962.845,194.76
-3015.338,4965.338,195
-3017.831,4967.831,195.05
-3020.323,4970.323,195.05
-3022.816,4972.816,194.95
-3025.309,4975.309,194.86
-3027.801,4977.801,194.95
-3030.294,4980.294,194.81
-3032.787,4982.787,194.76
-3035.279,4985.279,194.67
-3037.772,4987.772,194.71
-3040.265,4990.265,194.24
-3042.758,4992.758,193.95
-3045.251,4995.251,193.95
-3047.743,4997.743,194
-3050.236,5000.236,194.33
-3052.729,5002.729,194.43
-3055.222,5005.222,194.57
-3057.715,5007.715,194.62
-3060.208,5010.208,194.71
-3062.7,5012.7,194.76
-3065.193,5015.193,194.95
-3067.686,5017.686,195.33
-3070.179,5020.179,195.52
-3072.672,5022.672,195.76
-3075.165,5025.165,195.71
-3077.658,5027.658,195.52
-3080.151,5030.151,195.38
-3082.288,5032.288,195.48
-3084.781,5034.781,195.62
-3087.274,5037.274,195.57
-3089.767,5039.767,195.71
