depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
95,Carbon-14,110303,60,3100,Telmatic (marsh) peat,NA
192.5,Carbon-14,110304,60,4920,Telmatic (marsh) peat,This date not corrected for fractionation.
395,Carbon-14,110305,110,7160,Telmatic (marsh) peat,NA
445,Carbon-14,110306,120,7860,Telmatic (marsh) peat,NA
492.5,Carbon-14,110307,140,8970,Telmatic (marsh) peat,NA
