depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
335.5,-38,19.743,-9.443,5.851,946
355.5,39,19.5,-9.143,5.836,971.143
375,138,19.729,-8.729,6.095,975.143
375.5,141,19.5,-9,5.892,1013.857
385.5,210,20.071,-8.386,6.439,996.286
395.5,294,20.171,-7.357,6.967,1076.571
400,338,18.914,-9.271,5.417,1050
405.5,395,19.343,-8.686,5.902,1051.857
420,566,18.686,-9.571,5.157,1034.286
440,844,19.2,-9.314,5.56,1032.429
460,1159,18.729,-9.8,5.08,1037.571
480,1497,19.171,-8.443,5.87,1018.143
500,1847,19.729,-8.843,6.123,913.429
520,2194,19.471,-8.343,6.161,1018.143
540,2537,19.071,-9.486,5.399,1041.286
560,2879,19.657,-8.414,6.169,1001
580,3222,19.4,-8.143,6.13,1033.857
600,3569,19.486,-8.857,5.946,1007.714
620,3924,19.486,-8.4,6.096,1034.286
640,4286,19.757,-8,6.424,1090.714
660,4641,19.786,-8.1,6.439,1049
680,4976,19.629,-8.586,6.126,972.571
700,5276,19.343,-8.757,5.912,1002.429
720,5526,20,-8.429,6.329,911.857
740,5717,19.471,-9.457,5.673,994.857
760,5855,19.614,-9.157,5.833,961.571
780,5951,19.557,-8.786,6.036,1011.429
800,6012,19.7,-9.571,5.783,888
820,6049,19.557,-8.314,6.223,1000.714
840,6076,19.429,-8.757,5.896,996
860,6112,19.543,-8.486,6.139,1032.857
880,6177,19.329,-8.643,5.889,1026
900,6292,19.529,-8.9,5.975,959.143
920,6475,19.614,-8.8,6.042,989.286
940,6724,19.7,-10.371,5.412,847
960,7018,19.814,-10.2,5.59,893.714
980,7337,20.129,-11.457,5.249,786.857
1000,7671,19.957,-8.843,6.19,871
1020,8026,20.386,-7.671,6.833,936.429
1040,8417,19.714,-11.414,5.025,801
1060,8855,20.443,-11.6,5.435,776.143
1080,9353,20.329,-11.286,5.494,781.286
1100,9895,20.314,-11.1,5.543,834.714
1120,10427,20.471,-8.686,6.601,992.857
1140,10892,20.086,-11.443,5.287,790
1160,11263,NA,NA,NA,NA
1180,11604,NA,NA,NA,NA
1200,11952,NA,NA,NA,NA
1220,12340,NA,NA,NA,NA
1240,12801,NA,NA,NA,NA
1260,13364,NA,NA,NA,NA
1280,14018,NA,NA,NA,NA
