depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1282,23,20.286,-12.757,4.989,750.714
1300,332,18.971,-14.157,3.59,754
1320,696,19.186,-12.9,4.15,774
1340,1071,20.143,-13,4.795,749.143
1350,1259,19.286,-13.514,4.021,767
1355,1352,19.157,-13.057,4.081,780.429
1360,1445,20.914,-11.786,5.712,781
1365,1538,19.971,-12.629,4.771,752.714
1370,1629,19.071,-13.557,3.863,768.857
1380,1809,19.571,-13.271,4.304,745.571
1400,2155,19.329,-14.257,3.836,736.714
1420,2490,19.743,-12.429,4.668,766.571
1440,2823,19.5,-13.486,4.183,749.714
1460,3166,20.057,-12.157,4.973,769.429
1480,3529,19.2,-13.957,3.806,748.714
1500,3922,19.771,-13.414,4.392,739.714
1520,4356,20.1,-12.8,4.831,753.286
1540,4840,20.086,-12.957,4.756,731.571
1560,5380,20.443,-13.386,4.862,721
1570,5674,20.286,-13.971,4.576,697.571
1580,5984,20.586,-11.886,5.448,779
1590,6311,20.714,-11.957,5.519,779.286
1600,6656,20.786,-12.671,5.351,734.143
1610,7011,20.486,-12.7,5.114,743.286
1620,7369,20.843,-14.186,4.938,669.286
1628,7651,21.143,-13.943,5.19,674.143
1640,8055,21.157,-13.929,5.202,673.714
1650,8366,21.314,-12.186,5.838,746.571
1660,8642,20.471,-15.843,3.862,526
1670,8883,19.329,-16.871,2.757,563.429
1680,9103,20.829,-14.414,4.663,623.571
1700,9516,20.357,-13.857,4.649,700.571
1720,9955,20.029,-13.657,4.51,717.571
1740,10491,19.971,-14.243,4.268,704.143
1760,11172,NA,NA,NA,NA
1774,11714,NA,NA,NA,NA
1790,12368,NA,NA,NA,NA
