depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
45.5,72,22.1,-11.086,6.801,760.857
55.5,88,21.971,-7.414,8.115,813.571
65.5,200,21.971,-7.286,8.174,860.429
85.5,500,21.743,-7.971,7.748,877.571
105.5,800,21.943,-7.3,8.169,861
125.5,1100,21.771,-8.1,7.715,814.429
185.5,1999,21.929,-7.957,7.918,838
205.5,2238,21.871,-8.086,7.804,823.143
215.5,2349,21.786,-8.7,7.52,819.857
225.5,2460,22.271,-8.9,7.738,792
245.5,2682,21.886,-9.886,7.135,783.857
285.5,3125,22.057,-7.186,8.279,817.714
325.5,3569,21.814,-8.657,7.66,848
365.5,4012,22.186,-11.057,6.864,761.286
405.5,4455,21.8,-9.657,7.155,807.714
445.5,4899,21.871,-8.929,7.456,807.286
485.5,5342,22.286,-10.586,7.081,771.143
505.5,5511,22.529,-10.914,7.129,763.857
545.5,5845,22.243,-10.386,7.131,783.286
565.5,6013,22.457,-10.543,7.198,768.286
605.5,6347,22.1,-7.386,8.213,809.714
645.5,6682,22.271,-9.914,7.33,790.857
685.5,7016,22,-7.814,7.973,809.714
745.5,7518,22.286,-10.6,7.086,782.143
785.5,7852,22.329,-10.8,7.014,776.143
825.5,8187,21.814,-11.129,6.577,763.857
845.5,8800,20.943,-12.214,5.576,758
865.5,9544,21.1,-11.314,5.987,762.571
885.5,10287,20.814,-11.271,5.804,761
905.5,11030,NA,NA,NA,NA
925.5,11774,NA,NA,NA,NA
945.5,12517,NA,NA,NA,NA
955.5,12888,NA,NA,NA,NA
965.5,13260,NA,NA,NA,NA
