depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
90,Carbon-14,108833,100,3660,Peat Material,NA
158.5,Carbon-14,108834,100,4590,Peat Material,NA
181,Carbon-14,108835,120,5410,Peat Material,NA
219,Carbon-14,108836,100,5710,Peat Material,NA
290,Carbon-14,108837,110,6490,Peat Material,NA
