depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
10,372,10.714,-23.957,-5.495,659.429
20,745,11.143,-23.886,-5.135,700.571
30,1117,11.529,-24.543,-5.379,642
40,1489,10.986,-23.786,-5.071,692.571
50,1861,11.386,-24.057,-5.242,710
60,2234,11.329,-24.057,-5.25,708.714
70,2606,13.129,-25.943,-5.642,552.429
80,2956,10.643,-23.957,-5.323,664.143
90,3239,11.586,-25.5,-6.304,522.571
100,3521,10.957,-24.029,-5.474,688.714
110,3804,12.7,-25.986,-6.307,528
120,4087,12.143,-23.229,-4.682,699.714
130,4390,11.443,-26.971,-8.393,359.714
140,4751,11.157,-24.971,-6.204,605
150,5113,12.014,-26.757,-7.843,407.286
160,5475,11.686,-26.886,-8.38,371.429
170,5836,12.171,-27.671,-9.192,290.714
175,6017,10.629,-21.686,-6.958,620.286
