depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
15,Carbon-14,110535,50,1550,sedge peat,NA
35,Carbon-14,110536,80,2170,sedge peat (Carex),NA
59,Carbon-14,110537,100,5600,sedge peat,"\\\\\\\\\\\\\...result is too old to be consistent with five other dates for this diagram.\\\\\\\\\\\\\\\\\\"" (Bender et al. 1967. Radiiocarbon v. 9"
69,Carbon-14,110538,100,5130,Carex peat,NA
69,Carbon-14,110539,100,5140,Carex peat,NA
119,Carbon-14,110540,110,5970,Carex peat,NA
121,Carbon-14,110541,110,6060,Carex peat,NA
135,Carbon-14,110542,130,6530,blue-grey silty clay,NA
