depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
6.25,Carbon-14,108822,70,130,mod. humified fibrous peat,NA
27.5,Carbon-14,108823,100,2120,very humified fibrous peat,NA
86.25,Carbon-14,108824,110,3100,humified peat,NA
95,Carbon-14,108825,100,2920,humified peat,NA
112.5,Carbon-14,108826,120,3715,"humified peat, becoming muddy",NA
