depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,77,18.2,-11.2,4.22,1058.286
25,387,18.586,-10.314,4.786,1033
50,773,18.2,-10.714,4.407,1025
75,1160,18.186,-11.143,4.254,1052.857
100,1546,18.214,-11.171,4.244,1055.143
125,1933,18.3,-10.371,4.648,1060.857
150,2320,18.171,-11.186,4.219,1055.857
175,2706,18.2,-11.086,4.283,1055.571
200,3093,18.157,-11.2,4.206,1056.714
225,3479,18.343,-11.857,4.061,1040.143
250,3866,18.343,-11.857,4.061,1040.143
275,4253,18.414,-11.843,4.168,1010.571
300,4639,18.286,-11.5,4.244,1032.143
325,5437,19.057,-10,5.238,1008.857
340,5916,19.543,-11.457,4.911,869.714
350,6235,18.829,-10.486,4.85,1000.857
365,6713,19.086,-10.186,5.136,904.143
375,7032,19.4,-9.729,5.53,910.429
385,7244,19.214,-10.429,5.138,872.714
400,7562,19.629,-11.043,5.138,823.571
410,7774,19.786,-10.829,5.312,820
425,8092,20.286,-11.286,5.404,774.714
435,8304,20.186,-8.629,6.35,884.571
450,8622,18.6,-12.657,3.814,893.857
465,8939,18.957,-11.643,4.355,799.714
475,9151,18.271,-13.286,3.42,899
485,9363,18.886,-11.186,4.412,802.286
500,9727,19.1,-12.643,4.173,794.286
515,10182,19.614,-12.086,4.692,787.714
525,10485,19.5,-11.986,4.626,773.429
535,10788,18.343,-11.743,3.989,922.571
542.5,11016,NA,NA,NA,NA
550,11060,NA,NA,NA,NA
560,11120,NA,NA,NA,NA
575,11209,NA,NA,NA,NA
