depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-29,20.986,-5.914,7.952,929.571
10,-21,21.157,-7.857,7.318,767
20,-13,21.443,-7.471,7.696,842.429
30,-5,21.8,-8.843,7.413,746.286
40,3,21.271,-8.886,7.029,746.714
50,12,22.343,-4.129,9.811,1025.429
60,20,21.371,-7.629,7.544,831
70,28,21.843,-12.057,6.299,705
80,36,21.257,-9.686,6.768,792.286
90,44,21.729,-11.7,6.332,732.429
100,53,21.629,-10.171,6.856,802.143
110,61,22.143,-8.814,7.674,823.571
120,69,22.971,-6.557,9.452,942.429
130,77,22.071,-9.8,7.301,810
140,85,20.229,-9.957,6.176,760.429
150,94,21.3,-8.443,7.246,835.571
160,102,21.257,-7.829,7.487,862.857
170,110,21.686,-7.529,7.874,880.571
180,118,20.571,-8.743,6.663,863.429
190,126,20.657,-8.443,6.849,851.286
200,135,21.357,-11.157,6.363,776.286
210,143,20.857,-8.5,6.995,851.571
220,171,20.743,-8.671,6.802,862.286
230,231,20.443,-9.1,6.446,854.571
250,349,21.057,-7.943,7.223,866.429
260,409,20.086,-7.743,6.702,918.286
300,646,20.5,-6.729,7.401,898.714
320,765,20.829,-6.671,7.645,914
350,943,19.457,-8.529,5.995,917.429
380,1121,20.643,-6.371,7.677,938
400,1239,19.986,-7.471,6.781,954.429
420,1358,19.443,-7.657,6.405,997.571
480,1714,20.257,-7.029,7.094,937.143
500,1828,20.043,-7.943,6.632,899.429
520,1927,19.671,-7.5,6.613,992.286
560,2126,19.871,-7.386,6.763,951.429
600,2325,19.957,-7.014,6.943,982.429
620,2425,20.043,-6.8,7.088,981
640,2524,21.143,-11.957,5.951,752.714
660,2624,20.843,-7.1,7.436,922.714
680,2723,21.614,-9.743,7.024,809.143
700,2823,20.086,-7.386,6.852,943.857
720,2922,21.043,-8.757,6.952,852.429
740,3022,21.129,-8.571,7.151,851
760,3121,22.114,-10.257,7.33,810.857
780,3221,21.557,-11.486,6.443,759.714
800,3320,19.486,-9.729,5.595,875.571
840,3519,20.443,-8.729,6.549,863.286
860,3619,20.529,-7.357,7.14,927
880,3718,20.629,-9.486,6.404,833.714
900,3796,21.214,-11.986,5.967,747.714
920,3855,20.286,-7.871,6.764,868.571
940,3915,21.429,-5.929,8.361,907.429
960,3974,20.757,-7.414,7.326,901
980,4033,20.9,-7.471,7.315,853.714
1000,4093,21.7,-9.457,7.176,816.429
