OriginalDateID (),TopDepthofDate (cm),BottomDepthofDate (cm),DateType (),DateBP (),Uncertaintyplus (),Uncertaintyminus (),IncludeYN (),AdditionalNotes ()
NA,555,555,Core top,-48,NA,NA,Y,NA
LuA-5255,575,578,C14 Uncalibrated,1415,1500,1330,Y,Terrestrial plant remains
Ua-16768,590,594,C14 Uncalibrated,2975,3050,2900,Y,Unidentified limnic moss remains
LuA-5254,614,618,C14 Uncalibrated,4000,4090,3910,Y,Terrestrial plant remains
LuA-5253,634,636,C14 Uncalibrated,4750,4850,4650,Y,Terrestrial plant remains
Ua-16769,656,660,C14 Uncalibrated,5635,5710,5560,Y,Terrestrial plant remains
LuA-5252,672,674,C14 Uncalibrated,6900,6990,6810,Y,Terrestrial plant remains
LuA-5251,694,696,C14 Uncalibrated,8275,8375,8175,Y,Terrestrial plant remains
Ua-16770,710,713,C14 Uncalibrated,8855,8935,8775,Y,Terrestrial plant remains
