depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2,56,16.057,-14.386,1.5,1275.429
10,200,16.186,-14.486,1.565,1278.143
20,503,16.357,-14.529,1.69,1269.714
40,1109,16.357,-14.186,1.843,1241
60,1715,16.186,-14.486,1.565,1278.143
80,2320,16.986,-13.886,2.396,1195.714
100,2789,17.171,-13.957,2.47,1150.143
120,3119,16.971,-13.543,2.533,1178.143
140,3450,17.029,-13.486,2.557,1196.714
162,3780,17,-13.614,2.482,1159
180,4027,16.914,-14.129,2.254,1187.286
200,4302,16.557,-13.8,2.124,1227.429
220,4577,16.557,-13.8,2.124,1227.429
240,4852,16.614,-14.2,2.005,1220.143
260,5127,16.557,-13.8,2.124,1227.429
280,5402,16.614,-14.2,2.005,1220.143
300,5668,17.343,-12.971,2.976,1099.714
320,5856,16.614,-14.329,1.951,1235
340,6045,17.471,-13.4,2.874,1117
362,6252,17.114,-12.857,2.877,1187.286
380,6422,18.043,-11.786,3.901,1060
400,6610,17.586,-13.143,3.061,1155
420,6799,17.243,-12.957,2.925,1167.857
440,6987,17.486,-13.414,2.908,1145.857
460,7176,17.457,-13.714,2.715,1137.143
480,7359,18.071,-11.9,3.823,1045
500,7536,17.957,-12.386,3.462,1081.571
520,7712,18.657,-11.471,4.383,952.429
540,7889,18.014,-12.471,3.6,1042
560,8066,18.014,-12.143,3.663,1057.143
580,8355,17.571,-12.843,3.063,1094.714
600,8757,18.357,-12.429,3.786,984.143
620,9158,17.7,-12.657,3.286,1070.286
640,9559,17.6,-13.486,2.87,1069.143
660,9961,16.757,-13.429,2.138,1171.571
670,10486,17.314,-12.643,3.042,1128.286
673,10789,16.471,-13.7,1.82,1131
676,11092,NA,NA,NA,NA
678,11294,NA,NA,NA,NA
681,11682,NA,NA,NA,NA
683,11941,NA,NA,NA,NA
685,12200,NA,NA,NA,NA
687,12458,NA,NA,NA,NA
691,12976,NA,NA,NA,NA
