depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-50,8.986,-27.343,-10.358,183.714
5,71,8.9,-27.414,-10.417,178.714
10,244,9,-26.3,-9.765,200.857
15,378,9.229,-26.314,-9.676,212.571
20,483,8.5,-26.757,-10.238,188.286
25,567,8.271,-27.386,-10.74,179.571
30,644,7.386,-26.7,-10.595,160.143
35,729,8.343,-26.514,-10.162,182.286
40,834,8.629,-25.643,-9.582,195.429
45,955,8.957,-25.971,-9.588,197.286
50,1085,8.3,-25.443,-9.593,201.857
55,1217,7.843,-26.243,-10.185,192
60,1319,8.229,-26.529,-10.174,173.571
65,1419,8.3,-26.5,-10.137,175.571
70,1545,8.671,-26.143,-9.796,196
75,1694,8.814,-26.086,-9.707,198.571
80,1838,7.829,-24.371,-9.229,255
85,1968,8.829,-27.6,-10.535,198
90,2119,9.414,-26.4,-9.702,209.286
95,2278,9.486,-26.343,-9.639,207.857
100,2396,8.757,-26.171,-9.858,198.571
105,2619,8.6,-27.286,-10.576,179.286
110,2827,9.186,-26.243,-9.773,216.714
115,3085,8.271,-27.971,-11.08,177.143
120,3369,9.214,-27.343,-10.32,199.429
125,3592,9.5,-26.329,-9.617,206.714
130,3868,9.386,-26.771,-9.918,202.714
135,4162,9.129,-27.429,-10.425,198.429
140,4467,8.571,-26.129,-10.062,223.143
145,4792,8.757,-26.171,-9.858,198.571
150,5004,8.429,-28.114,-11.215,216.857
155,5376,8.614,-27.943,-11.021,211.429
160,5599,8.843,-27.814,-10.824,207.286
165,5816,9.029,-27.529,-10.562,218
170,6059,8.914,-26.829,-10.29,211
175,6303,10.229,-22.243,-7.187,398.857
180,6500,9.4,-26.086,-9.564,216.286
185,6755,9.371,-27.443,-10.362,199.429
188.5,6937,9.043,-27.771,-10.729,214.571
194,7250,8.757,-27.429,-10.699,217.143
199,7440,9.757,-27.457,-10.181,211.857
205,7633,9.357,-26.514,-9.898,221.857
210,7833,8.1,-26.757,-10.343,169.857
215,7985,7.986,-26.886,-10.454,167.143
220,8147,8.143,-27.843,-10.854,167.429
225,8323,8,-27.757,-10.888,174.571
230,8460,8.429,-27.114,-10.382,173.571
235,8606,8.657,-27.657,-10.635,179.143
240,8913,8.386,-27.114,-10.376,175.143
245,9108,8.414,-26.614,-10.099,183.714
250,9367,8.2,-27.257,-10.571,149
255,9497,8.243,-27.329,-10.607,143.143
260,9619,7.857,-27.843,-10.987,156.857
265,9880,7.586,-27.771,-11.042,154
270,10183,7.843,-27.229,-10.625,151.571
