depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
720,Carbon-14,109711,45,820,NA,NA
830,Carbon-14,109712,45,1485,NA,NA
940,Carbon-14,109713,45,2725,NA,NA
1060,Carbon-14,109714,45,4060,NA,NA
1130,Carbon-14,109715,50,5200,NA,NA
1190,Carbon-14,109716,50,6865,NA,NA
1260,Carbon-14,109717,50,8435,NA,NA
1330,Carbon-14,109718,50,9415,NA,NA
