depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
831,Carbon-14,109512,70,690,bulk sediment,NA
869,Carbon-14,109513,70,1730,bulk sediment,NA
903,Carbon-14,109514,70,2450,bulk sediment,NA
944,Carbon-14,109515,70,3830,bulk sediment,NA
972,Carbon-14,109516,110,6510,bulk sediment,NA
