depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,1825.3,10.586,-22.543,-5.844,796.429
5,1927,10.671,-22.471,-5.756,793.857
10,2028.6,12.5,-24.643,-6.026,672.571
15,2130.2,10.829,-22.671,-5.789,810.857
20,2231.9,10.886,-22.471,-5.651,807.286
25,2333.5,11.071,-22.386,-5.517,803
30,2435.2,11.329,-21.014,-4.57,877.143
35,2536.8,11.386,-22.457,-5.324,827.143
40,2638.4,11.343,-21,-4.549,876.857
45,2740.1,12.129,-24.443,-6.092,646.286
50,2841.7,10.671,-22.471,-5.756,793.857
55,2943.4,11.471,-22.386,-5.154,816.571
60,3045,10.686,-22.3,-5.631,796.857
65,3146.6,10.971,-22.6,-5.614,780.429
70,3248.3,10.843,-22.643,-5.518,776.429
75,3349.9,11.1,-22.443,-5.475,797.286
80,3451.6,11.1,-22.443,-5.475,797.286
85,3553.2,11.3,-21.586,-4.888,865.429
90,3654.8,11.529,-22.086,-5.005,822.571
95,3756.5,11.014,-22.186,-5.443,805.429
100,3858.1,11.029,-21.629,-5.055,844.286
105,3959.8,11.1,-22.443,-5.475,797.286
110,4061.4,11.2,-22.514,-5.42,791.143
115,4163,11.243,-22.543,-5.456,793.286
120,4264.7,11.157,-22.3,-5.335,811.143
125,4366.3,10.843,-22.386,-5.643,802.286
130,4468,11.086,-22.557,-5.556,794
135,4569.6,11.1,-22.443,-5.475,797.286
140,4671.2,11.129,-22.429,-5.455,797.143
145,4772.9,11.571,-23.643,-5.814,711.143
150,4874.5,11.586,-23.371,-5.673,723.286
155,4976.2,11.286,-22.514,-5.412,799.143
160,5077.8,11.243,-22.543,-5.456,793.286
165,5179.4,11.614,-23.529,-5.924,714.571
170,5281.1,13.414,-27.571,-7.838,367.571
175,5382.7,11.529,-26.429,-7.094,452
180,5484.4,11.771,-26.929,-7.887,379.714
185,5586,11.686,-23.929,-6.174,640.429
190,5687.6,10.643,-24.414,-6.388,599.857
195,5789.3,13.186,-27.329,-7.549,410.571
200,5890.9,11.871,-24.743,-6.062,607.571
205,5992.6,12.214,-27.443,-7.994,338
210,6094.2,10.914,-26.186,-7.763,411.714
215,6195.8,13.471,-27.2,-7.138,424
220,6297.5,13.143,-28.314,-9.085,255.429
225,6553.3,11.471,-25.957,-7.948,403
230,6809,8.929,-23.9,-6.777,548.857
235,7064.8,9.014,-22.557,-6.249,639.143
240,7320.6,8.871,-24.829,-7.005,502.286
245,7576.4,9.471,-25.357,-7.352,461.714
250,7832.2,9.014,-24.857,-6.725,508
255,8088,10.014,-22.129,-5.275,711.857
260,8343.7,9.4,-25.686,-7.288,477
262.5,8471.6,10.414,-24.429,-7.036,507.714
