depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
20,149,21.614,-11.157,6.517,759.714
35,269,21.814,-12.186,6.174,694.857
60,473,21.4,-13.429,5.376,644.143
85,686,21.157,-13.786,5.323,674.143
110,911,21.914,-11.471,6.563,751.143
135,1151,21.814,-12.4,6.171,711.571
160,1410,21.471,-13.2,5.736,692.857
185,1691,22.086,-11,6.829,764.857
210,1995,22.029,-10.586,6.964,776.857
235,2319,22.014,-10.586,6.963,774.286
260,2658,21.871,-11,6.715,767
285,3010,22.086,-11,6.829,764.857
310,3370,22.286,-11.214,6.906,758.429
335,3735,22.314,-11.543,6.818,747.571
360,4102,21.786,-12.557,6.089,715.571
385,4465,22.129,-11.471,6.726,752
410,4823,21.686,-12.871,5.886,704.429
435,5171,21.786,-12.557,6.089,715.571
460,5505,22.243,-11.143,6.935,763
485,5822,21.786,-12.7,5.974,663.286
510,6119,22.429,-11.429,6.923,751
535,6391,21.7,-12.929,5.708,624.571
560,6638,19.629,-16.957,2.842,486.714
585,6861,22.286,-12.143,6.508,691.286
610,7060,22.657,-11.314,7.044,748.571
635,7237,22.5,-11.757,6.792,727.857
660,7392,20.6,-14.657,4.418,626.429
685,7527,22.629,-11.371,7.014,749.857
710,7642,21.086,-13.957,5.148,657.286
735,7739,22.371,-11.914,6.648,726.571
760,7818,22.286,-12.286,6.377,667.429
770,7845,22.5,-11.4,6.95,743.714
780,7869,22.343,-11.986,6.619,720.429
790,7891,22.529,-11.371,6.935,753.429
800,7913,22.357,-11.814,6.718,731.857
810,7936,22.514,-11.457,6.892,753.714
820,7962,22.557,-11.371,6.961,752
830,7994,22.629,-11.3,6.989,755
840,8034,22.657,-11.257,7.03,751.429
850,8083,22.643,-11.257,7.07,753.143
855,8112,22.629,-11.3,6.989,755
860,8144,22.057,-12.057,6.407,722.571
865,8179,22.629,-11.171,7.046,763.429
870,8218,22.714,-10.986,7.198,766.857
875,8261,22.629,-11.257,7.027,760.143
880,8308,22.5,-11.543,6.854,747.429
885,8360,22.743,-11.257,7.061,750.714
890,8416,22.714,-11.2,7.077,760.286
895,8477,22.543,-11.3,6.986,757.571
900,8543,22.7,-11.186,7.089,755.286
905,8615,22.7,-11.029,7.179,763.286
910,8692,22.7,-11.086,7.123,764.286
915,8775,22.657,-11.286,7.033,753.857
920,8865,22.714,-11.243,7.101,756.714
925,8960,22.629,-11.329,7.017,754.429
930,9059,22.671,-11.086,7.149,764.571
935,9164,21.614,-12.786,5.86,706.857
940,9272,20.514,-13.971,4.806,686.286
955,9612,20.914,-11.886,5.726,743.857
960,9729,20.729,-13.729,4.988,695.143
965,9847,20.257,-11.857,5.33,759
970,9964,20.029,-12.371,5.005,742
975,10082,19.686,-12.7,4.645,758.714
980,10198,18.457,-11.5,4.12,843.429
985,10312,17.114,-14.7,2.33,934.286
990,10425,16.629,-14.386,1.854,982.571
995,10535,12.714,-21.257,-3.758,724.143
1000,10642,12.129,-22.443,-4.752,765.571
1010,10850,11.614,-22.229,-4.942,728.286
1015,10951,11.271,-21.3,-4.756,838
1020,11049,NA,NA,NA,NA
1025,11146,NA,NA,NA,NA
1030,11241,NA,NA,NA,NA
1035,11333,NA,NA,NA,NA
1040,11424,NA,NA,NA,NA
1045,11513,NA,NA,NA,NA
1050,11600,NA,NA,NA,NA
1055,11686,NA,NA,NA,NA
1060,11770,NA,NA,NA,NA
1065,11852,NA,NA,NA,NA
1070,11933,NA,NA,NA,NA
1075,12012,NA,NA,NA,NA
1080,12090,NA,NA,NA,NA
1085,12167,NA,NA,NA,NA
1090,12242,NA,NA,NA,NA
1095,12316,NA,NA,NA,NA
1100,12389,NA,NA,NA,NA
1105,12460,NA,NA,NA,NA
1110,12531,NA,NA,NA,NA
1115,12601,NA,NA,NA,NA
1120,12670,NA,NA,NA,NA
1125,12737,NA,NA,NA,NA
1130,12804,NA,NA,NA,NA
1142,12962,NA,NA,NA,NA
1150,13066,NA,NA,NA,NA
1159,13180,NA,NA,NA,NA
1174,13368,NA,NA,NA,NA
1186,13517,NA,NA,NA,NA
