depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-29,22.514,-11.243,7.015,755.571
10,23,22.586,-11.2,7.042,756.429
20,74,22.529,-11.286,7.013,752.286
30,187,22.457,-9.914,7.474,780.857
40,360,22.329,-10.557,7.142,774.429
60,706,21.514,-13.214,5.606,650.571
80,1052,22.529,-11.257,7.02,753.429
100,1350,21.986,-12.257,6.333,702.286
120,1523,22.243,-11.9,6.563,713.143
140,1695,22.129,-12,6.52,733.571
160,1868,22.586,-11.2,7.042,756.429
180,2040,21.614,-13.157,5.667,643.857
200,2226,22.586,-11.2,7.042,756.429
220,2447,22.543,-11.214,7.024,758.571
240,2669,22.743,-10.971,7.214,763.857
260,2890,22.586,-11.2,7.042,756.429
280,3111,22.586,-11.2,7.042,756.429
300,3324,22.329,-11.871,6.589,712.857
320,3513,21.614,-13.3,5.558,622
340,3701,21.214,-13.829,5.112,606
360,3890,22.571,-11.186,7.037,760.714
380,4078,21.771,-12.9,5.78,635
400,4291,22.629,-11.143,7.077,759.429
420,4577,22.1,-12.214,6.25,663
440,4863,21.786,-13.071,5.774,643.143
460,5149,21.9,-12.557,6.001,658.286
480,5435,21.214,-14.443,4.801,519.286
500,5738,21.4,-13.829,5.2,581.714
520,6093,21.243,-14.086,4.958,544.143
540,6448,21.229,-14.286,4.846,522.429
560,6803,21.957,-12.557,6.067,659.714
580,7159,21.886,-12.9,5.849,629.857
600,7439,21.829,-12.729,5.902,638.714
620,7607,22.286,-12.057,6.488,705.429
640,7774,22.4,-11.8,6.62,704.429
660,7942,22.486,-11.786,6.719,727.857
680,8110,22.543,-11.671,6.833,728.571
700,8326,22.329,-12.229,6.462,689
720,8686,21.9,-12.7,5.919,633.714
740,9047,21.9,-12.743,5.907,633.571
760,9143,22.8,-11.057,7.19,757.571
780,9240,22.571,-10.771,7.219,774.286
800,9510,22.6,-11.143,7.11,763.714
840,10236,22.357,-8.557,7.873,795.571
860,10600,22.271,-8.257,7.933,801.714
880,11922,NA,NA,NA,NA
