depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,136,18.157,-12.7,3.602,1087.143
25,682,18.5,-11.457,4.279,1018.286
50,1363,18.643,-11.3,4.444,1009.571
75,2045,19.086,-10.657,4.977,994.286
100,2649,18.643,-11.529,4.377,1026.286
125,2941,18.929,-10,5.123,984.429
150,3234,18.471,-10.243,4.782,982.714
175,3526,19.171,-9.986,5.315,921.857
200,3819,18.571,-10.486,4.692,972.571
225,4112,18.514,-11.929,4.204,989.286
250,4404,18.786,-11.171,4.637,966.286
275,4697,18.771,-11.186,4.621,965.571
300,4975,19,-10.486,5.043,962.571
325,5194,19.3,-9.471,5.604,906
350,5414,18.843,-9.771,5.183,933.571
375,5634,19.143,-9.471,5.495,911.429
399,5845,19.186,-10.057,5.294,896.143
425,6073,19.171,-10.943,4.954,883.571
450,6293,19.229,-10.029,5.331,894.429
475,6512,19.2,-10.557,5.085,864.857
499,6711,18.971,-10.886,4.823,890.286
525,6926,18.829,-11.457,4.501,886.429
550,7133,18.671,-11.114,4.385,838.429
575,7340,18.614,-12.257,4.004,858.714
600,7546,18.957,-11.786,4.457,860.143
625,7753,18.814,-12.143,4.17,910.857
650,7960,19.086,-11.243,4.807,886.571
675,8167,18.186,-12.4,3.702,913.571
700,8373,18.157,-13.057,3.461,920.571
725,8580,18.214,-12.886,3.487,904.143
740,8704,18.6,-13.757,3.461,803.143
750,8913,18.686,-12.6,3.833,800.286
760,9247,18.6,-13.214,3.607,816.143
775,9749,18.271,-14.614,2.986,873.286
780,9917,17.843,-13.014,3.045,1048.571
785,10084,17.657,-13.3,2.925,1022.857
790,10251,19,-11.514,4.45,934.714
795,10418,19.2,-11.843,4.492,881
800,10579,19.129,-10.571,4.89,924.571
805,10739,19.657,-8.929,5.845,953.286
810,10900,18.686,-12.043,4.075,922
