depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
32.5,Carbon-14,110609,130,580,algal gyttja,NA
455,Carbon-14,110610,220,5330,algal gyttja,NA
600,Carbon-14,110611,170,7690,algal gyttja,NA
720,Carbon-14,110612,110,9650,algal gyttja,NA
762.5,Carbon-14,110613,180,12500,laminated silty gyttja,NA
