depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-20,20.514,-12.943,5.092,748.571
10,240,20.114,-13.529,4.644,781
15,368,19.857,-13.586,4.442,784.857
20,494,19.243,-13.643,3.979,858.429
25,617,19.243,-13.643,3.979,858.429
35,852,18.486,-14.3,3.168,910.143
55,1258,19,-13.671,3.761,875.286
75,1547,19.857,-13.586,4.442,784.857
95,1731,19.586,-13.429,4.296,820
115,1849,19.429,-13.429,4.137,834.286
135,1940,19.3,-13.143,4.131,843.714
145,1987,19.757,-12.843,4.638,803.857
155,2040,19.514,-12.671,4.515,824.714
170,2131,19.429,-12.543,4.487,823
190,2273,19.714,-12.414,4.731,774.857
210,2441,19.157,-12.714,4.196,868.429
230,2638,19.171,-13.086,4.102,859.143
250,2864,19.371,-13.286,4.129,814.429
270,3121,19.671,-12.714,4.61,802.143
290,3411,20.286,-12.371,5.093,773.286
310,3735,20.414,-12.529,5.135,749
330,4087,19.843,-13.214,4.532,794.714
350,4459,20.829,-12.729,5.377,757.857
370,4845,20.686,-13,5.206,746.857
390,5237,20.686,-13,5.206,746.857
410,5629,20.771,-13.143,5.221,736.429
430,6013,20.771,-13.143,5.221,736.429
440,6200,20.671,-12.829,5.227,747.429
450,6382,20.214,-13.057,4.823,739.143
460,6559,20.7,-12.143,5.493,756.857
470,6730,20.471,-14.543,4.583,666.857
480,6894,20.929,-12.757,5.437,721
490,7052,21.129,-10.457,6.411,819.857
510,7357,20.471,-14.843,4.495,653.571
530,7652,21.243,-12.914,5.621,720.286
550,7948,20.443,-14.171,4.485,691.143
570,8251,20.757,-12.943,5.256,739.571
590,8571,20.743,-13.386,5.013,718.143
610,8903,20.671,-14.014,4.84,701.429
630,9238,20.371,-13.657,4.763,707
650,9576,20.514,-13.2,4.948,722
670,9916,20.243,-14.6,4.365,687.429
690,10257,20.229,-13.157,4.78,745.286
720,10771,20.014,-16.129,3.617,618
