depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
255,Carbon-14,108421,75,2730,NA,NA
416,Carbon-14,108422,100,3930,NA,NA
712,Carbon-14,108423,120,8560,NA,NA
780,Carbon-14,108424,90,11000,NA,NA
