depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,19.343,-12.029,4.496,1094.571
5,91,18.3,-11.129,4.28,1116.429
10,181,19.186,-12.357,4.254,1039
20,363,19.357,-11.743,4.606,1099.857
25,453,19.157,-10.386,4.974,1063.571
30,544,19.014,-11.2,4.5,1070.286
40,725,18.743,-10.529,4.798,1044.714
50,1025,18.5,-10.7,4.626,1069.714
60,1443,19.029,-10.586,4.963,1047.286
70,1861,18.871,-9.471,5.294,980.857
75,2070,18.757,-10.5,4.842,1019.286
80,2279,18.7,-10.557,4.763,1013.286
90,2698,18.914,-10.3,4.998,1000.857
100,3037,19.043,-11.186,4.669,1091.143
110,3299,18.814,-9.829,5.181,957.429
120,3560,18.614,-10.5,4.707,1020.429
125,3691,19.114,-10.386,5.085,999.429
130,3822,19.4,-11.543,4.774,978.143
140,4083,19.943,-11.429,5.121,907.429
150,4344,19.157,-12.329,4.296,1053.286
160,4606,19.529,-11.571,4.83,874.429
170,4775,19.5,-10.614,5.218,830.429
175,4860,19.657,-11.7,4.848,1047.857
180,4945,19.743,-10.871,5.265,861.429
190,5114,19.357,-9.9,5.406,979.429
195,5199,19.571,-11.671,4.82,890.286
200,5214,18.986,-10.886,4.707,1036.571
205,5230,19.571,-11.643,4.826,830.143
210,5246,19.686,-11.771,4.863,852
220,5278,19.943,-11.243,5.213,873
225,5294,19.429,-11.229,4.945,825
230,5310,19.843,-11.371,5.126,828.571
240,5341,19.843,-11.371,5.126,828.571
245,5357,19.614,-10.557,5.311,937.286
250,5373,19.971,-10.357,5.539,985.286
255,5389,20.029,-10.271,5.693,812.429
260,5405,19.657,-11.271,5.049,858.857
270,5436,19.686,-10.8,5.273,877.143
275,5452,19.743,-11.871,4.855,823.571
280,5468,19.8,-11.343,5.112,798.571
