depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
934,-32.9,23.086,-3.414,10.713,1039.286
1078,80.1,22.8,-4.843,9.83,908.429
1134,124,22.243,-5.757,8.963,835
1192,169.5,22.114,-5.643,8.926,854.143
1234,739.6,22.257,-5.471,9.092,858.571
1250,984.5,22.314,-5.429,9.173,886
1266,1229.4,22.314,-5.429,9.173,886
1298,1719.1,22.314,-5.429,9.173,886
1334,2270,22.057,-5.429,9.046,873.429
1366,2759.8,22.314,-5.429,9.173,886
1382,3004.6,22.171,-5.6,9.007,881.571
1414,3494.4,22.314,-5.429,9.173,886
1435,3815.7,24.214,-2.357,11.812,1087
1451,4060.6,22.314,-5.429,9.173,886
1467,4199.8,22.243,-5.471,9.088,858.571
1499,4407.7,22.257,-5.471,9.092,858.571
1515,4511.6,22.314,-5.429,9.173,886
1531,4615.6,22.271,-5.486,9.12,888
1551,4745.5,22.271,-5.429,9.136,885.857
1567,4849.5,22.314,-5.429,9.173,886
1583,4953.4,22.7,-4.357,9.923,943.714
1599,5057.4,22.614,-5.086,9.518,890.714
1615,5161.3,22.314,-5.429,9.173,886
1635,5291.3,23.014,-4.471,10.037,910.286
1651,5395.2,22.257,-5.471,9.092,858.571
1667,5499.2,22.2,-5.529,9.043,861.286
1683,5603.1,22.314,-5.429,9.173,886
1699,5707.1,22.314,-5.429,9.173,886
1715,5811,23.586,-3.743,10.768,984.571
1735,5940.9,22.314,-5.429,9.173,886
1767,6148.8,22.2,-5.614,8.989,886.571
1791,6304.8,22.214,-5.471,9.055,858.429
1807,6408.7,22.214,-5.471,9.055,858.429
1811,6434.7,22.214,-5.471,9.055,858.429
1815,6537.6,22.214,-5.471,9.055,858.429
1823,6743.3,22.214,-5.471,9.055,858.429
1835,7051.9,22.114,-5.586,8.942,852
1851,7463.4,22.271,-5.486,9.12,888
1867,7874.9,22.114,-5.586,8.942,852
1883,8286.3,21.929,-7.129,8.195,817.429
1899,8697.8,22.229,-5.943,8.893,860.714
1907,8903.5,22.586,-4.857,9.611,889
1923,9315,22.229,-5.943,8.893,860.714
1951,10035.1,22.271,-5.886,8.945,858.714
1975,10652.3,21.557,-8.443,7.394,818.429
1984,10883.8,20.843,-9.986,6.269,796.429
2008,11516.6,NA,NA,NA,NA
2024,12178.9,NA,NA,NA,NA
2028,12344.5,NA,NA,NA,NA
2036,12675.6,NA,NA,NA,NA
2040,12841.2,NA,NA,NA,NA
2048,13172.3,NA,NA,NA,NA
2060,13689.9,NA,NA,NA,NA
2068,14034.9,NA,NA,NA,NA
2084,14725.1,NA,NA,NA,NA
2092,15070.1,NA,NA,NA,NA
2111,15889.7,NA,NA,NA,NA
2118,16191.6,NA,NA,NA,NA
2122,16364.1,NA,NA,NA,NA
