depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,493,8.1,-25.986,-8.946,372.857
17,1677,8.8,-23.914,-6.98,503.143
25,1892,9.2,-23.986,-6.824,514.714
37,2156,8.986,-24.143,-7.001,520.429
50,2401,10.257,-24.7,-6.982,530.429
67,2637,9.6,-24.943,-7.369,502.286
75,2747,11.214,-24.529,-5.995,629
87,2914,11.529,-24.929,-6.89,591.143
100,3122,11.657,-23.943,-5.737,687.286
112,3354,11.743,-26.843,-7.965,381.714
125,3607,12.671,-26.686,-7.376,459.571
137,4079,11.986,-23.871,-5.645,710.571
150,4779,9.5,-24.557,-6.763,550
160,5018,12.386,-27.343,-8.364,343.143
167,5185,12.386,-27.343,-8.364,343.143
175,5376,10.643,-26.229,-8.289,396.143
185,5615,11.143,-27.629,-9.436,305.286
