depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,5.171,-26.129,-10.996,392.286
2,120.7,5.1,-25.929,-10.971,367.571
4,241.3,5.257,-26.314,-11.031,362.429
6,362,5.1,-25.929,-10.971,367.571
8,482.6,5.1,-25.929,-10.971,367.571
10,603.3,5.1,-25.929,-10.971,367.571
12,724,5.186,-26.1,-10.992,387.857
14,844.6,5.314,-26.371,-11.476,329.714
16,965.3,4.586,-24.986,-10.777,377
18,1086,5.1,-25.929,-10.971,367.571
20,1206.6,5.1,-25.929,-10.971,367.571
22,1327.3,3.929,-25.714,-11.529,408
24,1447.9,4.586,-24.986,-10.777,377
26,1568.6,4.586,-24.986,-10.777,377
28,1689.3,5.3,-24.057,-9.737,354.286
30,1809.9,4.586,-24.986,-10.777,377
32,1930.6,5.171,-26.129,-10.996,392.286
34,2051.3,5.171,-26.129,-10.996,392.286
36,2171.9,4.586,-24.986,-10.777,377
38,2292.6,5.471,-25.443,-10.4,364.571
40,2413.2,5.186,-26.114,-11.006,337.714
42,2533.9,3.929,-25.714,-11.529,408
44,2654.6,5.443,-25.543,-10.764,300.571
46,2776.2,4.586,-24.986,-10.777,377
48,2901,4.586,-24.986,-10.777,377
50,3025.7,4.757,-24.686,-10.6,378.143
52,3150.4,4.586,-24.986,-10.777,377
54,3275.1,4.771,-26.329,-11.727,349.571
56,3399.9,4.929,-22.671,-9.476,425.143
58,3524.6,5.171,-26.129,-10.996,392.286
60,3649.3,4.586,-24.986,-10.777,377
62,3774,4.586,-24.986,-10.777,377
64,3898.7,4.586,-24.986,-10.777,377
66,4023.5,4.986,-26.029,-11.277,349.429
68,4148.2,4.943,-26.029,-11.55,350.714
70,4272.9,4.886,-22.829,-9.535,459.714
72,4397.6,4.986,-26.029,-11.277,349.429
74,4522.4,5.171,-26.129,-10.996,392.286
76,4647.1,5.457,-25.471,-11.063,409.286
78,4771.8,5.2,-24.443,-10.749,380.143
80,4896.5,4.671,-24.957,-10.773,406
82,5021.3,4.543,-24.986,-11.05,378.286
84,5146,5.257,-23.943,-10.337,431
86,5270.7,4.9,-26.657,-11.812,365.143
88,5395.4,6.686,-21.729,-8.243,424
90,5520.2,5.243,-26.471,-11.636,348
100,5674.5,5.814,-18.029,-6.951,562.571
110,5828.8,5.371,-19.871,-7.869,577.286
120,5983.1,4.9,-20.571,-8.596,543.143
130,6137.4,5.3,-27.514,-12.031,360.571
140,6291.7,5.671,-23.386,-9.837,408.571
150,6446,8.229,-20.757,-7.02,318.429
155,6669,7.114,-21.157,-7.764,380.571
160,6928.5,5.943,-23.671,-9.84,327.714
165,7188.1,9.229,-19.1,-5.718,327.143
170,7447.6,5.071,-26.171,-11.354,389.286
175,7707.1,7.743,-17.4,-5.438,816.143
180,7966.7,5.957,-16.571,-6.008,896.857
190,8186.1,8.071,-21.586,-7.6,275
200,8389.7,6.214,-26.571,-11.05,222.571
210,8593.4,5.871,-24.643,-10.129,394
220,8797.1,7.171,-23.671,-9.09,292.429
230,9000.7,5.386,-26.386,-11.356,257.571
240,9204.4,6.257,-25.743,-10.74,202
250,9408,9.429,-21.957,-7.076,227.857
260,9611.7,5.3,-26.643,-11.671,266.286
270,9815.4,7.557,-24.314,-9.19,251
280,10019,5.8,-26.9,-11.362,222
290,10222.7,4.9,-26.471,-11.531,388.143
