depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
452.5,Carbon-14,110815,120,2680,fine-detritus gyttja,NA
597.5,Carbon-14,110816,120,4840,medium-detritus gyttja,NA
792.5,Carbon-14,110817,120,7850,medium-detritus gyttja,NA
892.5,Carbon-14,110818,160,10150,gyttja,NA
965,Carbon-14,110819,250,11120,silt with wood detritus,NA
