depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,50,19.143,-10.4,5.035,1058.714
20,200,19.8,-7.929,6.48,1073.429
40,373.5,19.743,-9.2,5.992,1050
85,704.3,18.314,-10.1,4.711,1028.571
150,1182.1,18.114,-10.329,4.517,1071.429
200,1825.3,18.986,-9.371,5.445,957
250,2713,17.271,-10.929,3.812,1146.143
300,3239.6,17.614,-12.214,3.345,1152.286
315,3297.6,16.829,-12.586,2.796,1195.714
348,3425.1,16.943,-11.914,3.125,1221.143
373,3521.7,18.3,-10.214,4.718,1010
398,3618.1,18.957,-9.4,5.407,925.857
477,3913.2,16.971,-8.786,4.446,1246
497,3987.9,17.886,-11.271,4.051,1139
522,4081.3,16.814,-8.743,4.268,1283.286
552,4193.4,19.143,-9.471,5.469,982.714
567,4306.4,19.429,-8.986,5.838,999.429
597,4549.9,18.514,-9.771,5.023,990.286
633,4842.1,18.729,-9.671,5.146,1089.714
657,5037,19.714,-10.614,5.335,872.286
675,5183.1,19.557,-9.2,5.836,965.286
706,5434.7,19.486,-8.829,5.939,1003.143
732,5645.7,18.729,-9.6,5.181,1053
762,5822.7,19.329,-9.086,5.75,974.571
782,5918.5,19.071,-9.314,5.496,1003.286
802,6014.3,19.414,-9.6,5.588,963.143
821,6105.4,19.686,-8.157,6.35,1049.857
837,6182,19.357,-9.443,5.613,961.143
897,6469.4,19.786,-9.814,5.733,926.429
952,7398.6,19.586,-11.586,4.886,805.286
1012,8554.2,19.229,-11,4.887,882.857
1042,9249.4,18.7,-11.014,4.523,874.429
1109,10802,16.243,-15.357,1.243,1010.857
1153,11516,NA,NA,NA,NA
1204,12141.2,NA,NA,NA,NA
