depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,261,19.143,-11.9,4.367,1075.857
5,304,11,-22.9,-6.918,431
10,348,11.229,-23.543,-6.923,469.714
15,394,15.957,-18.971,-1.515,708.143
20,441,13.429,-21.186,-4.336,677.571
25,490,13.843,-19.271,-2.731,677.571
30,540,17.386,-13.543,2.751,1020.571
35,592,14.986,-16.243,-0.318,811.143
45,700,14.986,-16.243,-0.318,811.143
50,756,13.071,-15.829,-1.236,834.429
55,814,12.471,-24.7,-6.701,539.571
60,873,18.457,-14.571,2.563,962.857
65,934,16.486,-16.071,0.487,903.857
70,996,17.829,-15.129,1.95,961.286
75,1060,17.829,-15.129,1.95,961.286
80,1125,18.457,-14.571,2.563,962.857
90,1261,13.786,-15.029,-1.098,889
100,1402,18.829,-12.529,3.986,1045.429
105,1475,17.386,-13.543,2.751,1020.571
110,1550,18.829,-12.529,3.986,1045.429
115,1626,19.143,-11.9,4.367,1075.857
120,1703,18.657,-12.543,3.833,1073.429
125,1782,17.9,-13.543,2.654,981.286
130,1863,10.9,-21.371,-5.674,550.571
135,1945,15.629,-16.886,-0.551,728.714
140,2028,18.3,-10.614,4.401,1167.286
145,2113,14.529,-17.086,-1.163,820
150,2200,16.586,-16.129,0.929,901.429
155,2288,19,-12.586,4.027,1051
160,2378,19.143,-11.9,4.367,1075.857
165,2469,17.271,-14.1,2.526,1023.714
170,2561,17.657,-13.229,2.829,1053.571
175,2655,18.543,-14.7,2.633,976.143
180,2751,17.586,-13.471,2.907,1054.143
185,2848,17.829,-15.129,1.95,961.286
190,2947,13.486,-18.114,-1.962,708.286
195,3047,16.543,-16.043,0.92,915.857
200,3149,18.157,-15.086,2.196,946.286
205,3252,16.814,-15.086,1.133,869.143
210,3357,17.586,-13.471,2.907,1054.143
215,3463,14.986,-16.243,-0.318,811.143
220,3571,16.729,-16.086,1.062,935.571
225,3680,18.171,-15.171,2.144,938.857
230,3791,15.443,-17.357,-0.48,786.286
235,3903,18.286,-15.229,2.295,955.857
240,4017,9.214,-21.5,-6.52,500.571
250,4249,9.614,-24.086,-7.589,420.714
255,4368,16.343,-18.1,-0.575,772.857
260,4488,16.543,-16.043,0.92,915.857
265,4609,19.143,-12.614,4.14,1074.429
275,4856,15.443,-17.357,-0.48,786.286
280,4982,12.629,-24.986,-6.314,532.714
285,5110,18.343,-15.129,2.338,966
290,5239,15.829,-16.286,-0.306,713.714
295,5369,18.171,-15.171,2.144,938.857
300,5501,18.714,-13.329,3.69,1027.143
305,5635,18.443,-13.271,3.487,1052.286
315,5906,11.386,-15.914,-2.077,774.857
320,6044,19.086,-12.557,4.158,1074.286
322,6100,18.343,-15.129,2.338,966
330,6325,19.086,-12.557,4.158,1074.286
335,6467,11.514,-16.529,-2.333,737.857
340,6612,13.929,-15.943,-0.957,740.571
345,6757,18.3,-13.957,3.148,1027.429
350,6904,18.271,-13.571,2.898,963.714
360,7203,17.214,-14.2,2.483,1013.571
365,7355,16.743,-15.257,1.327,909.143
370,7508,17.529,-13.571,2.864,1044
375,7663,16.157,-17.371,-0.613,710.429
380,7819,9.757,-17.8,-3.843,704.571
385,7977,11.5,-16.814,-3.104,743.429
390,8136,18.129,-13.7,2.77,994
395,8297,8.457,-13.471,-3.411,852.429
400,8459,18.643,-12.129,4.029,1091.857
405,8623,17.4,-15.843,1.5,914
410,8788,10.643,-19.3,-5.052,578.714
415,8955,13.929,-15.943,-0.957,740.571
420,9123,8.671,-12.586,-2.79,875.143
425,9293,19.086,-12.557,4.158,1074.286
430,9464,17.271,-16,0.954,827.571
435,9637,17.386,-13.543,2.751,1020.571
440,9811,19.4,-11.929,4.539,1104.714
445,9987,17.986,-15.3,1.977,953
450,10165,18.171,-15.171,2.144,938.857
455,10344,17.386,-13.543,2.751,1020.571
460,10524,10.3,-24.286,-8.483,233.571
465,10706,18.071,-10.729,4.206,1185.143
470,10889,8.914,-26,-9.489,201
475,11074,NA,NA,NA,NA
480,11261,NA,NA,NA,NA
484,11411,NA,NA,NA,NA
485,11449,NA,NA,NA,NA
486,11487,NA,NA,NA,NA
487,11525,NA,NA,NA,NA
488,11562,NA,NA,NA,NA
489,11600,NA,NA,NA,NA
489.5,11619,NA,NA,NA,NA
493.5,11772,NA,NA,NA,NA
495.5,11849,NA,NA,NA,NA
497.5,11926,NA,NA,NA,NA
499.5,12003,NA,NA,NA,NA
501.5,12080,NA,NA,NA,NA
503.5,12158,NA,NA,NA,NA
505.5,12236,NA,NA,NA,NA
507.5,12314,NA,NA,NA,NA
509.5,12392,NA,NA,NA,NA
511.5,12471,NA,NA,NA,NA
