depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
580,46,7.929,-5.929,0.483,1340
590,317,7.786,-7.157,-0.268,1192.286
601,615,7.971,-5.914,0.492,1331
610,858,7.629,-8.757,-1.118,1269
620,1121,7.786,-8.129,-0.769,999.714
630,1376,7.486,-8.514,-1.142,1006.286
640,1631,8.229,-9.229,-1.12,1074.143
650,1886,8.429,-15.443,-4.36,758.429
660,2141,7.771,-7.357,-0.355,1141.714
670,2462,7.957,-10.243,-1.807,1021.429
680,2782,7.886,-4.614,1.156,1624.429
690,3103,9.2,-15.514,-4.093,764.714
700,3423,7.714,-7,-0.187,1169.857
710,3743,7.486,-7.857,-0.782,1158
720,3975,7.771,-7.357,-0.355,1141.714
730,4117,7.8,-5.529,0.625,1483
740,4259,7.957,-10.243,-1.807,1021.429
750,4401,7.757,-11.429,-2.577,921.143
760,4543,7.643,-6.957,-0.213,1284.714
770,4685,7.771,-7.357,-0.355,1141.714
775,4756,7.771,-7.357,-0.355,1141.714
780,4827,8.114,-8.814,-0.969,1219.714
785,4898,8.743,-13.643,-3.327,832.286
790,4969,8.414,-12.114,-2.573,953.857
795,5040,8.2,-9.271,-1.16,1076.857
800,5111,7.957,-10.243,-1.807,1021.429
805,5182,7.971,-10.543,-1.957,943.857
810,5253,7.971,-10.543,-1.957,943.857
815,5324,7.771,-7.357,-0.355,1141.714
820,5395,7.957,-10.243,-1.807,1021.429
825,5466,7.957,-10.243,-1.807,1021.429
830,5594,7.686,-6.9,-0.164,1284.571
840,5849,7.586,-7.986,-0.79,1092.143
850,6104,7.614,-8.686,-1.152,955.143
860,6360,7.529,-9.114,-1.474,972.571
870,6615,7.786,-7.157,-0.268,1192.286
880,6871,7.243,-9.614,-1.901,988.857
