depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,11.929,-24.471,-6.746,352.143
2.5,598.2,10.757,-24.086,-7.363,409.429
5,1196.3,12.157,-23.557,-6.276,366.429
7.5,1794.5,13.943,-14.229,-0.171,445
10,2392.7,11.386,-23,-6.145,430.714
12.5,2990.8,10.457,-22.043,-6.418,568.714
15,3589,10.343,-24.229,-7.705,392.429
17.5,4187.2,10.429,-27.643,-9.686,206.857
20,4369.3,11.857,-8.914,1.482,1365.571
22.5,4551.4,11.443,-18.014,-3.73,1039
25,4733.4,12.243,-10.957,0.588,1299.857
27.5,4915.5,12.129,-17.657,-3.106,1046.286
30,5097.6,11.757,-21.986,-5.806,516.143
32.5,5279.7,12.029,-11.614,0.082,1517.857
35,5461.8,12.243,-19.814,-4.193,789.571
37.5,5643.9,11.514,-16.357,-2.965,1024.857
40,5826,11.5,-27.043,-8.717,233.714
42.5,6008.1,11.057,-24.143,-7.267,505.714
45,6190.2,11.514,-25.643,-7.846,328.857
47.5,6372.3,10.557,-26.214,-8.739,304.429
50,6500,11.143,-24.929,-7.525,498.714
55,6755.4,10.657,-24.586,-7.764,404.143
60,7010.9,11.857,-21.586,-5.811,337.714
65,7190.3,11.043,-27.029,-8.754,323
70,7293.7,10.5,-27.7,-9.662,212.714
75,7397,11.914,-22.143,-6.03,314.714
80,7500.4,10.543,-27.514,-9.545,208.286
85,7603.8,11.971,-19.686,-4.78,366.571
90,7707.2,9.886,-18.386,-5.255,678
95,7810.6,9.614,-15.686,-3.779,652.143
100,7914,9.386,-21.529,-7.29,378.571
105,8257.3,9.943,-17.571,-4.31,624.857
110,8840.4,9.7,-18.7,-5.737,668.286
