depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
95,Carbon-14,110704,90,4520,organic silt,NA
315,Carbon-14,110705,120,8580,organic silt,NA
340,Carbon-14,110706,140,10570,organic silt,NA
355,Carbon-14,110707,160,9770,organic silt,NA
505,Carbon-14,110708,220,15190,organic silt,NA
