year (AD),age (BP),temperature (degC)
-871.311,2821.311,2.124
-874.139,2824.14,2.155
-876.968,2826.968,2.188
-879.797,2829.797,2.221
-882.626,2832.626,2.255
-885.455,2835.455,2.288
-888.284,2838.284,2.32
-891.113,2841.113,2.35
-893.942,2843.942,2.381
-896.771,2846.771,2.411
-899.6,2849.6,2.442
-902.429,2852.429,2.473
-905.258,2855.258,2.505
-908.087,2858.087,2.537
-910.916,2860.916,2.568
-913.745,2863.745,2.598
-916.574,2866.574,2.624
-919.403,2869.403,2.648
-922.232,2872.232,2.668
-925.061,2875.061,2.685
-927.89,2877.89,2.7
-930.719,2880.719,2.712
-933.548,2883.548,2.722
-936.376,2886.376,2.729
-939.206,2889.206,2.733
-942.034,2892.034,2.734
-944.863,2894.863,2.73
-947.692,2897.692,2.722
-950.521,2900.521,2.709
-953.35,2903.35,2.692
-956.179,2906.179,2.673
-959.008,2909.008,2.654
-961.837,2911.837,2.634
-964.666,2914.666,2.614
-967.495,2917.495,2.595
-970.324,2920.324,2.576
-973.153,2923.153,2.555
-975.982,2925.982,2.533
-978.811,2928.811,2.508
-981.64,2931.64,2.482
-984.469,2934.469,2.455
-987.298,2937.298,2.427
-990.127,2940.127,2.4
-992.956,2942.956,2.373
-995.785,2945.785,2.347
-998.614,2948.614,2.321
-1001.442,2951.443,2.295
-1004.271,2954.271,2.269
-1007.1,2957.1,2.243
-1009.929,2959.929,2.217
-1012.758,2962.758,2.19
-1015.587,2965.587,2.163
-1018.416,2968.416,2.136
-1021.245,2971.245,2.107
-1024.074,2974.074,2.078
-1026.903,2976.903,2.046
-1029.732,2979.732,2.011
-1032.561,2982.561,1.975
-1035.39,2985.39,1.938
-1038.219,2988.219,1.899
-1041.048,2991.048,1.859
-1043.877,2993.877,1.817
-1046.706,2996.706,1.774
-1049.535,2999.535,1.728
-1052.364,3002.364,1.678
-1055.193,3005.193,1.624
-1058.022,3008.022,1.566
-1060.851,3010.851,1.502
-1063.68,3013.68,1.434
-1066.508,3016.508,1.36
-1069.338,3019.338,1.284
-1072.166,3022.166,1.205
-1074.995,3024.995,1.125
-1077.824,3027.824,1.046
-1080.653,3030.653,0.968
-1083.482,3033.482,0.892
-1086.311,3036.311,0.818
-1089.14,3039.14,0.744
-1091.969,3041.969,0.669
-1094.798,3044.798,0.593
-1097.627,3047.627,0.515
-1100.456,3050.456,0.435
-1103.285,3053.285,0.355
-1106.114,3056.114,0.274
-1108.943,3058.943,0.194
-1111.772,3061.772,0.115
-1114.601,3064.601,0.036
-1117.43,3067.43,-0.04
-1120.259,3070.259,-0.115
-1123.088,3073.088,-0.189
-1125.917,3075.917,-0.26
-1128.746,3078.746,-0.329
-1131.574,3081.575,-0.397
-1134.403,3084.403,-0.462
-1137.232,3087.232,-0.525
-1140.061,3090.061,-0.587
-1142.89,3092.89,-0.646
-1145.719,3095.719,-0.7
-1148.548,3098.548,-0.748
-1151.377,3101.377,-0.787
-1154.206,3104.206,-0.814
-1157.035,3107.035,-0.828
-1159.864,3109.864,-0.827
-1162.693,3112.693,-0.811
-1165.522,3115.522,-0.78
-1168.351,3118.351,-0.735
-1171.18,3121.18,-0.677
-1174.009,3124.009,-0.607
-1176.838,3126.838,-0.527
-1179.667,3129.667,-0.441
-1182.496,3132.496,-0.351
-1185.325,3135.325,-0.26
-1188.154,3138.154,-0.171
-1190.983,3140.983,-0.087
-1193.812,3143.812,-0.009
-1196.64,3146.64,0.064
-1199.469,3149.47,0.132
-1202.298,3152.298,0.195
-1205.127,3155.127,0.254
-1207.956,3157.956,0.308
-1210.785,3160.785,0.359
-1213.614,3163.614,0.404
-1216.443,3166.443,0.444
-1219.272,3169.272,0.479
-1222.101,3172.101,0.509
-1224.93,3174.93,0.535
-1227.759,3177.759,0.555
-1230.588,3180.588,0.57
-1233.417,3183.417,0.581
-1236.246,3186.246,0.586
-1239.075,3189.075,0.586
-1241.904,3191.904,0.58
-1244.733,3194.733,0.569
-1247.562,3197.562,0.551
-1250.391,3200.391,0.528
-1253.22,3203.22,0.5
-1256.049,3206.049,0.467
-1258.878,3208.878,0.431
-1261.707,3211.706,0.392
-1264.535,3214.535,0.352
-1267.364,3217.364,0.311
-1270.193,3220.193,0.268
-1273.022,3223.022,0.224
-1275.851,3225.851,0.179
-1278.68,3228.68,0.133
-1281.509,3231.509,0.086
-1284.338,3234.338,0.039
-1287.167,3237.167,-0.007
-1289.996,3239.996,-0.053
-1292.825,3242.825,-0.098
-1295.654,3245.654,-0.142
-1298.483,3248.483,-0.184
-1301.312,3251.312,-0.226
-1304.141,3254.141,-0.267
-1306.97,3256.97,-0.308
-1309.799,3259.799,-0.349
-1312.628,3262.628,-0.389
-1315.457,3265.457,-0.429
-1318.286,3268.286,-0.467
-1321.115,3271.115,-0.505
-1323.944,3273.944,-0.539
-1326.773,3276.773,-0.571
-1329.601,3279.602,-0.599
-1332.43,3282.43,-0.622
-1335.259,3285.259,-0.638
-1338.088,3288.088,-0.649
-1340.917,3290.917,-0.652
-1343.746,3293.746,-0.649
-1346.575,3296.575,-0.64
-1349.404,3299.404,-0.625
-1352.233,3302.233,-0.606
-1355.062,3305.062,-0.586
-1357.891,3307.891,-0.564
-1360.72,3310.72,-0.543
-1363.549,3313.549,-0.525
-1366.378,3316.378,-0.51
-1369.207,3319.207,-0.5
-1372.036,3322.036,-0.495
-1374.865,3324.865,-0.496
-1377.694,3327.694,-0.502
-1380.523,3330.523,-0.513
-1383.352,3333.352,-0.53
-1386.181,3336.181,-0.551
-1389.01,3339.01,-0.576
-1391.839,3341.838,-0.604
-1394.668,3344.668,-0.636
-1397.496,3347.496,-0.672
-1400.325,3350.325,-0.711
-1403.154,3353.154,-0.754
-1405.983,3355.983,-0.801
-1408.812,3358.812,-0.851
-1411.641,3361.641,-0.907
-1414.47,3364.47,-0.967
-1417.299,3367.299,-1.031
-1420.128,3370.128,-1.1
-1422.957,3372.957,-1.171
-1425.786,3375.786,-1.245
-1428.615,3378.615,-1.319
-1431.444,3381.444,-1.391
-1434.273,3384.273,-1.461
-1437.102,3387.102,-1.528
-1439.931,3389.931,-1.59
-1442.76,3392.76,-1.647
-1445.589,3395.589,-1.7
-1448.418,3398.418,-1.75
-1451.247,3401.247,-1.797
-1454.076,3404.076,-1.841
-1456.905,3406.905,-1.884
-1459.734,3409.733,-1.925
-1462.562,3412.562,-1.966
-1465.391,3415.391,-2.006
-1468.22,3418.22,-2.046
-1471.049,3421.049,-2.084
-1473.878,3423.878,-2.121
-1476.707,3426.707,-2.156
-1479.536,3429.536,-2.19
-1482.365,3432.365,-2.223
-1485.194,3435.194,-2.256
-1488.023,3438.023,-2.29
-1490.852,3440.852,-2.325
-1493.681,3443.681,-2.361
-1496.51,3446.51,-2.398
-1499.339,3449.339,-2.434
-1502.168,3452.168,-2.469
-1504.997,3454.997,-2.499
-1507.826,3457.826,-2.523
-1510.655,3460.655,-2.542
-1513.484,3463.484,-2.553
-1516.313,3466.313,-2.557
-1519.142,3469.142,-2.554
-1521.97,3471.97,-2.547
-1524.8,3474.8,-2.538
-1527.628,3477.628,-2.529
-1530.457,3480.457,-2.522
-1533.286,3483.286,-2.518
-1536.115,3486.115,-2.518
-1538.944,3488.944,-2.522
-1541.773,3491.773,-2.53
-1544.602,3494.602,-2.54
-1547.431,3497.431,-2.551
-1550.26,3500.26,-2.561
-1553.089,3503.089,-2.569
-1555.918,3505.918,-2.574
-1558.747,3508.747,-2.576
-1561.576,3511.576,-2.575
-1564.405,3514.405,-2.573
-1567.234,3517.234,-2.57
-1570.063,3520.063,-2.568
-1572.892,3522.892,-2.567
-1575.721,3525.721,-2.567
-1578.55,3528.55,-2.568
-1581.379,3531.379,-2.567
-1584.208,3534.208,-2.564
-1587.036,3537.037,-2.558
-1589.866,3539.865,-2.549
-1592.694,3542.694,-2.535
-1595.523,3545.523,-2.519
-1598.352,3548.352,-2.5
-1601.181,3551.181,-2.479
-1604.01,3554.01,-2.458
-1606.839,3556.839,-2.437
-1609.668,3559.668,-2.418
-1612.497,3562.497,-2.401
-1615.326,3565.326,-2.385
-1618.155,3568.155,-2.37
-1620.984,3570.984,-2.355
-1623.813,3573.813,-2.34
-1626.642,3576.642,-2.324
-1629.471,3579.471,-2.307
-1632.3,3582.3,-2.289
-1635.129,3585.129,-2.269
-1637.958,3587.958,-2.248
-1640.787,3590.787,-2.227
-1643.616,3593.616,-2.205
-1646.445,3596.445,-2.183
-1649.274,3599.274,-2.16
-1652.102,3602.102,-2.139
-1654.931,3604.932,-2.119
-1657.76,3607.76,-2.101
-1660.589,3610.589,-2.086
-1663.418,3613.418,-2.072
-1666.247,3616.247,-2.061
-1669.076,3619.076,-2.05
-1671.905,3621.905,-2.041
-1674.734,3624.734,-2.032
-1677.563,3627.563,-2.023
-1680.392,3630.392,-2.014
-1683.221,3633.221,-2.005
-1686.05,3636.05,-1.996
-1688.879,3638.879,-1.988
-1691.708,3641.708,-1.981
-1694.537,3644.537,-1.976
-1697.366,3647.366,-1.975
-1700.195,3650.195,-1.977
-1703.024,3653.024,-1.984
-1705.853,3655.853,-1.995
-1708.682,3658.682,-2.011
-1711.511,3661.511,-2.031
-1714.34,3664.34,-2.054
-1717.168,3667.169,-2.079
-1719.997,3669.997,-2.104
-1722.826,3672.826,-2.128
-1725.655,3675.655,-2.149
-1728.484,3678.484,-2.165
-1731.313,3681.313,-2.177
-1734.142,3684.142,-2.183
-1736.971,3686.971,-2.184
-1739.8,3689.8,-2.181
-1742.629,3692.629,-2.174
-1745.458,3695.458,-2.164
-1748.287,3698.287,-2.152
-1751.116,3701.116,-2.138
-1753.945,3703.945,-2.125
-1756.774,3706.774,-2.111
-1759.603,3709.603,-2.099
-1762.432,3712.432,-2.09
-1765.261,3715.261,-2.083
-1768.09,3718.09,-2.08
-1770.919,3720.919,-2.081
-1773.748,3723.748,-2.087
-1776.577,3726.577,-2.097
-1779.406,3729.406,-2.111
-1782.235,3732.235,-2.127
-1785.063,3735.064,-2.144
-1787.892,3737.892,-2.16
-1790.721,3740.721,-2.174
-1793.55,3743.55,-2.184
-1796.379,3746.379,-2.189
-1799.208,3749.208,-2.19
-1802.037,3752.037,-2.186
-1804.866,3754.866,-2.181
-1807.695,3757.695,-2.174
-1810.524,3760.524,-2.167
-1813.353,3763.353,-2.163
-1816.182,3766.182,-2.16
-1819.011,3769.011,-2.159
-1821.84,3771.84,-2.159
-1824.669,3774.669,-2.157
-1827.498,3777.498,-2.151
-1830.327,3780.327,-2.14
-1833.156,3783.156,-2.122
-1835.985,3785.985,-2.097
-1838.814,3788.814,-2.066
-1841.643,3791.643,-2.03
-1844.472,3794.472,-1.992
-1847.301,3797.3,-1.953
-1850.13,3800.13,-1.914
-1852.958,3802.958,-1.877
-1855.787,3805.787,-1.841
-1858.616,3808.616,-1.808
-1861.445,3811.445,-1.776
-1864.274,3814.274,-1.745
-1867.103,3817.103,-1.716
-1869.932,3819.932,-1.687
-1872.761,3822.761,-1.66
-1875.59,3825.59,-1.635
-1878.419,3828.419,-1.611
-1881.248,3831.248,-1.591
-1884.077,3834.077,-1.575
-1886.906,3836.906,-1.563
-1889.735,3839.735,-1.555
-1892.564,3842.564,-1.553
-1895.393,3845.393,-1.554
-1898.222,3848.222,-1.56
-1901.051,3851.051,-1.571
-1903.88,3853.88,-1.586
-1906.709,3856.709,-1.607
-1909.538,3859.538,-1.633
-1912.367,3862.367,-1.664
-1915.196,3865.195,-1.699
-1918.024,3868.024,-1.735
-1920.853,3870.853,-1.771
-1923.682,3873.682,-1.804
-1926.511,3876.511,-1.835
-1929.34,3879.34,-1.864
-1932.169,3882.169,-1.889
-1934.998,3884.998,-1.914
-1937.827,3887.827,-1.937
-1940.656,3890.656,-1.959
-1943.485,3893.485,-1.981
-1946.314,3896.314,-2.001
-1949.143,3899.143,-2.018
-1951.972,3901.972,-2.033
-1954.801,3904.801,-2.045
-1957.63,3907.63,-2.055
-1960.459,3910.459,-2.061
-1963.288,3913.288,-2.066
-1966.117,3916.117,-2.07
-1968.946,3918.946,-2.073
-1971.775,3921.775,-2.077
-1974.604,3924.604,-2.082
-1977.432,3927.432,-2.088
-1980.262,3930.262,-2.096
-1983.09,3933.09,-2.105
-1985.919,3935.919,-2.115
-1988.748,3938.748,-2.126
-1991.577,3941.577,-2.137
-1994.406,3944.406,-2.15
-1997.235,3947.235,-2.163
-2000.064,3950.064,-2.179
-2002.893,3952.893,-2.197
-2005.722,3955.722,-2.218
-2008.551,3958.551,-2.242
-2011.38,3961.38,-2.27
-2014.209,3964.209,-2.3
-2017.038,3967.038,-2.331
-2019.867,3969.867,-2.363
-2022.696,3972.696,-2.395
-2025.525,3975.525,-2.424
-2028.354,3978.354,-2.452
-2031.183,3981.183,-2.477
-2034.012,3984.012,-2.499
-2036.841,3986.841,-2.519
-2039.67,3989.67,-2.536
-2042.498,3992.499,-2.551
-2045.328,3995.327,-2.561
-2048.156,3998.156,-2.568
-2050.985,4000.985,-2.57
-2053.814,4003.814,-2.567
-2056.643,4006.643,-2.558
-2059.472,4009.472,-2.543
-2062.301,4012.301,-2.522
-2065.13,4015.13,-2.494
-2067.959,4017.959,-2.461
-2070.788,4020.788,-2.423
-2073.617,4023.617,-2.38
-2076.446,4026.446,-2.333
-2079.275,4029.275,-2.284
-2082.104,4032.104,-2.233
-2084.933,4034.933,-2.182
-2087.762,4037.762,-2.129
-2090.591,4040.591,-2.076
-2093.42,4043.42,-2.023
-2096.249,4046.249,-1.969
-2099.078,4049.078,-1.915
-2101.907,4051.907,-1.862
-2104.736,4054.736,-1.809
-2107.564,4057.564,-1.758
-2110.394,4060.394,-1.71
-2113.222,4063.222,-1.665
-2116.051,4066.051,-1.622
-2118.88,4068.88,-1.582
-2121.709,4071.709,-1.545
-2124.538,4074.538,-1.51
-2127.367,4077.367,-1.476
-2130.196,4080.196,-1.441
-2133.025,4083.025,-1.404
-2135.854,4085.854,-1.362
-2138.683,4088.683,-1.313
-2141.512,4091.512,-1.257
-2144.341,4094.341,-1.191
-2147.17,4097.17,-1.116
-2149.999,4099.999,-1.031
-2152.828,4102.828,-0.936
-2155.657,4105.657,-0.834
-2158.486,4108.486,-0.725
-2161.315,4111.315,-0.612
-2164.144,4114.144,-0.498
-2166.973,4116.973,-0.384
-2169.802,4119.802,-0.273
-2172.631,4122.631,-0.167
-2175.459,4125.459,-0.065
-2178.289,4128.288,0.03
-2181.117,4131.117,0.118
-2183.946,4133.946,0.201
-2186.775,4136.775,0.278
-2189.604,4139.604,0.349
-2192.433,4142.433,0.414
-2195.262,4145.262,0.473
-2198.091,4148.091,0.525
-2200.92,4150.92,0.57
-2203.749,4153.749,0.605
-2206.578,4156.578,0.631
-2209.407,4159.407,0.647
-2212.236,4162.236,0.65
-2215.065,4165.065,0.642
-2217.894,4167.894,0.623
-2220.723,4170.723,0.592
-2223.552,4173.552,0.551
-2226.381,4176.381,0.5
-2229.21,4179.21,0.44
-2232.039,4182.039,0.373
-2234.868,4184.868,0.299
-2237.697,4187.697,0.22
-2240.526,4190.525,0.139
-2243.354,4193.355,0.057
-2246.183,4196.183,-0.021
-2249.012,4199.012,-0.095
-2251.841,4201.841,-0.16
-2254.67,4204.67,-0.214
-2257.499,4207.499,-0.257
-2260.328,4210.328,-0.286
-2263.157,4213.157,-0.302
-2265.986,4215.986,-0.306
-2268.815,4218.815,-0.3
-2271.644,4221.644,-0.287
-2274.473,4224.473,-0.27
-2277.302,4227.302,-0.251
-2280.131,4230.131,-0.233
-2282.96,4232.96,-0.218
-2285.789,4235.789,-0.205
-2288.618,4238.618,-0.194
-2291.447,4241.447,-0.186
-2294.276,4244.276,-0.18
-2297.105,4247.105,-0.175
-2299.934,4249.934,-0.171
-2302.762,4252.762,-0.17
-2305.591,4255.592,-0.171
-2308.421,4258.421,-0.174
-2311.249,4261.249,-0.181
-2314.078,4264.078,-0.189
-2316.907,4266.907,-0.2
-2319.736,4269.736,-0.214
-2322.565,4272.565,-0.229
-2325.394,4275.394,-0.246
-2328.223,4278.223,-0.266
-2331.052,4281.052,-0.287
-2333.881,4283.881,-0.309
-2336.71,4286.71,-0.333
-2339.539,4289.539,-0.356
-2342.368,4292.368,-0.379
-2345.197,4295.197,-0.402
-2348.026,4298.026,-0.424
-2350.855,4300.855,-0.445
-2353.684,4303.684,-0.466
-2356.513,4306.513,-0.488
-2359.342,4309.342,-0.51
-2362.171,4312.171,-0.534
-2365,4315,-0.56
-2367.829,4317.828,-0.589
-2370.657,4320.658,-0.619
-2373.486,4323.486,-0.651
-2376.315,4326.315,-0.684
-2379.144,4329.144,-0.717
-2381.973,4331.973,-0.749
-2384.802,4334.802,-0.78
-2387.631,4337.631,-0.81
-2390.46,4340.46,-0.837
-2393.289,4343.289,-0.862
-2396.118,4346.118,-0.882
-2398.947,4348.947,-0.898
-2401.776,4351.776,-0.911
-2404.605,4354.605,-0.921
-2407.434,4357.434,-0.932
-2410.263,4360.263,-0.944
-2413.092,4363.092,-0.96
-2415.921,4365.921,-0.98
-2418.75,4368.75,-1.003
-2421.579,4371.579,-1.029
-2424.408,4374.408,-1.057
-2427.237,4377.237,-1.086
-2430.066,4380.066,-1.114
-2432.894,4382.895,-1.143
-2435.724,4385.724,-1.172
-2438.552,4388.552,-1.202
-2441.381,4391.381,-1.234
-2444.21,4394.21,-1.268
-2447.039,4397.039,-1.304
-2449.868,4399.868,-1.342
-2452.697,4402.697,-1.384
-2455.526,4405.526,-1.428
-2458.355,4408.355,-1.475
-2461.184,4411.184,-1.522
-2464.013,4414.013,-1.569
-2466.842,4416.842,-1.613
-2469.671,4419.671,-1.652
-2472.5,4422.5,-1.686
-2475.329,4425.329,-1.713
-2478.158,4428.158,-1.733
-2480.987,4430.987,-1.748
-2483.816,4433.816,-1.758
-2486.645,4436.645,-1.762
-2489.474,4439.474,-1.763
-2492.303,4442.303,-1.759
-2495.132,4445.132,-1.751
-2497.961,4447.961,-1.74
-2500.789,4450.789,-1.726
-2503.619,4453.618,-1.71
-2506.447,4456.447,-1.692
-2509.276,4459.276,-1.673
-2512.105,4462.105,-1.654
-2514.934,4464.934,-1.635
-2517.763,4467.763,-1.618
-2520.592,4470.592,-1.603
-2523.421,4473.421,-1.59
-2526.25,4476.25,-1.578
-2529.079,4479.079,-1.568
-2531.908,4481.908,-1.559
-2534.737,4484.737,-1.551
-2537.566,4487.566,-1.544
-2540.395,4490.395,-1.536
-2543.224,4493.224,-1.529
-2546.053,4496.053,-1.52
-2548.882,4498.882,-1.51
-2551.711,4501.711,-1.497
-2554.54,4504.54,-1.48
-2557.369,4507.369,-1.461
-2560.198,4510.198,-1.441
-2563.026,4513.026,-1.42
-2565.856,4515.855,-1.402
-2568.684,4518.685,-1.387
-2571.513,4521.513,-1.378
-2574.342,4524.342,-1.374
-2577.171,4527.171,-1.376
-2580,4530,-1.382
-2582.829,4532.829,-1.393
-2585.658,4535.658,-1.407
-2588.487,4538.487,-1.423
-2591.316,4541.316,-1.443
-2594.145,4544.145,-1.466
-2596.974,4546.974,-1.492
-2599.803,4549.803,-1.521
-2602.632,4552.632,-1.55
-2605.461,4555.461,-1.577
-2608.29,4558.29,-1.6
-2611.119,4561.119,-1.618
-2613.948,4563.948,-1.629
-2616.777,4566.777,-1.634
-2619.606,4569.606,-1.633
-2622.435,4572.435,-1.628
-2625.264,4575.264,-1.619
-2628.093,4578.092,-1.608
-2630.921,4580.922,-1.596
-2633.751,4583.751,-1.583
-2636.579,4586.579,-1.572
-2639.408,4589.408,-1.561
-2642.237,4592.237,-1.552
-2645.066,4595.066,-1.545
-2647.895,4597.895,-1.542
-2650.724,4600.724,-1.541
-2653.553,4603.553,-1.544
-2656.382,4606.382,-1.548
-2659.211,4609.211,-1.553
-2662.04,4612.04,-1.557
-2664.869,4614.869,-1.558
-2667.698,4617.698,-1.555
-2670.527,4620.527,-1.547
-2673.356,4623.356,-1.534
-2676.185,4626.185,-1.517
-2679.014,4629.014,-1.497
-2681.843,4631.843,-1.476
-2684.672,4634.672,-1.456
-2687.501,4637.501,-1.438
-2690.33,4640.33,-1.422
-2693.159,4643.159,-1.41
-2695.988,4645.988,-1.402
-2698.816,4648.816,-1.396
-2701.645,4651.645,-1.394
-2704.474,4654.474,-1.393
-2707.303,4657.303,-1.393
-2710.132,4660.132,-1.394
-2712.961,4662.961,-1.395
-2715.79,4665.79,-1.396
-2718.619,4668.619,-1.397
-2721.448,4671.448,-1.398
-2724.277,4674.277,-1.4
-2727.106,4677.106,-1.403
-2729.935,4679.935,-1.409
-2732.764,4682.764,-1.418
-2735.593,4685.593,-1.431
-2738.422,4688.422,-1.449
-2741.251,4691.251,-1.469
-2744.08,4694.08,-1.491
-2746.909,4696.909,-1.512
-2749.738,4699.738,-1.529
-2752.567,4702.567,-1.539
-2755.396,4705.396,-1.541
-2758.225,4708.225,-1.535
-2761.053,4711.053,-1.521
-2763.883,4713.882,-1.501
-2766.711,4716.711,-1.479
-2769.54,4719.54,-1.459
-2772.369,4722.369,-1.442
-2775.198,4725.198,-1.433
-2778.027,4728.027,-1.431
-2780.856,4730.856,-1.437
-2783.685,4733.685,-1.45
-2786.514,4736.514,-1.467
-2789.343,4739.343,-1.486
-2792.172,4742.172,-1.504
-2795.001,4745.001,-1.519
-2797.83,4747.83,-1.53
-2800.659,4750.659,-1.536
-2803.488,4753.488,-1.536
-2806.317,4756.317,-1.534
-2809.146,4759.146,-1.53
-2811.975,4761.975,-1.526
-2814.804,4764.804,-1.526
-2817.633,4767.633,-1.532
-2820.462,4770.462,-1.543
-2823.291,4773.291,-1.561
-2826.119,4776.119,-1.584
-2828.948,4778.949,-1.612
-2831.777,4781.777,-1.641
-2834.606,4784.606,-1.669
-2837.435,4787.435,-1.694
-2840.264,4790.264,-1.716
-2843.093,4793.093,-1.732
-2845.922,4795.922,-1.745
-2848.751,4798.751,-1.755
-2851.58,4801.58,-1.762
-2854.409,4804.409,-1.77
-2857.238,4807.238,-1.779
-2860.067,4810.067,-1.791
-2862.896,4812.896,-1.807
-2865.725,4815.725,-1.826
-2868.554,4818.554,-1.848
-2871.383,4821.383,-1.87
-2874.212,4824.212,-1.891
-2877.041,4827.041,-1.909
-2879.87,4829.87,-1.921
-2882.699,4832.699,-1.926
-2885.528,4835.528,-1.924
-2888.357,4838.357,-1.914
-2891.186,4841.185,-1.898
-2894.015,4844.015,-1.876
-2896.843,4846.843,-1.85
-2899.672,4849.672,-1.819
-2902.501,4852.501,-1.787
-2905.33,4855.33,-1.753
-2908.159,4858.159,-1.718
-2910.988,4860.988,-1.683
-2913.817,4863.817,-1.649
-2916.646,4866.646,-1.614
-2919.475,4869.475,-1.579
-2922.304,4872.304,-1.544
-2925.133,4875.133,-1.506
-2927.962,4877.962,-1.466
-2930.791,4880.791,-1.423
-2933.62,4883.62,-1.379
-2936.449,4886.449,-1.335
-2939.278,4889.278,-1.29
-2942.107,4892.107,-1.247
-2944.936,4894.936,-1.207
-2947.765,4897.765,-1.171
-2950.594,4900.594,-1.142
-2953.423,4903.423,-1.119
-2956.251,4906.252,-1.102
-2959.081,4909.081,-1.092
-2961.909,4911.909,-1.085
-2964.738,4914.738,-1.082
-2967.567,4917.567,-1.079
-2970.396,4920.396,-1.077
-2973.225,4923.225,-1.075
-2976.054,4926.054,-1.075
-2978.883,4928.883,-1.077
-2981.712,4931.712,-1.083
-2984.541,4934.541,-1.093
-2987.37,4937.37,-1.107
-2990.199,4940.199,-1.125
-2993.028,4943.028,-1.145
-2995.857,4945.857,-1.166
-2998.686,4948.686,-1.187
-3001.515,4951.515,-1.205
-3004.344,4954.344,-1.22
-3007.173,4957.173,-1.231
-3010.002,4960.002,-1.236
-3012.831,4962.831,-1.236
-3015.66,4965.66,-1.231
-3018.489,4968.489,-1.221
-3021.318,4971.318,-1.206
-3024.146,4974.146,-1.187
-3026.975,4976.975,-1.165
-3029.804,4979.804,-1.14
-3032.633,4982.633,-1.111
-3035.462,4985.462,-1.079
-3038.291,4988.291,-1.042
-3041.12,4991.12,-0.999
-3043.949,4993.949,-0.951
-3046.778,4996.778,-0.897
-3049.607,4999.607,-0.839
-3052.436,5002.436,-0.778
-3055.265,5005.265,-0.718
-3058.094,5008.094,-0.659
-3060.923,5010.923,-0.605
-3063.752,5013.752,-0.556
-3066.581,5016.581,-0.511
-3069.41,5019.41,-0.47
-3072.239,5022.239,-0.433
-3075.068,5025.068,-0.397
-3077.897,5027.897,-0.362
-3080.726,5030.726,-0.329
-3083.555,5033.555,-0.297
-3086.383,5036.383,-0.269
-3089.213,5039.212,-0.246
-3092.041,5042.041,-0.229
-3094.87,5044.87,-0.218
-3097.699,5047.699,-0.212
-3100.528,5050.528,-0.212
-3103.357,5053.357,-0.214
-3106.186,5056.186,-0.218
-3109.015,5059.015,-0.223
-3111.844,5061.844,-0.229
-3114.673,5064.673,-0.236
-3117.502,5067.502,-0.245
-3120.331,5070.331,-0.257
-3123.16,5073.16,-0.273
-3125.989,5075.989,-0.293
-3128.818,5078.818,-0.317
-3131.647,5081.647,-0.344
-3134.476,5084.476,-0.374
-3137.305,5087.305,-0.406
-3140.134,5090.134,-0.44
-3142.963,5092.963,-0.475
-3145.792,5095.792,-0.511
-3148.621,5098.621,-0.548
-3151.45,5101.449,-0.586
-3154.278,5104.279,-0.625
-3157.107,5107.107,-0.663
-3159.936,5109.936,-0.701
-3162.765,5112.765,-0.739
-3165.594,5115.594,-0.775
-3168.423,5118.423,-0.809
-3171.252,5121.252,-0.842
-3174.081,5124.081,-0.872
-3176.91,5126.91,-0.901
-3179.739,5129.739,-0.927
-3182.568,5132.568,-0.949
-3185.397,5135.397,-0.967
-3188.226,5138.226,-0.98
-3191.055,5141.055,-0.987
-3193.884,5143.884,-0.988
-3196.713,5146.713,-0.984
-3199.542,5149.542,-0.975
-3202.371,5152.371,-0.962
-3205.2,5155.2,-0.945
-3208.029,5158.029,-0.925
-3210.858,5160.858,-0.902
-3213.687,5163.687,-0.878
-3216.515,5166.516,-0.853
-3219.345,5169.345,-0.828
-3222.173,5172.173,-0.804
-3225.002,5175.002,-0.781
-3227.831,5177.831,-0.76
-3230.66,5180.66,-0.741
-3233.489,5183.489,-0.722
-3236.318,5186.318,-0.704
-3239.147,5189.147,-0.686
-3241.976,5191.976,-0.668
-3244.805,5194.805,-0.65
-3247.634,5197.634,-0.633
-3250.463,5200.463,-0.618
-3253.292,5203.292,-0.606
-3256.121,5206.121,-0.599
-3258.95,5208.95,-0.595
-3261.779,5211.779,-0.596
-3264.608,5214.608,-0.6
-3267.437,5217.437,-0.609
-3270.266,5220.266,-0.62
-3273.095,5223.095,-0.635
-3275.924,5225.924,-0.653
-3278.753,5228.753,-0.674
-3281.581,5231.582,-0.698
-3284.41,5234.41,-0.724
-3287.239,5237.239,-0.752
-3290.068,5240.068,-0.779
-3292.897,5242.897,-0.805
-3295.726,5245.726,-0.828
-3298.555,5248.555,-0.849
-3301.384,5251.384,-0.866
-3304.213,5254.213,-0.878
-3307.042,5257.042,-0.884
-3309.871,5259.871,-0.883
-3312.7,5262.7,-0.875
-3315.529,5265.529,-0.861
-3318.358,5268.358,-0.844
-3321.187,5271.187,-0.825
-3324.016,5274.016,-0.807
-3326.845,5276.845,-0.79
-3329.674,5279.674,-0.773
-3332.503,5282.503,-0.754
-3335.332,5285.332,-0.729
-3338.161,5288.161,-0.696
-3340.99,5290.99,-0.651
-3343.819,5293.819,-0.594
-3346.648,5296.648,-0.53
-3349.477,5299.476,-0.462
-3352.305,5302.305,-0.398
-3355.134,5305.134,-0.343
-3357.963,5307.963,-0.303
-3360.792,5310.792,-0.276
-3363.621,5313.621,-0.261
-3366.45,5316.45,-0.253
-3369.279,5319.279,-0.245
-3372.108,5322.108,-0.236
-3374.937,5324.937,-0.223
