depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
250,Carbon-14,108511,250,2470,sedge peat,NA
450,Carbon-14,108512,250,5390,bryophyte peat,NA
520,Carbon-14,108513,300,9240,gyttja,NA
712,Carbon-14,108514,350,11550,gyttja,NA
