year (AD),age (BP),d18O (permil)
-1359,3309,-0.68
-1366,3316,-1.9
-1372,3322,-0.91
-1377,3327,-1.09
-1382,3332,-1.12
-1386,3336,-1
-1390,3340,-1.12
-1396,3346,-1.13
-1400,3350,-1.23
-1404,3354,-0.85
-1409,3359,-0.75
-1415,3365,-0.82
-1420,3370,-0.49
-1425,3375,-0.66
-1431,3381,-0.81
-1437,3387,-0.77
-1441,3391,-0.8
-1447,3397,-0.92
-1452,3402,-1.03
-1458,3408,-0.93
-1462,3412,-1.01
-1468,3418,-1.11
-1472,3422,-1.26
-1477,3427,-1.2
-1483,3433,-1.12
-1489,3439,-1.12
-1496,3446,-1.25
-1500,3450,-1.81
-1505,3455,-0.87
-1510,3460,-0.99
-1516,3466,-1.08
-1520,3470,-1.16
-1527,3477,-1.17
-1531,3481,-0.74
-1537,3487,-0.99
-1540,3490,-0.82
-1545,3495,-0.77
-1550,3500,-0.97
-1554,3504,-0.81
-1559,3509,-0.81
-1565,3515,-0.95
-1568,3518,-1.07
-1572,3522,-1.13
-1577,3527,-1.04
-1581,3531,-1.14
-1584,3534,-1.09
-1597,3547,-0.94
-1601,3551,-0.82
-1605,3555,-0.86
-1609,3559,-0.69
-1613,3563,-0.71
-1617,3567,-0.58
-1621,3571,-0.72
-1626,3576,-0.83
-1629,3579,-0.68
-1635,3585,-0.5
-1638,3588,-0.74
-1642,3592,-0.68
-1646,3596,-0.82
-1649,3599,-1.13
-1653,3603,-1.11
-1657,3607,-1.16
-1659,3609,-0.84
-1663,3613,-1.11
-1667,3617,-0.67
-1672,3622,-0.79
-1673,3623,-0.73
-1677,3627,-0.71
-1681,3631,-0.65
-1685,3635,-0.5
-1688,3638,-0.58
-1691,3641,-0.71
-1694,3644,-0.71
-1699,3649,-0.66
-1702,3652,-1.08
-1707,3657,-1.05
-1710,3660,-1.18
-1713,3663,-1.23
-1718,3668,-0.93
-1722,3672,-1.05
-1725,3675,-1.26
-1728,3678,-1.17
-1732,3682,-1.36
-1737,3687,-1.09
-1740,3690,-1.21
-1744,3694,-1.22
-1746,3696,-1.15
-1749,3699,-0.89
-1752,3702,-1.16
-1754,3704,-1.13
-1758,3708,-1.27
-1762,3712,-1.4
-1765,3715,-1.28
-1768,3718,-1.24
-1772,3722,-1.17
-1775,3725,-1.23
-1777,3727,-0.73
-1781,3731,-1.01
-1783,3733,-1
-1787,3737,-1.21
-1789,3739,-1.13
-1792,3742,-1.38
-1795,3745,-1.14
-1797,3747,-0.93
-1801,3751,-1.49
-1804,3754,-1.16
-1805,3755,-1.14
-1807,3757,-1.42
-1810,3760,-0.66
-1813,3763,-0.84
-1818,3768,-0.79
-1822,3772,-1.15
-1826,3776,-0.75
-1830,3780,-0.83
-1834,3784,-1.06
-1837,3787,-1.05
-1842,3792,-1.11
-1844,3794,-1.21
-1847,3797,-1.24
-1850,3800,-1
-1853,3803,-1.23
-1855,3805,-1.32
-1858,3808,-1.46
-1861,3811,-1.45
-1862,3812,-1.41
-1866,3816,-1.01
-1869,3819,-1.26
-1872,3822,-0.56
-1875,3825,-0.95
-1878,3828,-1.22
-1881,3831,-1.13
-1884,3834,-1.16
-1887,3837,-1.03
-1890,3840,-1.09
-1893,3843,-0.74
-1896,3846,-1.21
-1899,3849,-1.24
-1902,3852,-1.3
-1905,3855,-1.11
-1908,3858,-1.05
-1911,3861,-0.89
-1914,3864,-0.72
-1917,3867,-1.04
-1920,3870,-1.03
-1922,3872,-1.05
-1925,3875,-0.97
-1928,3878,-1.08
-1931,3881,-0.83
-1934,3884,-1.26
-1937,3887,-1.35
-1939,3889,NA
-1942,3892,-1.26
-1945,3895,-1.26
-1948,3898,-1.44
-1950,3900,-1.16
-1953,3903,-1.39
-1956,3906,-1.47
-1959,3909,-1.44
-1961,3911,-1.41
-1964,3914,-1.48
-1967,3917,-1.49
-1969,3919,-1.67
-1972,3922,-1.6
-1975,3925,-1.6
-1977,3927,-1.63
-1980,3930,-1.63
-1982,3932,-1.4
-1985,3935,-1.66
-1988,3938,-1.6
-1990,3940,-1.47
-1993,3943,-1.5
-1996,3946,-1.66
-1998,3948,-1.64
-2001,3951,-1.46
-2003,3953,-1.39
-2006,3956,-1.46
-2008,3958,-1.47
-2011,3961,-1.49
-2013,3963,-1.53
-2016,3966,-1.3
-2018,3968,-1.23
-2021,3971,NA
-2024,3974,-1.11
-2026,3976,-0.97
-2029,3979,-1.01
-2031,3981,-0.9
-2034,3984,-1.01
-2036,3986,-1.1
-2038,3988,-1.07
-2041,3991,-0.93
-2043,3993,NA
-2046,3996,-1.14
-2048,3998,-1.21
-2051,4001,-1.11
-2053,4003,-1.45
-2056,4006,-1.2
-2058,4008,-1.21
-2061,4011,-1.08
-2063,4013,-0.97
-2065,4015,-1.15
-2068,4018,-1.19
-2070,4020,-1.25
-2073,4023,-1.21
-2075,4025,-1.04
-2078,4028,-0.92
-2080,4030,NA
-2082,4032,-0.86
-2085,4035,-1.05
-2087,4037,-1.17
-2090,4040,-0.79
-2092,4042,-0.94
-2094,4044,-1
-2097,4047,-1.26
-2099,4049,-1
-2102,4052,-1.25
-2104,4054,-1.47
-2107,4057,-1.46
-2109,4059,-1.07
-2111,4061,-1.53
-2114,4064,-1.12
-2116,4066,-1.42
-2119,4069,-1
-2121,4071,-1
-2123,4073,-1.05
-2126,4076,-1.22
-2128,4078,-1.12
-2131,4081,-0.87
-2133,4083,-0.98
-2135,4085,-0.85
-2138,4088,-1.26
-2140,4090,-1.1
-2143,4093,-1.08
-2145,4095,-1.15
-2147,4097,-1.36
-2150,4100,-1.49
-2152,4102,-1.5
-2155,4105,-1.67
-2157,4107,-1.94
-2159,4109,-1.87
-2162,4112,-1.34
-2164,4114,-1.37
-2167,4117,-1.22
-2169,4119,-1.8
-2172,4122,-1.5
-2174,4124,-1.47
-2176,4126,-1.56
-2179,4129,-1.63
-2181,4131,-1.57
-2184,4134,-1.37
-2186,4136,-1.49
-2189,4139,-1.67
-2191,4141,-1.58
-2194,4144,-1.35
-2194,4144,-1.43
-2196,4146,-1.1
-2199,4149,-1.48
-2202,4152,-1.37
-2205,4155,-1.38
-2207,4157,-1.12
-2210,4160,-1.02
-2213,4163,-1.04
-2215,4165,-0.99
-2218,4168,-0.82
-2221,4171,-0.79
-2224,4174,-0.72
-2227,4177,-0.87
-2230,4180,-0.78
-2233,4183,-0.87
-2235,4185,-1.22
-2238,4188,-1.03
-2241,4191,-1.07
-2244,4194,-1.52
-2246,4196,-1.39
-2249,4199,-1.76
-2251,4201,-1.59
-2253,4203,-1.38
-2255,4205,-1.61
-2258,4208,-1.31
-2260,4210,-1.47
-2263,4213,-1.06
-2266,4216,-1.23
-2268,4218,-1.14
-2271,4221,-1.15
-2274,4224,-1.32
-2276,4226,-1.27
-2279,4229,-1.08
-2282,4232,-1.21
-2287,4237,-1.64
-2290,4240,-1.36
-2293,4243,-1.24
-2296,4246,-1.44
-2298,4248,-1.55
-2303,4253,-1.37
-2305,4255,-1.23
-2308,4258,-1.28
-2310,4260,-1.5
-2314,4264,-0.95
-2315,4265,-1.1
-2317,4267,-0.89
-2321,4271,-0.86
-2324,4274,-0.9
-2326,4276,NA
-2329,4279,-0.81
-2333,4283,-1.08
-2335,4285,-1.14
-2338,4288,-1.07
-2340,4290,-0.98
-2345,4295,-0.93
-2348,4298,-0.83
-2351,4301,-0.84
-2354,4304,-0.94
-2356,4306,-1.07
-2359,4309,-1.01
-2361,4311,-1.23
-2364,4314,-1.12
-2368,4318,-1.07
-2371,4321,-1.18
-2374,4324,-1.07
-2377,4327,-1.19
-2380,4330,-1.29
-2383,4333,-1.26
-2386,4336,-1.25
-2388,4338,-1.29
-2392,4342,-1.26
-2396,4346,-1.2
-2398,4348,-1.36
-2401,4351,-1.23
-2404,4354,-1.19
-2407,4357,-1.24
-2409,4359,-1.17
-2412,4362,-1.32
-2415,4365,-1.34
-2419,4369,-1.44
-2422,4372,-1.61
-2426,4376,-1.47
-2429,4379,-1.35
-2433,4383,-1.38
-2436,4386,-1.46
-2439,4389,-1.57
-2443,4393,-1.63
-2445,4395,NA
-2448,4398,-1.5
-2452,4402,-1.62
-2455,4405,-1.51
-2459,4409,-1.48
-2459,4409,-1.3
-2462,4412,-1.3
-2466,4416,-1.3
-2469,4419,-1.53
-2472,4422,-1.19
-2476,4426,-1.3
-2479,4429,-1.02
-2482,4432,-0.78
-2485,4435,-0.88
-2488,4438,-0.95
-2492,4442,-1.02
-2496,4446,-1.07
-2500,4450,-0.93
-2503,4453,-0.93
-2506,4456,-1.28
-2509,4459,-0.87
-2513,4463,-1.1
-2516,4466,-1.14
-2520,4470,-1.21
-2523,4473,-1.07
-2527,4477,-1.07
-2531,4481,-1.07
-2535,4485,-1.27
-2538,4488,-1.29
-2542,4492,-1.28
-2546,4496,-1.38
-2549,4499,-0.96
-2555,4505,-1.44
-2559,4509,-1.58
-2562,4512,-1.47
-2566,4516,-1.14
-2570,4520,NA
-2574,4524,NA
-2578,4528,-1.29
-2583,4533,-1.44
-2586,4536,-1.52
-2590,4540,-1.55
-2593,4543,-1.59
-2596,4546,-1.69
-2600,4550,-1.6
-2603,4553,-1.47
-2608,4558,-1.35
-2610,4560,-1.44
-2615,4565,-1.52
-2618,4568,-1.27
-2621,4571,-1.32
-2626,4576,-1.45
-2630,4580,-1.49
-2634,4584,-1.37
-2638,4588,-1.42
-2642,4592,-1.28
-2646,4596,-0.98
-2649,4599,-1.05
-2653,4603,-0.78
-2656,4606,-1.03
-2661,4611,-1.22
-2665,4615,-1.28
-2670,4620,-1.22
-2673,4623,-1.48
-2679,4629,-1.13
-2683,4633,-1.38
-2687,4637,-1.36
-2692,4642,-1.67
-2697,4647,-1.53
-2701,4651,-1.55
-2706,4656,-1.32
-2710,4660,-1.11
-2716,4666,-1.19
-2720,4670,-0.89
-2723,4673,-1.28
-2729,4679,-1.07
-2733,4683,-1.13
-2737,4687,-1.21
-2741,4691,-1.23
-2746,4696,-1.33
-2751,4701,-1.42
-2755,4705,-0.72
-2761,4711,-1.01
-2765,4715,-1.32
-2770,4720,-1.22
-2775,4725,-1.51
-2779,4729,-0.79
-2783,4733,-1.32
-2789,4739,-1.45
-2794,4744,-1.55
-2800,4750,-1.61
-2804,4754,-1.72
-2809,4759,-1.72
-2814,4764,-1.37
-2819,4769,-1.34
-2824,4774,-1.14
-2830,4780,-1.48
-2835,4785,-1.33
-2840,4790,-1.2
-2845,4795,-1.25
-2851,4801,-1.33
-2856,4806,-1.27
-2862,4812,-1.35
-2868,4818,-1.49
-2872,4822,-1.5
-2877,4827,-1.54
-2883,4833,-1.5
-2887,4837,-1.59
-2894,4844,-1.57
-2899,4849,-1.64
-2904,4854,-1.63
-2910,4860,-1.52
-2914,4864,-1.65
-2920,4870,-1.58
-2926,4876,-1.72
-2930,4880,-1.76
-2936,4886,-1.91
-2941,4891,-1.81
-2947,4897,-1.71
-2952,4902,-1.7
-2958,4908,-1.69
-2963,4913,-1.63
-2967,4917,-1.52
-2973,4923,-1.02
-2977,4927,-1.47
-2982,4932,-1.37
-2987,4937,-0.95
-2994,4944,-1.49
-2999,4949,-1.22
-3004,4954,-1.21
-3009,4959,-1.57
-3015,4965,-1.43
-3020,4970,-1.15
-3027,4977,-1.34
-3033,4983,-1.27
-3038,4988,-1.3
-3042,4992,-1.17
-3048,4998,-1.16
-3052,5002,-1.02
-3058,5008,-1.1
-3066,5016,-1.33
-3071,5021,-1.41
-3076,5026,-1.16
-3082,5032,-1.37
-3087,5037,-1.84
-3093,5043,-1.39
-3099,5049,-1.44
-3106,5056,-1.22
-3112,5062,-1.02
-3116,5066,-0.9
-3123,5073,-1
-3130,5080,-0.83
-3136,5086,-1.06
-3142,5092,-1.4
-3149,5099,-1.07
-3154,5104,-1.19
-3160,5110,-1.33
-3165,5115,-1.46
-3172,5122,-1.25
-3177,5127,-1.13
-3182,5132,-1.19
-3187,5137,-1.24
-3194,5144,-1.3
-3199,5149,-1.37
-3206,5156,-1.85
-3212,5162,-1.73
-3217,5167,-1.32
-3218,5168,-1.15
-3224,5174,-1.54
-3228,5178,-1.42
-3232,5182,-1.01
-3236,5186,-1.48
-3240,5190,-1.15
-3245,5195,-1.09
-3252,5202,-1.35
-3256,5206,-1.33
-3262,5212,-1.3
-3270,5220,-1.53
-3274,5224,-1.49
-3280,5230,-1.24
-3287,5237,-1.1
-3292,5242,-1.27
-3298,5248,-1.27
-3304,5254,-1.27
-3309,5259,-1.26
-3316,5266,-1.29
-3324,5274,-1.28
-3330,5280,-1.36
-3335,5285,-1.46
-3345,5295,-1.63
-3352,5302,-1.65
-3357,5307,-1.7
-3364,5314,-1.59
-3371,5321,-1.29
-3379,5329,-0.89
-3385,5335,-0.77
-3392,5342,-0.92
-3398,5348,-0.96
-3404,5354,-1
-3410,5360,-0.87
-3417,5367,-1.08
-3423,5373,-0.85
-3430,5380,-1.19
-3437,5387,-1.13
-3443,5393,-1.3
-3448,5398,-1.32
-3456,5406,-1.28
-3463,5413,-1.33
-3471,5421,-1.14
-3480,5430,-1.33
-3485,5435,-1.31
-3493,5443,-1.46
-3500,5450,-1.59
-3505,5455,-1.45
-3511,5461,-1.61
-3516,5466,-1.67
-3524,5474,-1.54
-3531,5481,-1.53
-3536,5486,-1.29
-3539,5489,-1.58
-3544,5494,-1.39
-3551,5501,-0.62
-3559,5509,-1.32
-3566,5516,-1.5
-3572,5522,-1.65
-3580,5530,-1.62
-3585,5535,-1.76
-3592,5542,-1.84
-3601,5551,-1.94
-3603,5553,-1.83
-3609,5559,-2.22
-3615,5565,-2.02
-3623,5573,-2.01
-3627,5577,-1.44
-3633,5583,-1.2
-3639,5589,-1.74
-3645,5595,-1.64
-3652,5602,-1.6
-3659,5609,-1.8
-3662,5612,-1.56
-3669,5619,-1.41
-3674,5624,-1.29
-3682,5632,-1.52
-3688,5638,-1.39
-3694,5644,-1.34
-3703,5653,-1.25
-3709,5659,-1.56
-3715,5665,-1.4
-3721,5671,-1.27
-3723,5673,-1.62
-3730,5680,-1.56
-3737,5687,-1.53
-3743,5693,-1.44
-3748,5698,-1.45
-3755,5705,-1.65
-3762,5712,-1.69
-3768,5718,-1.95
-3774,5724,-1.83
-3781,5731,-1.53
-3787,5737,-1.58
-3793,5743,-1.74
-3802,5752,-1.94
-3811,5761,-1.73
-3818,5768,-1.69
-3825,5775,-1.62
-3832,5782,-1.76
-3839,5789,-1.71
-3847,5797,-1.46
-3855,5805,-1.43
-3858,5808,-0.99
-3867,5817,-0.86
-3874,5824,-1.88
-3880,5830,-2.05
-3886,5836,-2.07
-3895,5845,-2.13
-3903,5853,-1.84
-3908,5858,-1.57
-3916,5866,-1.81
-3927,5877,-1.87
-3932,5882,-1.9
-3939,5889,-2.18
-3947,5897,-2
-3956,5906,-1.92
-3963,5913,-1.97
-3971,5921,-2.08
-3978,5928,-2.23
-3984,5934,-1.97
-3991,5941,-1.89
-3997,5947,-1.71
-4004,5954,-1.97
-4011,5961,-1.78
-4019,5969,-1.88
-4027,5977,-1.75
-4033,5983,-2.16
-4042,5992,-1.98
-4049,5999,-1.92
-4060,6010,-1.9
-4067,6017,-1.88
-4074,6024,-1.62
-4083,6033,-1.73
-4091,6041,-2.02
-4097,6047,-2.09
-4106,6056,-1.89
-4114,6064,-2.14
-4121,6071,-1.57
-4129,6079,-1.8
-4136,6086,-2.08
-4142,6092,-2
-4152,6102,-2
-4159,6109,-1.47
-4169,6119,-1.6
-4177,6127,-1.78
-4185,6135,-1.43
-4194,6144,-1.4
-4202,6152,-1.61
-4210,6160,-1.86
-4217,6167,-2.13
-4227,6177,-1.63
-4238,6188,-1.48
-4247,6197,-1.52
-4254,6204,-1.52
-4265,6215,-1.63
-4270,6220,-1.84
-4280,6230,-0.77
-4288,6238,-0.78
-4297,6247,-1.34
-4307,6257,-1.96
-4314,6264,-1.47
-4323,6273,-1.11
-4329,6279,-1.37
-4338,6288,-1.26
-4347,6297,-1.4
-4356,6306,-1.03
-4364,6314,-1.02
-4370,6320,-1.24
-4376,6326,-1.38
-4383,6333,-0.8
-4393,6343,-1.64
-4403,6353,-2.03
-4408,6358,-1.89
-4416,6366,-1.63
-4424,6374,-1.84
-4433,6383,-1.69
-4443,6393,-1.43
-4450,6400,-1.62
-4459,6409,-1.8
-4466,6416,-1.71
-4475,6425,-1.68
-4484,6434,-1.58
-4492,6442,-1.6
-4499,6449,-1.56
-4508,6458,-1.59
-4516,6466,-1.81
-4527,6477,-1.97
-4535,6485,-2.04
-4543,6493,-1.97
-4552,6502,-2.11
-4560,6510,-2.07
-4567,6517,-1.82
-4577,6527,-1.66
-4585,6535,-1.85
-4595,6545,-2.08
-4603,6553,-2.12
-4612,6562,-2.03
-4621,6571,-1.69
-4629,6579,-1.96
-4638,6588,-2.03
-4646,6596,-1.51
-4654,6604,-1.56
-4664,6614,-1.61
-4671,6621,-1.76
-4683,6633,-1.83
-4691,6641,-2.14
-4699,6649,-2.08
-4707,6657,-2.07
-4713,6663,-2.09
-4719,6669,-2.17
-4730,6680,-2.14
-4742,6692,-2.25
-4762,6712,-2.09
-4771,6721,-2.04
-4781,6731,-2.1
-4793,6743,-2.11
-4801,6751,-2.24
-4810,6760,-2.14
-4817,6767,-2.1
-4826,6776,-2.12
-4838,6788,-2.13
-4847,6797,-1.76
-4854,6804,-1.97
-4865,6815,-1.94
-4872,6822,-1.92
-4883,6833,-2.45
-4890,6840,-2.05
-4897,6847,-1.82
-4907,6857,-1.81
-4918,6868,-1.56
-4924,6874,-1.83
-4933,6883,-1.77
-4943,6893,-1.78
-4953,6903,-1.71
-4961,6911,-1.93
-4969,6919,-1.86
-4978,6928,-1.92
-4985,6935,-1.98
-4996,6946,-1.57
-5003,6953,-1.7
-5014,6964,-1.86
-5023,6973,-2.01
-5034,6984,-2.03
-5041,6991,-2.06
-5050,7000,-2.02
-5059,7009,-2.04
-5067,7017,-2
-5074,7024,-2.21
-5084,7034,-1.83
-5091,7041,-1.27
-5101,7051,-2.06
-5107,7057,-2.02
-5111,7061,-2.44
-5119,7069,-2.38
-5127,7077,-1.94
-5133,7083,-1.8
-5139,7089,-1.87
-5148,7098,-1.93
-5157,7107,-1.94
-5164,7114,-1.76
-5172,7122,-1.8
-5181,7131,-1.91
-5184,7134,-1.81
-5195,7145,-1.9
-5201,7151,-2.07
-5209,7159,-1.92
-5217,7167,-1.85
-5224,7174,-2.01
-5235,7185,-2.02
-5244,7194,-1.87
-5252,7202,-1.79
-5263,7213,-1.61
-5275,7225,-1.7
-5282,7232,-1.59
-5292,7242,-1.56
-5300,7250,-1.64
-5308,7258,-1.81
-5317,7267,-1.93
-5326,7276,-1.99
-5337,7287,-2.08
-5349,7299,-2.1
-5359,7309,-2.1
-5368,7318,-2.06
-5380,7330,-2.16
-5386,7336,-2.19
-5395,7345,-2.19
-5403,7353,-2.2
-5412,7362,-2.17
-5420,7370,-2.1
-5429,7379,-2.14
-5440,7390,-2.16
-5444,7394,-2.17
-5451,7401,-2.07
-5454,7404,-2.24
-5459,7409,-2.15
-5472,7422,-2.12
-5481,7431,-2.16
-5490,7440,-1.8
-5497,7447,-1.97
-5507,7457,-2.12
-5515,7465,-1.91
-5523,7473,-2.09
-5533,7483,-2.02
-5543,7493,-1.9
-5554,7504,-1.73
-5563,7513,-2.15
-5573,7523,-2.32
-5581,7531,-2.14
-5592,7542,-1.97
-5604,7554,-2.09
-5612,7562,-2.1
-5620,7570,-2.24
-5628,7578,-2.2
-5636,7586,-1.81
-5647,7597,-2.2
-5654,7604,-2.34
-5660,7610,-2.41
-5670,7620,-2.31
-5679,7629,-2.22
-5688,7638,-2.2
-5695,7645,-2.29
-5703,7653,-2.32
-5712,7662,-2.46
-5717,7667,-2.48
-5724,7674,-2.38
-5731,7681,-2.32
-5740,7690,-2.06
-5747,7697,-2.32
-5756,7706,-2.23
-5765,7715,-2.2
-5772,7722,-2.33
-5778,7728,-2.23
-5787,7737,-2.32
-5788,7738,-2.26
-5794,7744,-2.22
-5806,7756,-2.21
-5812,7762,-2.41
-5821,7771,-1.92
-5830,7780,-1.88
-5838,7788,-1.55
-5847,7797,-2.04
-5853,7803,-2.48
-5860,7810,-2.36
-5866,7816,-2.41
-5875,7825,-2.42
-5883,7833,-2.39
-5892,7842,-2.52
-5899,7849,-2.56
-5907,7857,-2.51
-5917,7867,-2.55
-5926,7876,-2.36
-5934,7884,-2.28
-5946,7896,-2.32
-5952,7902,-2.28
-5961,7911,-2.1
-5969,7919,-2.16
-5976,7926,-2.2
-5982,7932,-2.25
-5989,7939,-2.31
-5996,7946,-2.19
-6005,7955,-2.11
-6017,7967,-2.24
-6023,7973,-1.89
-6033,7983,-1.9
-6042,7992,-1.78
-6050,8000,-1.95
-6060,8010,-1.9
-6067,8017,-1.58
-6074,8024,-1.82
-6080,8030,-2.13
-6087,8037,-2.01
-6096,8046,-2.07
-6111,8061,-2.1
-6119,8069,-2.15
-6130,8080,-2.38
-6138,8088,-2.22
-6146,8096,-1.94
-6156,8106,-2.02
-6164,8114,-1.95
-6170,8120,-2.27
-6180,8130,-2.23
-6191,8141,-2.11
-6197,8147,-2.13
-6206,8156,-1.95
-6214,8164,-2.02
-6222,8172,-1.81
-6231,8181,-1.35
-6243,8193,-1.6
-6250,8200,-1.54
-6258,8208,-1.48
-6267,8217,-1.59
-6274,8224,-1.63
-6277,8227,-1.64
-6287,8237,-1.7
-6295,8245,-1.75
-6302,8252,-1.73
-6308,8258,-1.9
-6318,8268,-1.8
-6328,8278,-2
-6337,8287,-1.79
-6343,8293,-1.6
-6353,8303,-1.71
-6367,8317,-1.72
-6377,8327,-1.83
-6385,8335,-1.72
-6394,8344,-1.65
-6402,8352,-1.74
-6411,8361,-1.86
-6420,8370,-1.7
-6426,8376,-1.67
-6434,8384,-1.68
-6443,8393,-1.76
-6449,8399,-1.69
-6457,8407,-1.64
-6465,8415,-1.74
-6473,8423,-1.51
-6480,8430,-1.54
-6489,8439,-1.6
-6497,8447,-1.71
-6505,8455,-1.9
-6512,8462,-1.94
-6519,8469,-1.63
-6527,8477,-1.47
-6534,8484,-1.74
-6541,8491,-1.96
-6550,8500,-1.88
-6557,8507,-1.79
-6564,8514,-1.78
-6570,8520,-1.93
-6580,8530,-2.01
-6589,8539,-1.84
-6600,8550,-1.99
-6609,8559,-1.85
-6614,8564,-1.74
-6621,8571,-2.02
-6629,8579,-1.88
-6639,8589,-2.18
-6647,8597,-2.08
-6655,8605,-2.24
-6665,8615,-2.21
-6674,8624,-2.27
-6685,8635,-2.2
-6692,8642,-2.24
-6701,8651,-2.22
-6709,8659,-2.34
-6718,8668,-2.1
-6727,8677,-2.13
-6733,8683,-2.49
-6741,8691,-2.02
-6748,8698,-1.98
-6767,8717,-1.71
-6776,8726,-1.67
-6784,8734,-1.83
-6798,8748,-1.97
-6813,8763,-1.79
-6827,8777,-1.92
-6842,8792,-2.01
-6857,8807,-1.96
-6871,8821,-1.74
-6886,8836,-1.7
-6901,8851,-1.98
-6915,8865,-2.05
-6930,8880,-1.99
-6945,8895,-2.19
-6959,8909,-2.1
-6974,8924,-2.06
-6989,8939,-2.21
-7003,8953,-2.38
-7018,8968,-2.36
-7033,8983,-2.21
-7047,8997,-2.16
-7062,9012,-2.1
-7077,9027,-2.35
-7091,9041,-1.39
-7106,9056,-1.89
-7121,9071,-1.79
-7135,9085,-1.29
-7150,9100,-1.75
-7157,9107,-1.26
-7163,9113,-1.73
-7170,9120,-1.85
-7177,9127,-1.81
-7184,9134,-1.56
-7190,9140,-1.84
-7197,9147,-1.53
-7204,9154,-2.26
-7210,9160,-1.93
-7217,9167,-2.2
-7224,9174,-2.05
-7230,9180,-2.06
-7237,9187,-1.68
-7244,9194,-2.02
-7251,9201,-2.34
-7257,9207,-2.09
-7264,9214,-2.13
-7271,9221,-1.8
-7277,9227,-1.92
-7284,9234,-2.2
-7291,9241,-2.46
-7297,9247,-2.11
-7304,9254,-2.21
-7311,9261,-2.61
-7318,9268,-2.46
-7324,9274,-2.19
-7331,9281,-2.22
-7338,9288,-1.83
-7344,9294,-1.78
-7351,9301,-2.08
-7358,9308,-1.72
-7364,9314,-1.88
-7371,9321,-2.11
