depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
775,Carbon-14,109525,120,2020,NA,NA
807.5,Carbon-14,109526,70,1930,NA,NA
845,Carbon-14,109527,110,3370,NA,NA
885,Carbon-14,109528,110,3960,NA,NA
922.5,Carbon-14,109529,55,4020,NA,NA
975,Carbon-14,109530,100,5300,NA,NA
1007.5,Carbon-14,109531,90,5525,NA,NA
1032.5,Carbon-14,109532,100,6510,NA,NA
1075.5,Carbon-14,109533,150,6470,NA,NA
